patent_id,num_figures,num_sheets
9181942,3,3
7382282,59,27
D955045,28,24
8259831,7,5
6094157,6,3
4057898,6,1
4974072,21,15
4532094,2,1
9278792,12,5
7076756,26,18
4077343,3,1
4347287,9,2
PP6193,1,1
8036874,14,14
5432942,5,4
D687282,11,6
5615372,10,8
4387694,2,1
4322691,1,1
D551723,6,4
5910893,22,11
4135930,6,2
9848823,10,9
6100852,33,9
9115969,9,5
5839830,3,1
11138435,6,6
4755636,5,3
5832869,21,8
9402596,6,6
9312761,8,5
8748870,16,5
5380088,20,6
10411226,5,5
4580474,8,3
7269223,13,10
9424980,24,12
4653606,7,5
11143431,14,10
5673677,17,12
7368027,51,28
D419094,8,5
D402382,4,2
D927195,9,9
5864383,11,5
D250727,6,1
6952449,5,3
9384805,7,7
8525851,10,9
9686896,61,10
11350203,89,84
7895467,21,17
6485190,6,4
11336014,72,46
8093723,40,30
6805038,10,8
4314243,4,2
5503530,2,2
8204997,46,41
6104485,7,6
6590340,4,2
4876926,4,3
D512917,3,3
6729962,11,5
D371036,4,4
7196860,10,9
5152513,13,12
10959289,3,3
6605528,10,4
8775115,24,19
10590773,2,1
10132593,16,13
5648821,8,4
10056164,16,8
6196859,5,2
8854462,5,5
7545393,23,14
3934732,6,5
10181359,54,28
9191501,16,16
8148777,139,61
5621821,10,7
5894563,5,4
D705772,60,44
4633648,7,2
8713190,3,3
9425803,10,10
7143844,32,24
7605559,15,12
9844248,24,17
7179188,8,8
11416921,7,7
7316545,2,2
5912654,8,3
11397348,5,2
9270091,15,11
9743683,4,4
5498066,7,6
10242560,9,8
8618964,9,9
11159687,58,30
11053446,2,2
8821678,14,14
10507705,7,7
11146835,41,27
6976911,2,2
D550313,3,1
6361184,22,6
7157031,8,3
10728616,11,11
9684183,9,5
6582737,2,2
7380003,5,5
4741814,4,1
10701451,20,14
4926789,20,17
5403084,38,9
8510791,7,7
10764979,7,6
8998833,12,6
6281581,20,7
8291486,10,5
8880047,10,10
5828465,35,26
5066016,5,2
8810509,7,3
4695376,4,2
D261166,4,1
9682205,65,22
8848068,8,4
6507152,5,3
8957850,10,9
5193110,17,16
8988346,7,7
8305003,7,4
11355791,29,22
5643177,9,3
8080196,55,34
4929143,9,3
D336133,6,3
5235490,13,9
11377288,3,3
7280701,22,20
8705303,12,11
8938235,10,10
11050067,15,15
9700938,4,4
9619288,6,6
10100470,8,6
5395301,10,5
10324905,17,17
7434465,2,2
10241288,15,10
6428775,0,0
D557969,7,7
4629831,11,8
9428227,3,2
11236536,15,15
7877756,3,2
6436760,29,9
9253222,8,5
8220063,3,3
4920421,5,4
10456722,6,3
PP17567,2,1
D565230,7,7
5791628,1,1
7719916,7,7
7851550,7,4
6705850,6,6
5991300,14,8
9096537,5,5
5661332,6,5
5328677,6,3
8286173,8,8
7703197,11,11
7254114,9,8
D267094,4,1
6827529,49,15
5906529,27,7
8869928,9,8
9818046,9,9
5853563,5,2
8674588,60,24
5376185,7,6
4245506,7,1
4357779,6,2
4264302,14,4
8222304,2,1
10396815,11,11
10205611,16,15
10146005,47,33
10631482,3,3
6274079,5,2
5731587,18,8
8351042,45,11
10867400,4,4
6429055,8,4
8934012,21,15
5003127,16,7
4346656,5,4
8165766,1,1
3972210,2,1
4316428,2,2
10370316,4,2
10320515,10,10
4823301,6,5
8199706,10,6
4002518,4,1
7956792,5,5
8174513,22,12
7782309,4,4
10180204,78,51
D832298,4,4
6972158,44,28
6743997,5,1
9432354,3,3
8953821,9,7
11228166,14,8
D782201,7,6
10047796,7,7
6254611,14,7
10022146,9,9
5509414,6,2
RE37844,7,4
7306665,1,1
PP5255,1,1
11410740,10,10
7445827,5,4
7265898,39,28
9632509,4,3
D742359,7,7
11419749,84,48
8994126,28,16
6964630,19,7
D592504,6,3
10898817,23,11
10732893,14,12
5346280,14,6
5769574,9,6
10399550,11,9
10090549,3,2
6947409,12,11
5146312,12,8
5991371,57,51
7466184,9,4
7173900,3,3
10023515,2,2
4389018,6,1
7101789,9,5
6344780,12,7
4241927,5,1
11113116,10,9
10788362,45,30
4166929,2,2
7107812,17,8
8014753,3,3
9811204,18,10
6391219,38,8
4388253,11,2
10114605,14,12
11351149,15,15
4590971,2,2
5290311,3,2
4725918,4,3
9954065,21,8
11025068,55,47
6803290,10,4
11062979,19,10
7275955,8,8
5427116,4,4
10824108,33,20
11448928,30,29
10390543,10,10
10770636,36,14
11287305,40,39
6375520,6,3
5952302,19,19
9735017,17,13
6442318,20,16
7444359,13,11
6599551,29,29
8482900,3,2
8474011,4,4
9435832,8,4
5994234,10,5
7065300,8,8
10104617,13,13
11302391,17,17
8050861,2,2
D387183,12,12
4788926,2,2
6911594,6,6
7692280,35,9
8462190,22,20
6598648,24,12
8080737,14,5
7667310,54,19
4798037,2,1
9097380,16,6
10241627,17,16
10605394,8,6
8841999,12,10
10185829,10,7
6043504,25,22
4687060,5,2
6798120,30,9
10419704,13,9
7782753,3,3
5702261,7,5
10080602,4,3
7755366,13,13
8381844,13,10
5777105,1,1
9600575,8,8
10027415,19,19
7678640,8,5
6283763,12,5
4731054,4,1
D516856,8,5
7124366,59,24
7145218,5,2
8900896,18,18
10476827,28,14
9869432,41,18
8987952,11,11
9194191,12,12
4280512,4,1
10759770,2,2
6337645,15,10
7056634,4,4
7648081,4,4
9717354,52,40
6784473,54,20
5446389,6,6
10248469,6,6
6844205,11,8
9079738,13,9
6033311,5,3
8587766,15,9
9487044,5,3
7194886,47,18
7609027,58,57
6706113,5,4
6718493,4,2
9037275,9,6
3949959,5,3
3976459,6,1
6121818,5,3
10109252,15,14
9527147,9,9
5803651,9,4
9178416,20,18
6333490,17,16
4628222,1,1
4359303,18,4
D449790,5,2
8285109,8,7
D287687,31,5
6269196,1,1
8693822,3,3
11241402,6,15
4662821,4,3
10737187,17,13
8669407,1,1
11309227,28,10
7049449,2,1
10424084,7,7
8149464,14,10
5479244,6,3
9424830,23,18
D612437,7,7
10265824,3,3
10525947,8,7
10308224,5,3
11036806,13,9
10251515,17,11
9485061,4,4
5697191,8,5
11129185,17,17
10147819,37,16
8182375,22,20
4347483,24,5
8622307,10,10
9953152,18,10
7611182,8,6
5289902,26,15
5014512,7,2
D351993,8,4
6346448,29,5
9343638,11,9
9222712,10,6
9836784,13,13
8286295,16,13
9364505,10,8
7737131,30,17
5822809,11,4
7555890,8,6
3971244,10,2
D268350,5,1
9037587,10,10
4313594,7,3
10082426,5,4
11262591,24,20
10332703,48,22
5351329,9,7
7803408,4,4
6078574,2,2
8122361,9,8
10581738,6,6
6754489,3,3
6289346,2,2
6275043,14,3
7590623,15,8
8398968,22,22
D768702,3,3
8519497,8,7
8559533,4,4
11257414,9,9
5685428,14,8
11108493,8,6
10047565,7,6
6313855,9,7
7720815,8,7
10659426,7,6
D573544,7,7
3988583,3,2
9445401,7,4
11061326,1,1
7558532,7,6
D457282,6,3
7172759,10,10
6591417,2,2
6839556,11,11
D836226,6,4
7071117,9,5
6726871,6,2
7789617,1,1
PP30750,2,1
4352264,5,3
7374513,11,5
4676095,2,2
9459196,17,14
5346609,3,3
6665587,4,4
10971399,15,14
4134073,3,1
6910760,38,14
6811909,35,19
7218640,9,6
8464767,9,9
8504142,15,15
4339445,4,4
7231426,7,6
5353479,22,7
11105162,12,7
4662463,4,3
9007915,9,9
4720363,5,2
8217330,7,5
11207783,43,41
8973332,6,6
9805368,8,7
5924734,4,4
4629696,1,1
D923010,10,10
8356321,10,10
5156310,2,1
D698679,8,3
7322216,4,2
D934524,9,9
4548712,51,20
D484608,4,1
8471174,24,7
8683011,6,6
6172318,5,3
10829773,11,11
10801115,8,4
7067262,14,10
7106322,41,35
8055679,9,7
11180394,3,3
D804049,8,5
5731946,2,2
PP10727,2,2
10741675,53,53
D554621,5,5
9702418,21,12
9771254,8,7
6738920,5,2
11355043,11,9
7877468,9,9
10819799,4,4
7116975,11,10
10716327,15,9
11251636,13,8
9292442,12,12
4145175,4,2
9660792,4,2
9249598,11,10
4610384,30,15
8833875,9,5
7340441,10,5
6145423,9,5
6565250,9,9
9081471,9,7
9779947,16,9
7186592,7,6
9282908,161,64
8680644,17,7
11192908,13,7
7668741,11,7
5739047,12,6
6826019,11,9
D604279,8,2
5050491,2,2
6323270,0,6
8390637,13,13
7588943,4,2
6403013,0,0
10012260,11,10
9209831,3,3
8238900,14,11
6549091,6,6
9178462,14,8
7872120,6,6
6784178,9,5
6085299,3,2
6924101,12,12
6685367,8,5
11145022,27,26
4233507,5,1
8380182,6,6
4569241,1,1
6797106,18,13
10625078,11,11
5782866,9,2
10474181,7,3
7690308,14,5
4761828,24,11
7963060,18,15
4029925,6,2
9866769,5,3
8519522,8,4
6179824,20,12
5735174,16,7
8408660,21,16
4948351,6,2
8326860,22,22
D572499,6,6
9438873,5,5
4816809,2,2
10772131,15,15
10331567,16,12
RE47539,12,10
9657756,8,8
9523225,10,10
9046215,15,12
D943903,7,6
7444279,7,7
9095303,31,21
11235950,8,4
D744308,7,7
D691770,16,11
3944203,6,2
10164898,4,4
9186518,23,14
D246962,3,1
6952356,6,6
7161052,1,1
3945610,5,3
11054306,12,12
4561730,5,3
10991852,15,8
6448432,2,2
7464121,18,15
5772072,60,37
6519198,9,4
9088389,21,14
9413194,14,14
D594816,3,3
6264696,6,4
9948504,4,3
6335942,10,7
8529234,5,5
7123704,6,6
10142453,40,39
11153233,12,5
6361112,25,17
8672946,20,11
9448018,3,3
8648383,37,17
11143776,14,14
8836351,17,11
D738776,6,1
4450757,4,3
4393122,5,2
7104897,5,3
8950664,24,24
8461991,4,2
6323048,13,6
4166786,7,3
7085121,20,7
D243321,5,1
8358676,4,4
11447494,21,18
6102685,10,6
10578972,11,7
6083813,7,5
4141481,18,7
9043414,9,9
D743781,5,3
10326819,6,5
11369243,68,68
10425625,11,10
5006126,1,1
6548943,32,16
9779538,25,19
5286379,11,5
D402632,7,4
8148147,7,7
5819894,6,6
8521459,13,10
6415817,9,6
6937153,7,4
D578850,6,5
9618130,17,4
4951079,8,5
9704228,10,10
4502306,4,2
8988286,5,5
9114594,5,5
10756865,14,8
4593158,2,2
9212577,11,6
5312431,7,4
5189747,11,6
9300766,9,9
8319185,4,3
7846794,13,6
10850768,3,3
6690560,10,6
7976314,22,22
10731367,11,11
6925098,24,19
5741286,12,6
7077428,23,19
4223663,4,2
6795995,4,1
4023422,7,2
9545141,16,14
7649373,9,6
9149641,15,11
5756463,7,4
5032073,14,3
7428577,20,17
8886251,7,7
9217584,28,14
5829277,5,2
6992666,15,13
11107419,11,9
5883135,1,1
9309703,16,13
7834359,21,9
10592111,12,12
10499509,17,11
4544366,3,1
6445722,9,8
5335609,3,3
5540475,6,2
10743373,14,11
8780046,17,11
6187100,17,11
10302257,5,4
5214769,7,7
11102122,33,27
D482703,8,4
D407923,5,1
5207686,5,2
9744832,8,4
6534475,0,0
4464627,7,3
5576895,9,4
D671295,8,5
8526225,5,3
9817356,8,4
6197077,8,4
5179677,6,4
7407059,15,8
10963126,11,11
6444541,6,2
10029594,8,6
4289853,3,1
11253410,9,9
5420088,3,3
7860810,5,5
6451596,25,19
9223722,12,9
5704158,11,5
9809394,14,10
9646937,13,7
7853111,10,5
6976370,2,2
9140143,4,4
8782757,15,14
5533724,6,5
10678429,30,17
7499683,4,3
3938787,4,2
6101551,6,6
5818003,9,4
10357991,11,11
11309289,69,63
6580941,9,8
6417641,22,10
7792009,6,3
4497156,7,3
5704542,11,3
4545893,3,3
6513801,7,2
10011448,10,7
4504300,3,2
4108253,6,3
7299749,1,1
8195338,4,4
10000085,13,6
7082114,13,6
4082525,14,3
10157893,40,12
D773688,7,3
7006760,28,14
D469192,5,2
10328159,24,24
6834987,5,2
8920896,7,4
6550221,12,9
7666238,4,2
7021745,78,35
4280610,4,2
