patent_id,cpc_sequence,cpc_section,cpc_class,cpc_subclass,cpc_group,cpc_type
6586205,1,A,A61,A61K,A61K38/00,additional
5956496,1,G,G06,G06F,G06F30/36,inventional
11027296,2,B,B05,B05B,B05B11/0027,additional
5902813,2,A,A61,A61P,A61P25/08,inventional
7273586,5,A,A61,A61M,A61M1/369,additional
6709403,2,A,A61,A61M,A61M2016/0021,additional
7503006,5,A,A63,A63F,A63F13/87,inventional
9894296,4,H,H04,H04N,H04N2209/046,additional
7805810,0,E,E05,E05D,E05D3/127,inventional
11369652,32,A,A61,A61K,A61K36/81,inventional
10060738,1,A,A61,A61B,A61B5/221,inventional
9438987,6,H,H04,H04R,H04R1/1091,inventional
6536423,3,A,A61,A61M,A61M2205/75,additional
10654354,3,B,B60,B60K,B60K2007/0061,additional
10365460,4,H,H04,H04N,H04N5/2254,inventional
10755178,0,G,G06,G06N,G06N5/02,inventional
8704667,0,G,G08,G08B,G08B25/002,inventional
6786667,1,A,A45,A45D,A45D29/007,inventional
8653547,0,H,H01,H01L,H01L33/22,inventional
6346307,6,B,B29,B29C,B29C2949/24,additional
5489678,20,C,C12,C12Q,C12Q1/6837,inventional
4385343,8,G,G09,G09F,G09F2013/1831,additional
9644641,8,F,F04,F04D,F04D29/4206,inventional
10489769,15,G,G06,G06Q,G06Q2220/00,additional
7926485,10,A,A61,A61M,A61M2205/3633,additional
6832830,8,B,B41,B41J,B41J29/13,inventional
8645189,1,G,G06,G06Q,G06Q10/30,inventional
7533544,0,D,D04,D04B,D04B3/02,inventional
6412174,8,F,F28,F28F,F28F9/18,inventional
9452161,16,A,A61,A61P,A61P15/00,inventional
9059557,12,H,H01,H01S,H01S5/0617,additional
6039782,3,C,C05,C05G,C05G5/12,inventional
8369914,1,A,A61,A61B,A61B5/14551,inventional
5302893,0,G,G01,G01P,G01P3/487,inventional
7608748,22,B,B32,B32B,B32B2307/728,additional
8889005,6,C,C02,C02F,C02F2305/10,additional
11014963,17,C,C07,C07K,C07K5/0821,inventional
8441987,15,H,H04,H04W,H04W40/10,additional
10264164,12,G,G06,G06T,G06T2207/20032,additional
10086125,19,A,A61,A61M,A61M2205/583,additional
6492140,4,C,C07,C07K,C07K2319/00,additional
4839958,2,Y,Y10,Y10T,Y10T29/49829,additional
11377497,5,G,G01,G01N,G01N33/577,inventional
10777749,8,H,H01,H01L,H01L51/0058,inventional
5524168,2,Y,Y10,Y10S,Y10S388/909,additional
11181606,1,G,G02,G02B,G02B23/105,inventional
6222189,4,G,G01,G01N,G01N21/359,inventional
11339288,3,C,C08,C08G,C08G18/0842,inventional
10086004,13,A,A61,A61P,A61P11/00,inventional
9671646,15,G,G02,G02F,G02F1/133562,additional
7853280,1,H,H04,H04L,H04L65/4061,inventional
8463145,1,G,G03,G03G,G03G21/16,inventional
9005853,6,G,G03,G03F,G03F7/0388,inventional
7755644,2,G,G09,G09G,G09G5/14,additional
4256069,0,F,F01,F01M,F01M11/12,inventional
7496839,0,G,G06,G06F,G06F40/166,inventional
10473593,1,G,G01,G01N,G01N21/8851,inventional
7820164,7,A,A61,A61K,A61K51/1045,inventional
6083963,9,A,A61,A61Q,A61Q19/00,inventional
5827589,3,Y,Y10,Y10T,Y10T24/2708,additional
9715237,3,G,G01,G01F,G01F15/005,additional
8608535,3,A,A63,A63F,A63F13/48,inventional
10456615,2,A,A63,A63B,A63B21/169,inventional
8703810,2,A,A61,A61K,A61K31/403,inventional
6255218,1,H,H01,H01L,H01L21/76216,inventional
9027297,11,E,E04,E04B,E04B2001/925,additional
8768643,3,G,G05,G05B,G05B2219/31229,additional
11282928,6,H,H01,H01L,H01L29/42392,inventional
11419303,2,A,A01,A01H,A01H4/005,inventional
8063506,9,H,H02,H02H,H02H3/05,additional
9498435,17,A,A61,A61K,A61K31/4453,inventional
11066202,10,B,B65,B65B,B65B61/06,inventional
6480767,11,B,B60,B60L,B60L2240/421,additional
8469940,1,A,A61,A61J,A61J1/1406,inventional
8676344,1,A,A61,A61L,A61L31/06,inventional
10693620,5,H,H04,H04W,H04W76/38,inventional
8518121,2,A,A61,A61F,A61F2/3886,inventional
10343149,29,B,B01,B01J,B01J37/0215,inventional
7468326,4,H,H01,H01L,H01L21/0209,inventional
9665284,1,G,G06,G06F,G06F3/0629,inventional
7799798,41,A,A61,A61P,A61P37/02,inventional
11068935,0,G,G06,G06N,G06N7/005,inventional
8022804,3,H,H01,H01F,H01F41/098,inventional
5803649,6,Y,Y10,Y10T,Y10T403/599,additional
10112947,4,C,C07,C07D,C07D473/24,inventional
10503877,5,Y,Y10,Y10S,Y10S705/902,additional
9761999,4,H,H01,H01R,H01R2103/00,additional
8839062,1,G,G06,G06F,G06F11/1004,inventional
6636762,2,A,A61,A61B,A61B5/0245,inventional
7295996,0,G,G06,G06Q,G06Q30/02,inventional
10723993,13,C,C12,C12M,C12M41/20,inventional
10296681,6,G,G06,G06F,G06F30/333,additional
7816729,6,H,H01,H01L,H01L29/42376,additional
4824870,13,B,B01,B01D,B01D2325/12,additional
7378032,1,C,C09,C09D,C09D127/18,inventional
9640599,13,H,H01,H01L,H01L29/78648,inventional
6165260,5,C,C09,C09C,C09C2200/302,additional
10844628,3,E,E05,E05C,E05C1/14,inventional
7512154,13,H,H04,H04L,H04L25/03343,inventional
9355704,0,G,G11,G11C,G11C11/40618,inventional
5947608,0,F,F16,F16C,F16C33/107,inventional
6626708,1,H,H01,H01R,H01R12/57,additional
9989467,11,G,G02,G02B,G02B6/132,inventional
10319939,8,H,H01,H01L,H01L51/5281,additional
10750231,2,H,H04,H04L,H04L65/65,inventional
6662635,12,B,B01,B01L,B01L2400/049,additional
10535552,7,H,H01,H01L,H01L21/02532,inventional
6472290,1,B,B81,B81B,B81B2203/0136,additional
4448996,4,C,C07,C07C,C07C209/60,inventional
11046704,2,A,A61,A61K,A61K31/409,inventional
5914218,18,H,H01,H01L,H01L2224/13099,additional
11251477,5,H,H01,H01M,H01M4/48,inventional
10431877,6,H,H01,H01Q,H01Q13/10,inventional
9945559,10,C,C10,C10L,C10L2230/06,additional
3995077,3,B,B27,B27K,B27K5/001,inventional
7424505,0,G,G06,G06F,G06F7/60,inventional
4337597,1,E,E05,E05D,E05D15/58,additional
8464057,12,H,H04,H04L,H04L63/083,additional
10303896,0,G,G06,G06F,G06F21/6245,inventional
9583460,11,H,H01,H01L,H01L24/13,additional
3957855,22,C,C10,C10M,C10M2207/282,additional
8180708,4,H,H04,H04L,H04L9/3249,inventional
5228339,3,Y,Y10,Y10S,Y10S367/908,additional
11399810,8,A,A61,A61B,A61B2010/0061,additional
10442471,4,B,B60,B60J,B60J3/0243,inventional
5470302,1,A,A61,A61B,A61B6/04,inventional
8293736,6,A,A61,A61P,A61P19/02,inventional
9351991,5,A,A61,A61J,A61J1/067,additional
9556046,7,B,B01,B01D,B01D2313/23,additional
8193615,23,H,H01,H01L,H01L2924/01006,additional
4597792,1,C,C22,C22C,C22C1/0416,inventional
6331312,20,A,A61,A61L,A61L2300/252,additional
10275150,6,G,G06,G06F,G06F2203/04808,additional
11001759,23,B,B32,B32B,B32B2260/046,additional
7275746,0,A,A63,A63F,A63F3/04,inventional
4608883,5,F,F02,F02B,F02B1/04,additional
9069649,1,G,G06,G06F,G06F13/00,inventional
5638443,0,H,H04,H04N,H04N21/44012,inventional
11192603,5,B,B62,B62K,B62K3/002,additional
11231224,0,F,F25,F25J,F25J1/0032,inventional
9701215,9,B,B60,B60L,B60L2240/34,additional
9988887,3,F,F04,F04B,F04B43/04,inventional
10891623,0,G,G06,G06Q,G06Q20/405,inventional
4966830,0,C,C08,C08F,C08F2/50,inventional
6932850,6,B,B01,B01D,B01D46/0031,inventional
9698328,9,H,H01,H01L,H01L2933/0066,additional
9465412,58,H,H01,H01H,H01H2217/01,additional
6348042,7,A,A61,A61L,A61L31/145,inventional
10234073,1,B,B60,B60N,B60N2/067,inventional
9827721,6,E,E04,E04C,E04C5/12,inventional
7782859,3,H,H04,H04L,H04L47/2441,inventional
9517587,1,B,B29,B29C,B29C63/02,inventional
10556402,37,Y,Y10,Y10T,Y10T428/14,additional
10741387,12,H,H01,H01L,H01L21/02538,inventional
8804683,2,H,H04,H04W,H04W4/70,inventional
11402208,2,G,G01,G01C,G01C19/5663,inventional
5354822,2,C,C08,C08F,C08F36/04,inventional
6018521,0,H,H04,H04Q,H04Q11/0478,inventional
7279099,5,C,C02,C02F,C02F2209/04,additional
5862203,19,H,H04,H04Q,H04Q2213/13533,additional
6837888,16,A,A61,A61B,A61B2018/0016,additional
11048564,7,G,G06,G06N,G06N3/0481,inventional
10601844,0,H,H04,H04L,H04L63/1416,inventional
8756870,2,F,F24,F24S,F24S25/30,additional
4244799,10,H,H01,H01L,H01L21/02274,additional
8232327,3,A,A61,A61K,A61K38/1748,inventional
7604786,6,Y,Y02,Y02P,Y02P10/20,additional
9174158,30,F,F01,F01N,F01N2330/30,additional
8079572,3,B,B01,B01F,B01F23/23121,inventional
10944884,2,G,G06,G06T,G06T3/4015,inventional
7132026,2,H,H01,H01J,H01J9/261,inventional
5762491,0,C,C30,C30B,C30B15/02,inventional
7527793,0,C,C07,C07K,C07K14/70596,inventional
10905186,1,A,A42,A42B,A42B3/085,inventional
11090307,5,A,A61,A61K,A61K31/381,inventional
7462628,20,C,C07,C07D,C07D211/32,inventional
5714171,1,B,B29,B29C,B29C48/05,inventional
9968541,7,A,A61,A61N,A61N5/062,inventional
11130909,4,C,C30,C30B,C30B28/04,inventional
5070159,6,C,C01,C01P,C01P2006/12,additional
11422669,0,G,G06,G06F,G06F3/012,inventional
6012175,0,A,A62,A62B,A62B17/04,inventional
5137155,2,B,B03,B03B,B03B9/00,inventional
7305222,0,H,H04,H04B,H04B1/0028,inventional
10262826,4,H,H02,H02B,H02B1/24,inventional
7688626,6,H,H01,H01L,H01L29/40117,inventional
11030833,1,H,H01,H01M,H01M10/425,inventional
5308993,1,G,G01,G01V,G01V8/24,inventional
11290155,5,H,H04,H04L,H04L25/49,inventional
10591871,4,G,G03,G03H,G03H2001/0445,additional
9951585,4,G,G01,G01V,G01V2210/127,additional
7484623,14,B,B65,B65D,B65D2571/00037,additional
6564115,56,H,H01,H01L,H01L2924/01046,additional
4401706,9,Y,Y10,Y10T,Y10T428/24562,additional
7606419,0,G,G06,G06F,G06F40/58,inventional
9932933,4,F,F05,F05D,F05D2240/303,additional
11403350,2,G,G06,G06F,G06F16/24568,inventional
9193065,6,G,G05,G05D,G05D1/0242,inventional
5482679,0,G,G01,G01N,G01N33/225,inventional
9556196,6,C,C07,C07C,C07C309/29,inventional
11028502,19,C,C07,C07K,C07K16/46,inventional
10867229,7,G,G06,G06K,G06K2019/06253,additional
9818584,6,H,H01,H01J,H01J2237/31749,additional
6737144,20,Y,Y10,Y10S,Y10S428/913,additional
4305876,0,C,C07,C07D,C07D315/00,inventional
9412952,2,C,C09,C09B,C09B3/14,inventional
11318790,8,B,B32,B32B,B32B5/10,inventional
10854408,3,H,H01,H01H,H01H50/26,additional
11045532,17,A,A61,A61P,A61P21/00,inventional
6333717,0,H,H01,H01Q,H01Q1/12,inventional
11030528,2,G,G06,G06K,G06K9/6256,inventional
7405550,2,H,H03,H03K,H03K17/28,inventional
9129262,0,G,G06,G06Q,G06Q10/107,inventional
9994898,3,C,C12,C12Q,C12Q2600/172,additional
4587025,3,C,C10,C10L,C10L10/04,inventional
9449256,3,G,G06,G06T,G06T5/001,inventional
8455521,25,C,C07,C07C,C07C2601/14,additional
4004963,3,B,B29,B29C,B29C66/43121,inventional
4641556,2,Y,Y10,Y10T,Y10T83/0524,additional
10394886,2,G,G10,G10L,G10L15/26,inventional
8859085,19,Y,Y10,Y10T,Y10T428/24876,additional
10107453,12,F,F17,F17C,F17C2260/01,additional
7584888,1,G,G09,G09F,G09F3/00,inventional
10432944,0,H,H04,H04N,H04N19/14,inventional
10211174,7,H,H01,H01L,H01L25/16,inventional
8600105,1,G,G06,G06T,G06T7/11,inventional
9604008,9,A,A61,A61M,A61M5/31568,inventional
9454692,7,G,G06,G06V,G06V10/30,inventional
10469145,7,H,H04,H04L,H04L1/0027,inventional
8289761,10,H,H01,H01L,H01L45/1226,inventional
3960187,0,C,C09,C09J,C09J5/00,inventional
10832921,72,H,H01,H01L,H01L2924/19042,additional
10574143,5,B,B60,B60L,B60L50/75,inventional
9426399,5,H,H01,H01L,H01L27/14647,inventional
9043106,11,B,B60,B60W,B60W2555/20,additional
4417042,0,C,C08,C08L,C08L83/04,inventional
5612648,0,H,H03,H03F,H03F3/45197,inventional
10043739,17,H,H01,H01L,H01L2224/48101,additional
8890352,10,F,F05,F05B,F05B2240/40,additional
5879447,15,H,H01,H01L,H01L29/66628,inventional
8048899,45,A,A61,A61P,A61P37/00,inventional
