patent_id,cpc_sequence,cpc_section,cpc_class,cpc_subclass,cpc_group,cpc_type
6346271,4,A,A61,A61K,A61K9/06,inventional
9168820,2,B,B62,B62M,B62M6/00,inventional
5413549,0,A,A61,A61M,A61M60/43,inventional
3985798,0,C,C07,C07C,C07C405/0066,inventional
10837684,17,F,F25,F25B,F25B2700/1931,additional
7907826,13,G,G11,G11B,G11B2020/10722,additional
4132519,3,B,B29,B29C,B29C65/08,inventional
9206259,26,A,A61,A61P,A61P27/10,inventional
7902239,39,A,A61,A61P,A61P43/00,inventional
5032023,0,G,G01,G01S,G01S17/48,inventional
8316431,1,H,H04,H04L,H04L63/0485,inventional
7118735,0,C,C08,C08G,C08G63/199,inventional
4033053,1,G,G09,G09B,G09B21/003,inventional
10635131,8,H,H03,H03M,H03M13/05,inventional
6211776,1,B,B60,B60R,B60R25/24,inventional
10865485,6,Y,Y10,Y10T,Y10T29/49004,additional
4029681,6,C,C07,C07F,C07F9/4059,inventional
11137047,2,B,B66,B66C,B66C1/68,inventional
6237103,0,G,G06,G06F,G06F1/24,inventional
10079443,2,H,H01,H01R,H01R2201/20,additional
10204268,10,H,H04,H04N,H04N2209/045,additional
9051768,10,F,F16,F16B,F16B7/0413,inventional
9012080,14,Y,Y10,Y10T,Y10T428/2982,additional
10986432,4,H,H04,H04R,H04R2460/15,additional
10107957,4,H,H04,H04B,H04B10/6161,inventional
5634497,3,F,F16,F16L,F16L11/127,inventional
10559552,23,H,H01,H01L,H01L2224/48096,additional
5671246,1,G,G06,G06K,G06K2215/0008,additional
11157279,4,G,G06,G06F,G06F9/3009,inventional
10887140,0,H,H04,H04L,H04L27/2602,inventional
8669174,36,H,H01,H01L,H01L2224/73204,additional
9063355,0,G,G02,G02F,G02F1/0123,inventional
9433562,4,A,A61,A61J,A61J9/085,additional
10260169,25,Y,Y02,Y02E,Y02E50/30,additional
9553140,2,H,H01,H01L,H01L21/762,inventional
5160659,4,H,H01,H01M,H01M4/52,inventional
8064766,3,H,H04,H04J,H04J14/0212,inventional
6301766,3,F,F16,F16B,F16B19/12,inventional
8613642,2,B,B24,B24B,B24B39/045,inventional
6402870,8,D,D04,D04H,D04H3/018,inventional
7950760,2,B,B41,B41J,B41J2/04588,inventional
6849238,0,G,G01,G01N,G01N27/4077,inventional
10845152,6,F,F41,F41A,F41A11/02,additional
8058699,12,H,H01,H01L,H01L27/3246,inventional
7064803,0,G,G02,G02F,G02F1/133707,inventional
8475933,4,B,B32,B32B,B32B27/32,inventional
5730212,0,F,F28,F28D,F28D1/05391,inventional
8223751,3,H,H04,H04L,H04L63/1458,inventional
5705203,59,B,B29,B29K,B29K2995/0059,additional
5912691,0,G,G03,G03G,G03G15/348,inventional
6808976,2,H,H01,H01L,H01L27/1085,additional
9491571,8,G,G05,G05B,G05B13/04,inventional
7607910,3,Y,Y10,Y10S,Y10S425/808,additional
10190348,11,B,B60,B60K,B60K2015/03576,additional
9164451,0,G,G03,G03G,G03G15/2064,inventional
11069351,3,G,G06,G06F,G06F3/167,inventional
10848568,10,H,H04,H04L,H04L43/20,inventional
7393057,4,B,B60,B60N,B60N2002/0216,additional
7017772,2,F,F17,F17C,F17C1/16,inventional
10165313,4,H,H04,H04N,H04N21/4425,inventional
6855026,1,H,H01,H01J,H01J11/12,inventional
6489301,6,A,A61,A61K,A61K33/14,inventional
8774481,3,G,G06,G06T,G06T2207/10088,additional
5461105,5,C,C08,C08L,C08L23/10,inventional
4805989,0,G,G02,G02B,G02B5/0833,inventional
9427957,4,B,B41,B41J,B41J2/04596,inventional
9447636,13,E,E06,E06B,E06B2009/2627,additional
4322986,5,Y,Y10,Y10T,Y10T74/1967,additional
8379368,0,H,H01,H01G,H01G11/06,inventional
7682378,4,A,A61,A61B,A61B17/1642,inventional
6528207,7,H,H01,H01M,H01M10/052,additional
7446352,20,H,H01,H01L,H01L2027/11887,additional
9677813,0,D,D06,D06F,D06F58/30,inventional
7982170,3,G,G02,G02B,G02B21/34,inventional
7796816,8,G,G06,G06V,G06V40/165,inventional
10597480,24,B,B32,B32B,B32B2255/10,additional
11192996,2,C,C08,C08J,C08J9/0066,inventional
10468454,8,H,H01,H01L,H01L27/1207,inventional
8165341,60,H,H04,H04N,H04N2201/3233,additional
7609376,9,H,H01,H01S,H01S5/11,additional
9948387,6,H,H04,H04J,H04J14/0275,inventional
11090627,11,C,C22,C22C,C22C38/58,inventional
10422122,7,E,E04,E04B,E04B2001/266,additional
11235749,15,B,B60,B60W,B60W2510/0657,additional
6022911,0,B,B22,B22F,B22F1/068,inventional
6784302,1,C,C07,C07F,C07F7/003,inventional
8006580,6,E,E05,E05Y,E05Y2900/20,additional
10586561,6,G,G11,G11B,G11B5/39,inventional
10394766,7,G,G06,G06F,G06F16/22,inventional
10729102,4,A,A61,A61L,A61L2209/131,additional
10305708,4,H,H03,H03K,H03K2005/00058,additional
8747778,10,B,B81,B81B,B81B2201/058,additional
11170612,5,G,G07,G07F,G07F17/326,inventional
4511710,1,C,C01,C01B,C01B9/00,inventional
7850308,0,A,A61,A61B,A61B3/103,inventional
8777361,2,B,B41,B41J,B41J2/2142,inventional
10172635,4,A,A61,A61B,A61B2017/2916,additional
5151079,1,B,B04,B04B,B04B2001/2091,additional
5420085,33,C,C04,C04B,C04B2235/3236,additional
7279789,2,H,H01,H01L,H01L2224/16,additional
9008251,3,H,H02,H02M,H02M3/1586,additional
8469951,4,A,A61,A61B,A61B2018/00291,additional
9518732,12,F,F23,F23D,F23D2204/10,additional
8546074,0,C,C12,C12Q,C12Q1/68,inventional
8371791,2,A,A01,A01K,A01K5/001,inventional
7925532,0,G,G06,G06Q,G06Q30/02,inventional
4846725,0,H,H01,H01R,H01R11/15,inventional
10174503,31,B,B32,B32B,B32B2255/10,additional
8988846,10,Y,Y10,Y10T,Y10T29/49002,additional
6165796,0,G,G01,G01N,G01N33/84,inventional
5424266,0,B,B41,B41M,B41M5/48,inventional
10662221,2,A,A61,A61K,A61K38/00,additional
10193197,8,B,B60,B60Y,B60Y2400/302,additional
5053794,0,G,G02,G02B,G02B7/00,inventional
4265474,3,Y,Y10,Y10T,Y10T70/827,additional
10628567,1,G,G10,G10L,G10L17/04,inventional
4416870,4,C,C12,C12R,C12R2001/465,additional
7311431,2,F,F21,F21V,F21V29/71,inventional
8964126,3,G,G06,G06V,G06V20/48,inventional
9563133,1,G,G03,G03F,G03F7/70266,inventional
7158105,4,G,G09,G09G,G09G2300/0852,additional
8029214,4,Y,Y10,Y10T,Y10T408/56245,additional
10162992,1,G,G06,G06K,G06K7/10316,inventional
10480120,33,B,B32,B32B,B32B2307/554,additional
11201867,3,G,G06,G06Q,G06Q20/227,inventional
10584576,2,E,E21,E21B,E21B33/14,inventional
9352606,8,B,B42,B42P,B42P2241/06,additional
9889531,1,B,B08,B08B,B08B15/00,inventional
7031807,2,B,B25,B25J,B25J19/0091,inventional
5481082,5,H,H01,H01L,H01L2224/8319,additional
8557135,12,C,C09,C09K,C09K2205/132,additional
8207265,8,C,C08,C08L,C08L23/0815,additional
10080853,5,A,A61,A61M,A61M15/0081,inventional
7604885,6,H,H01,H01M,H01M8/04268,inventional
8804468,1,G,G11,G11B,G11B5/3133,inventional
9799636,13,H,H01,H01L,H01L2224/48235,additional
11043367,8,F,F16,F16K,F16K51/02,inventional
7899588,2,B,B60,B60K,B60K6/365,inventional
9267136,4,A,A61,A61P,A61P1/14,inventional
9504989,13,B,B01,B01D,B01D2253/116,additional
10156225,12,F,F05,F05B,F05B2270/107,additional
10932000,13,H,H04,H04N,H04N21/8547,inventional
10243727,4,H,H04,H04L,H04L9/3066,additional
5099001,1,A,A61,A61K,A61K38/00,additional
4490435,0,B,B41,B41M,B41M5/0355,inventional
9628014,9,A,A61,A61C,A61C17/3481,additional
4639323,6,C,C10,C10M,C10M2201/08,additional
3959061,10,Y,Y10,Y10T,Y10T156/1085,additional
10932932,0,A,A61,A61F,A61F2/9662,inventional
7678036,5,Y,Y10,Y10S,Y10S493/966,additional
11211157,2,G,G16,G16H,G16H20/70,inventional
9526750,23,A,A61,A61K,A61K2039/52,additional
9053781,10,G,G11,G11C,G11C2213/34,additional
9820743,8,A,A61,A61B,A61B2017/1135,additional
9164829,10,G,G11,G11C,G11C29/52,inventional
9682606,1,B,B60,B60B,B60B35/00,inventional
9203924,8,H,H04,H04N,H04N21/8113,inventional
8111057,0,G,G05,G05F,G05F3/30,inventional
9565952,5,A,A47,A47F,A47F1/126,inventional
5997572,5,Y,Y10,Y10S,Y10S5/941,additional
8724756,10,H,H04,H04W,H04W72/02,inventional
8053660,2,G,G11,G11B,G11B19/00,inventional
6245859,11,C,C08,C08L,C08L23/0876,additional
6393282,2,H,H04,H04W,H04W52/0216,additional
6777217,9,A,A61,A61P,A61P35/02,inventional
8634016,1,G,G02,G02B,G02B7/38,inventional
7139277,9,H,H04,H04Q,H04Q11/0478,inventional
7010947,9,Y,Y10,Y10T,Y10T70/7113,additional
10886300,13,H,H01,H01L,H01L23/53228,additional
9081807,1,G,G06,G06F,G06F16/9574,inventional
10513102,10,B,B65,B65H,B65H2301/51122,additional
7299434,0,G,G06,G06F,G06F30/3312,inventional
6479332,6,H,H01,H01L,H01L29/78648,inventional
11134004,5,H,H04,H04L,H04L45/54,additional
7770773,6,A,A61,A61B,A61B2017/00199,additional
9862675,6,C,C07,C07C,C07C2601/14,additional
6369523,4,H,H04,H04N,H04N1/40056,inventional
10995656,3,F,F25,F25B,F25B21/02,inventional
8140186,1,G,G16,G16H,G16H10/60,inventional
10758965,5,B,B23,B23P,B23P19/10,inventional
7416655,1,B,B01,B01J,B01J20/0211,inventional
7565537,2,H,H04,H04L,H04L9/0841,inventional
5385663,0,C,C10,C10G,C10G65/12,inventional
8755297,5,H,H04,H04L,H04L43/065,inventional
6634720,1,B,B60,B60B,B60B27/00,inventional
5875046,24,H,H04,H04J,H04J14/0279,additional
9650729,0,D,D03,D03D,D03D1/02,inventional
5930602,2,H,H01,H01L,H01L24/49,additional
10329101,0,B,B65,B65G,B65G53/66,inventional
11294168,3,B,B81,B81C,B81C1/00182,inventional
5661641,1,H,H04,H04B,H04B1/3833,inventional
10085839,2,A,A61,A61F,A61F2/4657,inventional
6938908,4,B,B60,B60G,B60G2200/184,additional
9046032,2,F,F02,F02B,F02B37/162,inventional
10274419,0,G,G01,G01N,G01N21/0303,inventional
10209744,4,H,H05,H05K,H05K7/20309,inventional
9181478,3,G,G02,G02F,G02F1/13,inventional
10550845,0,F,F04,F04D,F04D15/0218,inventional
8718716,4,H,H04,H04M,H04M1/72427,inventional
4236150,2,G,G09,G09G,G09G3/36,inventional
7000030,14,H,H04,H04Q,H04Q2213/13292,additional
6049573,0,H,H03,H03D,H03D7/165,inventional
8295648,0,A,A63,A63F,A63F13/00,inventional
10820156,6,G,G09,G09B,G09B29/102,inventional
5784769,1,B,B60,B60R,B60R11/06,inventional
11264010,3,G,G06,G06N,G06N3/0454,inventional
9987707,1,B,B23,B23P,B23P17/00,inventional
8066969,4,C,C01,C01G,C01G1/02,inventional
10165123,3,H,H04,H04M,H04M3/5141,inventional
8574419,6,B,B82,B82Y,B82Y30/00,inventional
10823414,6,F,F23,F23R,F23R2900/03044,additional
6571613,0,F,F02,F02D,F02D41/222,inventional
5283379,3,C,C07,C07C,C07C17/00,inventional
4354024,1,C,C07,C07D,C07D487/08,inventional
4775611,5,H,H05,H05K,H05K3/0023,additional
8372600,1,G,G01,G01N,G01N33/48735,inventional
9055438,2,H,H04,H04L,H04L63/0492,additional
4333517,7,Y,Y02,Y02B,Y02B30/52,additional
10574530,4,G,G06,G06F,G06F11/3433,inventional
9547960,6,G,G07,G07F,G07F19/204,inventional
5870577,4,G,G06,G06F,G06F9/3853,inventional
10157119,0,G,G06,G06F,G06F11/3636,inventional
10939496,0,H,H04,H04W,H04W84/06,inventional
5859007,8,C,C07,C07D,C07D409/06,inventional
9587948,5,G,G01,G01S,G01S5/16,inventional
7778930,10,G,G16,G16H,G16H20/10,inventional
7666687,0,B,B01,B01L,B01L3/502738,inventional
5438585,5,H,H01,H01S,H01S5/2232,additional
10407334,8,C,C03,C03B,C03B2201/30,additional
11135364,27,H,H04,H04W,H04W76/10,inventional
8512643,2,C,C01,C01P,C01P2004/50,additional
7885455,1,G,G06,G06V,G06V40/171,inventional
11066739,9,H,H01,H01L,H01L29/24,inventional
7411790,3,H,H01,H01L,H01L2224/16225,additional
8623668,3,B,B03,B03C,B03C2201/24,additional
7468545,30,H,H01,H01L,H01L2224/1147,additional
8895559,23,C,C07,C07D,C07D417/14,inventional
10986906,3,A,A45,A45C,A45C15/00,inventional
7915015,6,C,C12,C12Q,C12Q2600/156,additional
10876962,5,G,G01,G01N,G01N2021/458,additional
7927338,11,A,A61,A61F,A61F2/3662,additional
11021591,7,C,C08,C08K,C08K3/26,inventional
5114775,1,D,D03,D03D,D03D47/273,inventional
9752503,4,F,F02,F02C,F02C9/18,inventional
9193355,5,B,B60,B60W,B60W30/16,inventional
6514054,1,F,F04,F04D,F04D25/088,inventional
10366764,0,G,G11,G11C,G11C16/26,inventional
11209352,8,G,G01,G01N,G01N2015/0693,additional
11207661,15,B,B01,B01J,B01J37/08,inventional
5156476,0,B,B41,B41J,B41J11/30,inventional
9200355,14,C,C22,C22C,C22C38/04,inventional
10103808,6,H,H04,H04J,H04J14/0282,inventional
10433783,9,A,A61,A61K,A61K9/0014,inventional
5854088,2,H,H01,H01S,H01S5/18316,additional
9522216,3,A,A61,A61K,A61K9/1075,inventional
9639426,3,G,G06,G06F,G06F9/45504,inventional
5432750,1,G,G10,G10K,G10K11/008,inventional
7795202,4,A,A61,A61P,A61P25/16,inventional
9250914,10,G,G06,G06F,G06F12/0811,additional
10103225,5,A,A23,A23F,A23F5/465,inventional
11188117,3,H,H03,H03L,H03L2207/06,additional
6196186,16,F,F02,F02M,F02M35/1085,inventional
8709562,3,Y,Y10,Y10T,Y10T428/1369,additional
7255430,38,B,B41,B41J,B41J2002/14419,additional
11041433,1,F,F01,F01D,F01D25/24,inventional
8880145,5,A,A61,A61N,A61N5/1065,additional
8536042,15,H,H01,H01L,H01L2924/3025,additional
4434060,4,C,C22,C22B,C22B17/04,inventional
6943034,25,B,B01,B01J,B01J2219/0061,additional
6923214,2,B,B64,B64F,B64F1/315,inventional
8324693,2,H,H01,H01L,H01L29/66757,inventional
11280956,4,B,B32,B32B,B32B7/12,inventional
10256405,9,H,H01,H01L,H01L27/2463,inventional
8188324,4,C,C07,C07D,C07D405/12,inventional
10892864,8,H,H04,H04L,H04L5/0007,additional
11043639,10,H,H01,H01L,H01L2251/5384,additional
7686849,8,A,A61,A61Q,A61Q1/06,additional
11407942,14,C,C01,C01P,C01P2006/60,additional
8079919,5,A,A63,A63B,A63B2053/0491,additional
6074178,4,F,F04,F04B,F04B43/14,inventional
9271718,1,A,A61,A61B,A61B17/0491,inventional
9542584,0,G,G06,G06K,G06K7/10881,inventional
8492909,32,H,H01,H01L,H01L2924/181,additional
7764996,1,A,A61,A61B,A61B5/02405,inventional
10342731,6,A,A61,A61H,A61H2201/105,additional
4105085,8,B,B60,B60Y,B60Y2200/221,additional
5425445,4,A,A61,A61B,A61B2017/06152,additional
6506629,4,H,H01,H01L,H01L2224/05599,additional
10866484,7,G,G02,G02F,G02F1/355,inventional
10191320,3,B,B32,B32B,B32B38/0008,inventional
4669818,0,G,G02,G02B,G02B6/3624,inventional
8543698,0,H,H04,H04L,H04L67/51,inventional
10183567,13,F,F16,F16H,F16H57/0434,inventional
6078278,2,G,G11,G11B,G11B19/10,inventional
10666400,5,H,H04,H04L,H04L1/1887,inventional
11192892,8,A,A61,A61P,A61P25/18,inventional
5806626,2,E,E06,E06C,E06C1/381,inventional
6185066,1,G,G11,G11B,G11B33/08,inventional
6172847,0,F,F16,F16C,F16C17/102,inventional
10475406,6,G,G09,G09G,G09G2310/0291,additional
10553650,1,G,G09,G09G,G09G3/3208,inventional
4805343,0,B,B01,B01D,B01D67/0086,inventional
4705541,5,B,B01,B01D,B01D2256/16,additional
10154382,7,H,H04,H04Q,H04Q2209/50,additional
4124806,2,H,H03,H03K,H03K3/356,inventional
9022448,1,B,B60,B60R,B60R13/02,inventional
6762000,7,G,G03,G03F,G03F1/68,inventional
4876236,3,Y,Y10,Y10T,Y10T428/31786,additional
11158406,22,G,G06,G06Q,G06Q20/14,inventional
10190323,10,B,B32,B32B,B32B27/32,inventional
10428315,3,C,C12,C12N,C12N2710/14143,additional
8770929,1,F,F04,F04D,F04D21/00,inventional
9805991,13,H,H01,H01L,H01L29/165,inventional
11115054,1,H,H03,H03M,H03M13/13,inventional
10916953,2,H,H05,H05K,H05K5/0226,inventional
8325587,5,G,G11,G11B,G11B7/013,inventional
5817200,7,E,E03,E03F,E03F2003/065,additional
7151034,0,H,H01,H01L,H01L29/66772,inventional
9137462,7,G,G06,G06T,G06T2207/20096,additional
6789319,8,Y,Y10,Y10S,Y10S29/001,additional
7877162,5,Y,Y10,Y10T,Y10T29/49336,additional
6569871,3,A,A61,A61P,A61P3/10,inventional
6596391,17,Y,Y10,Y10T,Y10T428/31678,additional
4378042,1,B,B29,B29D,B29D30/48,inventional
11037539,2,G,G06,G06N,G06N20/00,inventional
8842191,1,G,G06,G06V,G06V10/462,inventional
8088821,11,A,A61,A61P,A61P9/12,inventional
7029940,7,C,C30,C30B,C30B29/406,inventional
7076540,3,H,H04,H04L,H04L47/2425,inventional
11319732,11,G,G07,G07C,G07C2009/00793,additional
10124422,1,B,B23,B23B,B23B31/005,inventional
9836953,9,G,G01,G01V,G01V8/10,inventional
9744369,15,A,A61,A61M,A61M5/14276,inventional
9257445,3,H,H01,H01L,H01L27/11573,inventional
11160784,5,A,A61,A61N,A61N2005/1089,additional
10277292,1,H,H01,H01Q,H01Q3/247,inventional
4904302,1,B,B22,B22F,B22F3/24,inventional
9406823,7,H,H01,H01L,H01L21/02639,inventional
5773383,1,B,B01,B01J,B01J37/0226,inventional
9849100,22,A,A61,A61K,A61K31/4409,inventional
10640676,5,H,H01,H01B,H01B3/442,inventional
8338406,1,A,A61,A61P,A61P9/00,inventional
5793369,1,G,G06,G06F,G06F3/0485,inventional
3970981,1,H,H01,H01F,H01F7/13,inventional
10428938,4,F,F16,F16H,F16H63/46,inventional
8948096,2,H,H04,H04J,H04J11/0069,additional
6566816,2,H,H05,H05B,H05B39/047,inventional
10254841,1,A,A61,A61B,A61B5/1118,inventional
11339462,16,C,C22,C22C,C22C38/46,inventional
11171074,8,H,H01,H01L,H01L2224/48095,additional
10423142,6,F,F24,F24F,F24F11/64,additional
8753646,15,Y,Y02,Y02A,Y02A50/30,additional
9816595,0,F,F16,F16H,F16H45/02,inventional
9263331,1,H,H01,H01J,H01J37/32082,inventional
8888635,11,D,D10,D10B,D10B2201/04,additional
4750060,3,G,G11,G11B,G11B15/12,inventional
10587533,0,H,H04,H04L,H04L47/822,inventional
7871616,0,C,C07,C07K,C07K16/244,inventional
8058198,1,C,C04,C04B,C04B2235/3217,additional
11320021,7,G,G16,G16Z,G16Z99/00,inventional
9309986,0,F,F16,F16K,F16K31/0675,inventional
8540840,15,B,B32,B32B,B32B2605/18,additional
5347071,3,Y,Y10,Y10S,Y10S210/913,additional
5288441,0,B,B29,B29C,B29C48/913,inventional
9227172,19,B,B01,B01J,B01J20/28076,inventional
9317124,0,G,G06,G06F,G06F3/017,inventional
9442961,2,G,G01,G01R,G01R33/4818,inventional
9640697,0,F,F24,F24S,F24S25/61,inventional
9892020,0,G,G06,G06F,G06F11/3644,inventional
4407047,0,D,D01,D01G,D01G9/06,inventional
7139959,7,H,H03,H03M,H03M13/255,inventional
10177064,11,H,H01,H01L,H01L24/73,inventional
10350063,12,B,B29,B29K,B29K2075/00,additional
10463464,6,A,A61,A61C,A61C17/221,inventional
10576404,3,B,B01,B01D,B01D46/0045,inventional
8979801,5,A,A61,A61M,A61M25/0084,inventional
9821542,14,B,B32,B32B,B32B2555/02,additional
4917264,0,G,G07,G07F,G07F11/34,inventional
10072718,8,F,F16,F16D,F16D2065/136,additional
11156069,5,B,B01,B01J,B01J35/006,inventional
6643672,5,G,G06,G06F,G06F2209/5014,additional
5104497,4,H,H01,H01M,H01M8/04276,inventional
6090567,1,C,C12,C12Q,C12Q1/28,inventional
9970944,28,A,A61,A61P,A61P43/00,inventional
6448781,0,G,G01,G01R,G01R31/083,inventional
9401416,3,H,H01,H01L,H01L29/66636,inventional
7817957,4,B,B65,B65H,B65H2511/212,additional
9559024,11,H,H01,H01L,H01L2924/13055,additional
10886583,37,Y,Y02,Y02P,Y02P70/50,additional
11254722,13,C,C07,C07K,C07K2319/30,additional
9410967,2,C,C07,C07K,C07K16/065,inventional
8611243,24,H,H04,H04W,H04W48/08,additional
8548245,42,G,G06,G06Q,G06Q30/0257,inventional
6889070,1,G,G01,G01R,G01R33/3806,inventional
6852530,6,C,C07,C07K,C07K2319/00,additional
10986390,5,H,H04,H04N,H04N21/47214,inventional
10927947,1,F,F16,F16H,F16H61/24,inventional
8894386,1,F,F04,F04B,F04B17/02,inventional
7200865,1,H,H04,H04L,H04L63/168,inventional
11280037,14,D,D06,D06F,D06F2105/46,additional
11007304,6,A,A61,A61B,A61B17/1764,inventional
6628754,0,H,H04,H04M,H04M1/24,inventional
10920612,2,F,F01,F01D,F01D25/12,inventional
8298692,2,B,B60,B60L,B60L50/64,inventional
11144337,2,G,G06,G06F,G06F16/93,inventional
8906788,26,H,H01,H01L,H01L21/0245,additional
7890346,1,G,G16,G16H,G16H10/60,inventional
8974968,5,H,H01,H01M,H01M4/133,inventional
9800467,3,H,H04,H04W,H04W40/24,inventional
9802748,4,H,H01,H01M,H01M50/271,inventional
8353686,7,F,F04,F04D,F04D29/048,inventional
6679183,1,B,B65,B65G,B65G17/20,inventional
10336242,17,F,F21,F21S,F21S41/645,additional
5983465,2,Y,Y10,Y10T,Y10T24/252,additional
9046151,0,F,F16,F16G,F16G13/06,inventional
4514517,0,C,C10,C10G,C10G45/08,inventional
10318945,4,G,G07,G07G,G07G1/01,inventional
8462298,2,H,H01,H01L,H01L27/322,inventional
7525900,18,G,G11,G11B,G11B27/329,inventional
11153881,1,H,H04,H04L,H04L5/0092,inventional
7715313,6,H,H04,H04L,H04L2012/2849,additional
5483853,4,B,B60,B60N,B60N2/067,inventional
7811679,4,C,C03,C03C,C03C2217/48,additional
7719659,0,G,G03,G03F,G03F7/70341,inventional
5850989,12,B,B64,B64G,B64G2005/005,additional
11088456,0,H,H01,H01Q,H01Q9/27,inventional
8795299,9,A,A61,A61B,A61B2017/00867,additional
6129276,13,G,G07,G07G,G07G1/0045,inventional
7204288,6,Y,Y10,Y10T,Y10T156/1793,additional
10699607,3,G,G09,G09F,G09F15/02,inventional
4308096,0,D,D21,D21F,D21F3/0218,inventional
8001558,1,G,G11,G11B,G11B17/0284,inventional
8608971,0,H,H01,H01L,H01L27/1288,inventional
9275961,47,Y,Y10,Y10T,Y10T29/49002,additional
8895563,24,A,A61,A61P,A61P31/18,inventional
7456421,9,H,H01,H01L,H01L45/148,inventional
10452971,0,G,G06,G06N,G06N3/04,inventional
7999409,5,Y,Y02,Y02E,Y02E60/10,additional
6551594,1,A,A01,A01K,A01K67/027,inventional
6150087,2,A,A61,A61P,A61P31/12,inventional
8822079,1,H,H01,H01M,H01M4/364,inventional
7122928,3,H,H05,H05K,H05K1/0263,inventional
9514224,8,G,G06,G06F,G06F16/9566,inventional
10343027,4,A,A63,A63B,A63B2243/0095,additional
5579447,2,G,G06,G06F,G06F3/1237,inventional
7959169,11,Y,Y10,Y10T,Y10T403/32688,additional
10835144,1,A,A61,A61B,A61B5/369,inventional
7570960,8,H,H04,H04W,H04W8/16,additional
10134763,6,H,H01,H01L,H01L29/6656,inventional
6850643,2,G,G06,G06Q,G06Q40/12,inventional
8974077,17,F,F21,F21V,F21V31/005,inventional
5746343,8,B,B65,B65D,B65D2519/00606,additional
9218616,10,G,G06,G06F,G06F2221/2145,additional
9424979,2,H,H01,H01F,H01F17/045,inventional
10515009,4,G,G06,G06F,G06F2212/7205,additional
3979441,2,C,C02,C02F,C02F1/54,inventional
10657314,4,G,G09,G09G,G09G5/14,inventional
10323925,3,G,G01,G01B,G01B9/02097,inventional
9739365,0,F,F16,F16H,F16H57/08,inventional
10410826,5,H,H01,H01J,H01J37/3056,inventional
4557211,1,B,B63,B63B,B63B39/06,inventional
11175531,5,G,G02,G02B,G02B6/0051,inventional
8166509,5,H,H04,H04N,H04N21/64792,inventional
11351446,1,A,A63,A63F,A63F13/847,inventional
9607526,3,G,G06,G06F,G06F3/147,additional
10752216,2,B,B60,B60S,B60S1/3889,inventional
10600987,3,H,H01,H01L,H01L27/3211,additional
4032964,9,H,H01,H01L,H01L2924/01082,additional
9856292,23,A,A61,A61P,A61P37/02,inventional
7755165,1,H,H01,H01G,H01G4/1209,inventional
8363696,0,H,H04,H04J,H04J13/00,inventional
6384859,9,H,H04,H04N,H04N13/261,inventional
9349097,0,G,G06,G06N,G06N5/04,inventional
7590204,4,H,H04,H04L,H04L2025/03426,additional
10744052,10,A,A61,A61G,A61G13/104,additional
10283929,3,H,H01,H01S,H01S5/02255,inventional
6123211,38,B,B29,B29K,B29K2995/0067,additional
9379183,4,H,H01,H01L,H01L21/308,inventional
7163039,4,B,B60,B60C,B60C11/0309,inventional
11258563,12,H,H04,H04W,H04W72/0446,inventional
7087991,9,H,H01,H01L,H01L2224/24226,additional
7128891,17,C,C01,C01P,C01P2004/04,additional
10189191,1,B,B29,B29C,B29C43/3642,inventional
5090121,0,H,H05,H05K,H05K3/08,inventional
10429604,1,G,G02,G02B,G02B6/4452,inventional
10530833,7,H,H04,H04L,H04L67/51,inventional
10114415,5,H,H04,H04M,H04M1/03,inventional
7567817,4,B,B01,B01D,B01D2279/30,additional
8904516,4,H,H04,H04L,H04L41/00,inventional
10156259,8,C,C22,C22C,C22C38/20,inventional
9071931,6,H,H04,H04L,H04L63/083,inventional
6377824,1,H,H04,H04B,H04B1/3838,inventional
5306565,13,C,C04,C04B,C04B2235/5248,additional
7715328,4,H,H04,H04L,H04L45/24,inventional
10786519,1,A,A61,A61K,A61K31/4402,inventional
7110568,0,G,G06,G06V,G06V30/1478,inventional
7837964,0,C,C10,C10L,C10L3/102,inventional
9283944,10,Y,Y10,Y10T,Y10T137/0324,additional
9533123,5,G,G02,G02B,G02B6/3874,inventional
5509273,2,Y,Y10,Y10S,Y10S418/01,additional
7170757,2,H,H05,H05K,H05K2201/10189,additional
10121167,0,G,G06,G06Q,G06Q30/0269,inventional
5699532,6,H,H04,H04L,H04L2001/0096,additional
10904850,6,H,H04,H04W,H04W48/02,additional
7235209,6,B,B60,B60R,B60R2019/1826,additional
4517379,15,C,C07,C07C,C07C49/293,inventional
8253232,16,H,H01,H01L,H01L2224/4911,additional
9148886,0,H,H04,H04L,H04L5/0048,inventional
10034066,23,G,G06,G06F,G06F3/017,inventional
10755530,6,A,A63,A63F,A63F2001/003,additional
4475677,1,B,B41,B41J,B41J11/30,inventional
11374438,2,H,H02,H02J,H02J7/02,inventional
9512006,4,C,C01,C01B,C01B32/162,inventional
7553633,6,B,B01,B01L,B01L2200/10,additional
9600122,5,G,G02,G02F,G02F1/13439,inventional
8182730,0,B,B01,B01D,B01D57/02,inventional
9567528,3,C,C10,C10G,C10G9/18,inventional
11265262,1,H,H04,H04L,H04L47/762,inventional
6249186,11,H,H01,H01L,H01L2924/19041,additional
10025643,1,G,G06,G06F,G06F8/41,inventional
10225925,22,H,H05,H05K,H05K2201/10734,additional
10662918,1,F,F03,F03B,F03B13/142,inventional
10501353,1,C,C02,C02F,C02F1/048,additional
8435969,1,A,A61,A61P,A61P35/00,inventional
