patent_id,sequence,disamb_inventor_id_20170808,disamb_inventor_id_20171003,disamb_inventor_id_20171226,disamb_inventor_id_20180528,disamb_inventor_id_20181127,disamb_inventor_id_20190312,disamb_inventor_id_20190820,disamb_inventor_id_20191008,disamb_inventor_id_20191231,disamb_inventor_id_20200331,disamb_inventor_id_20200630,disamb_inventor_id_20200929,disamb_inventor_id_20201229,disamb_inventor_id_20211230,disamb_inventor_id_20220630,disamb_inventor_id_20220929
4332966,4,4332966-5,4332966-5,4332966-5,4332966-5,4332966-5,4332966-5,4332966-5,4332966-5,4332966-5,4332966-5,4332966-5,4332966-5,fl:t_ln:watanabe-73,fl:to_ln:watanabe-13,fl:to_ln:watanabe-4,fl:to_ln:watanabe-6
D569717,0,4200852-1,4200852-1,4200852-1,4200852-1,4200852-1,4200852-1,4200852-1,4200852-1,4200852-1,4200852-1,4200852-1,4200852-1,fl:y_ln:aoki-93,fl:yo_ln:aoki-66,fl:yo_ln:aoki-43,fl:yo_ln:aoki-43
6124626,1,5773363-1,5773363-1,5773363-1,5773363-1,5773363-1,5773363-1,5773363-1,5773363-1,5773363-1,5773363-1,5773363-1,5773363-1,fl:g_ln:derderian-2,fl:ga_ln:derderian-2,fl:ga_ln:derderian-1,fl:ga_ln:derderian-1
7406306,0,4648036-1,4648036-1,4648036-1,4648036-1,4648036-1,4648036-1,4648036-1,4648036-1,4648036-1,4648036-1,4648036-1,4648036-1,fl:j_ln:gallant-3,fl:jo_ln:gallant-8,fl:jo_ln:gallant-8,fl:jo_ln:gallant-8
4103835,0,3936006-1,3936006-1,3936006-1,3936006-1,3936006-1,3936006-1,3936006-1,3936006-1,3936006-1,3936006-1,3936006-1,3936006-1,fl:r_ln:list-2,fl:ra_ln:list-2,fl:ra_ln:list-2,fl:ra_ln:list-2
5450724,1,4118171-2,4118171-2,4118171-2,4118171-2,4118171-2,4118171-2,4118171-2,4118171-2,4118171-2,4118171-2,4118171-2,4118171-2,fl:e_ln:norster-1,fl:er_ln:norster-1,fl:er_ln:norster-1,fl:er_ln:norster-1
9547329,0,4196421-1,4196421-1,4196421-1,4196421-1,10068419-1,4196421-1,4196421-1,4196421-1,4196421-1,4196421-1,4196421-1,4196421-1,fl:c_ln:decoursey-1,fl:ca_ln:decoursey-1,fl:ca_ln:decoursey-1,fl:ca_ln:decoursey-1
4288154,2,3976913-1,3976913-1,3976913-1,3976913-1,3976913-1,3976913-1,3976913-1,3976913-1,3976913-1,3976913-1,3976913-1,3976913-1,fl:y_ln:mashimo-1,fl:yu_ln:mashimo-1,fl:yu_ln:mashimo-1,fl:yu_ln:mashimo-3
10447273,1,,,,,,,,,7953082-1,7953082-1,7953082-1,7953082-1,fl:s_ln:cho-700,fl:sh_ln:cho-32,fl:sh_ln:cho-29,fl:sh_ln:cho-29
5330486,0,4950285-1,4950285-1,4950285-1,4950285-1,4950285-1,4950285-1,4950285-1,4950285-1,4950285-1,4950285-1,4950285-1,4950285-1,fl:p_ln:wilk-1,fl:pe_ln:wilk-1,fl:pe_ln:wilk-1,fl:pe_ln:wilk-1
7931872,1,4571820-1,4571820-1,4571820-1,4571820-1,10070765-3,4571820-1,4571820-1,4571820-1,4571820-1,4571820-1,4571820-1,4571820-1,fl:t_ln:matsumoto-108,fl:ta_ln:matsumoto-64,fl:ta_ln:matsumoto-64,fl:ta_ln:matsumoto-65
8079201,0,8079201-1,8079201-1,8079201-1,8079201-1,8079201-1,8079201-1,8079201-1,8079201-1,8079201-1,8079201-1,8079201-1,8079201-1,fl:m_ln:cere-1,fl:ma_ln:cere-1,fl:ma_ln:cere-1,fl:ma_ln:cere-1
9481578,0,5120428-4,5120428-4,5446094-1,5120428-4,10058823-1,4369387-8,4369387-8,5120428-4,4369387-8,5120428-4,4369387-8,5120428-4,fl:m_ln:weber-92,fl:ma_ln:weber-70,fl:ma_ln:weber-24,fl:ma_ln:weber-24
11320937,0,,,,,,,,,,,,,,,fl:at_ln:hirai-4,fl:at_ln:hirai-4
D573413,0,4163392-2,4163392-2,4163392-2,7090098-2,4163392-2,4163392-2,4163392-2,4163392-2,4163392-2,4163392-2,4163392-2,4163392-2,fl:m_ln:deeds-2,fl:m._ln:deeds-1,fl:m._ln:deeds-1,fl:m._ln:deeds-1
5528673,0,5405631-1,5405631-1,5405631-1,5405631-1,5405631-1,5405631-1,5405631-1,5405631-1,5405631-1,5405631-1,5405631-1,5405631-1,fl:r_ln:rosenthal-6,fl:ri_ln:rosenthal-6,fl:ri_ln:rosenthal-2,fl:ri_ln:rosenthal-2
8833467,5,5747750-1,5747750-1,5747750-1,5747750-1,5747750-1,H0013293-1,H0013293-1,H0013293-1,H0013293-1,H0013293-1,H0013293-1,H1329-1,fl:j_ln:bailey-15,fl:je_ln:bailey-8,fl:je_ln:bailey-7,fl:je_ln:bailey-7
10216555,1,,,,,,6266698-3,6266698-3,6266698-3,6266698-3,6266698-3,6266698-3,6266698-3,fl:s_ln:lanka-1,fl:si_ln:lanka-2,fl:si_ln:lanka-2,fl:si_ln:lanka-2
8414604,5,8162879-3,8162879-3,8162879-3,8162879-3,8162879-3,8162879-3,8162879-3,8162879-3,8162879-3,8162879-3,8162879-3,8162879-3,fl:r_ln:olivera-2,fl:ry_ln:olivera-1,fl:ry_ln:olivera-1,fl:ry_ln:olivera-1
4961254,1,4779483-3,4779483-3,4779483-3,4779483-3,4779483-3,4779483-3,4779483-3,4779483-3,4779483-3,4779483-3,4779483-3,4779483-3,fl:g_ln:ullrich-2,fl:gu_ln:ullrich-1,fl:gu_ln:ullrich-1,fl:gu_ln:ullrich-1
4128839,0,4060805-1,4060805-1,4128839-1,4060805-1,4060805-1,4060805-1,4060805-1,4060805-1,4060805-1,4060805-1,4060805-1,4060805-1,fl:a_ln:mccomas-1,fl:ar_ln:mccomas-1,fl:ar_ln:mccomas-1,fl:ar_ln:mccomas-1
9533134,2,6186906-5,6186906-5,6186906-5,6186906-5,6186906-5,6186906-5,6186906-5,6186906-5,6186906-5,6186906-5,6186906-5,6186906-5,fl:m_ln:tzivanis-2,fl:mi_ln:tzivanis-2,fl:mi_ln:tzivanis-2,fl:mi_ln:tzivanis-2
7774887,0,5985033-1,5985033-1,5985033-1,5985033-1,5985033-1,5985033-1,5985033-1,5985033-1,5985033-1,5985033-1,5985033-1,5985033-1,fl:j_ln:yudovsky-1,fl:jo_ln:yudovsky-2,fl:jo_ln:yudovsky-1,fl:jo_ln:yudovsky-1
D415731,0,5396987-2,5396987-2,5396987-2,5396987-2,5396987-2,D330120-4,D330120-4,D330120-4,D330120-4,D330120-4,D330120-4,D330120-4,fl:j_ln:bergh-1,fl:ja_ln:bergh-1,fl:ja_ln:bergh-1,fl:ja_ln:bergh-1
7900995,0,3945017-2,3937682-3,7900995-1,7900995-1,10024512-1,3937682-3,3937682-3,3937682-3,3945017-2,3937682-3,3945017-2,3937682-3,fl:k_ln:sato-183,fl:ko_ln:sato-59,fl:ko_ln:sato-31,fl:ko_ln:sato-32
5771232,4,4991133-2,4991133-2,4991133-2,4991133-2,4991133-2,4991133-2,4991133-2,4991133-2,4991133-2,4991133-2,4991133-2,4991133-2,fl:r_ln:landa-3,fl:ro_ln:landa-2,fl:ro_ln:landa-2,fl:ro_ln:landa-2
6925592,0,6311493-5,3953161-7,4191851-2,4191851-2,10047693-2,3953161-7,3953161-7,3953161-7,3953161-7,3953161-7,3953161-7,6925592-1,fl:t_ln:inoue-114,fl:ta_ln:inoue-98,fl:ta_ln:inoue-67,fl:ta_ln:inoue-59
8758339,1,6450952-1,6450952-1,6450952-1,6450952-1,10052148-2,6450952-1,6450952-1,6450952-1,6450952-1,6450952-1,6450952-1,6450952-1,fl:r_ln:rioux-6,fl:ro_ln:rioux-4,fl:ro_ln:rioux-3,fl:ro_ln:rioux-3
8489670,0,7660296-1,7660296-1,7660296-1,7660296-1,7660296-1,7660296-1,7660296-1,7660296-1,7660296-1,7660296-1,7660296-1,7660296-1,fl:g_ln:fletcher-25,fl:gr_ln:fletcher-9,fl:gr_ln:fletcher-6,fl:gr_ln:fletcher-6
D604809,0,8221858-1,8221858-1,8221858-1,D604809-1,10016945-2,D604809-1,D604809-1,D604809-1,D604809-1,D604809-1,D604809-1,D604809-1,fl:d_ln:mannella-1,fl:do_ln:mannella-1,fl:do_ln:mannella-1,fl:do_ln:mannella-1
7215384,1,4791594-2,4791594-2,4965752-1,4791594-2,4791594-2,4791594-2,4791594-2,4791594-2,4791594-2,4791594-2,4791594-2,4791594-2,fl:m_ln:keith-20,fl:mi_ln:keith-7,fl:mi_ln:keith-7,fl:mi_ln:keith-7
8571444,4,5187600-1,5187600-1,5187600-1,5187600-1,10003045-2,5187600-1,5187600-1,5187600-1,5187600-1,5187600-1,5187600-1,5187600-1,fl:t_ln:sato-260,fl:to_ln:sato-131,fl:to_ln:sato-87,fl:to_ln:sato-82
6497322,1,5178864-3,5178864-3,5178864-3,5178864-3,10047327-2,5178864-3,5178864-3,5178864-3,5178864-3,5178864-3,5178864-3,5178864-3,fl:r_ln:labeque-1,fl:re_ln:labeque-1,fl:re_ln:labeque-1,fl:re_ln:labeque-1
10605151,3,,,,,,,,,,7216478-2,7216478-2,7216478-2,fl:m_ln:paratore-1,fl:mi_ln:paratore-1,fl:mi_ln:paratore-1,fl:mi_ln:paratore-1
7277014,2,7049963-3,7049963-3,7049963-3,7049963-3,7049963-3,7049963-3,7049963-3,7049963-3,7049963-3,7049963-3,7049963-3,7049963-3,fl:m_ln:vandenberg-8,fl:mi_ln:vandenberg-7,fl:mi_ln:vandenberg-6,fl:mi_ln:vandenberg-6
8435189,0,8435189-1,8435189-1,8435189-1,8435189-1,8435189-1,8435189-1,8435189-1,8435189-1,8435189-1,8435189-1,8435189-1,8435189-1,fl:p_ln:bissell-1,fl:pa_ln:bissell-1,fl:pa_ln:bissell-1,fl:pa_ln:bissell-1
10407424,25,,,,,,,,7544677-5,7544677-5,7544677-5,7544677-5,7544677-5,fl:j_ln:liang-28,fl:ju_ln:liang-13,fl:ju_ln:liang-9,fl:ju_ln:liang-6
7809472,0,5924486-2,5924486-2,5924486-2,5924486-2,5924486-2,5924486-2,5924486-2,5924486-2,5924486-2,5924486-2,5924486-2,5924486-2,fl:r_ln:silva-17,fl:ri_ln:silva-4,fl:ri_ln:silva-2,fl:ri_ln:silva-2
10372312,0,,,,,,,8761468-4,8761468-4,8761468-4,8761468-4,8761468-4,8761468-4,fl:m_ln:kimoto-7,fl:ma_ln:kimoto-7,fl:ma_ln:kimoto-6,fl:ma_ln:kimoto-6
11341626,7,,,,,,,,,,,,,,,fl:xu_ln:li-99,fl:xu_ln:li-66
7773995,1,6317599-2,6317599-2,6625454-2,6317599-2,6317599-2,6317599-2,6317599-2,6317599-2,6317599-2,6317599-2,6317599-2,6317599-2,fl:r_ln:skidmore-3,fl:ro_ln:skidmore-3,fl:ro_ln:skidmore-3,fl:ro_ln:skidmore-3
7281855,7,5803619-2,5803619-2,5803619-2,5803619-2,5803619-2,5803619-2,5803619-2,5803619-2,5803619-2,5803619-2,5803619-2,5803619-2,fl:k_ln:ogino-15,fl:ki_ln:ogino-2,fl:ki_ln:ogino-2,fl:ki_ln:ogino-2
6903457,0,6304448-2,6304448-2,6304448-2,6304448-2,6304448-2,6304448-2,6304448-2,6304448-2,6304448-2,6304448-2,6304448-2,6304448-2,fl:d_ln:nakajima-10,fl:da_ln:nakajima-23,fl:da_ln:nakajima-4,fl:da_ln:nakajima-4
10745689,1,,,,,,,,,,,,,,fl:mi_ln:certo-1,fl:mi_ln:certo-1,fl:mi_ln:certo-1
7419573,0,7294246-1,7294246-1,7294246-1,7294246-1,10056170-1,7294246-1,7294246-1,7294246-1,7294246-1,7294246-1,7294246-1,7387714-1,fl:d_ln:gundel-1,fl:do_ln:gundel-1,fl:do_ln:gundel-1,fl:do_ln:gundel-1
11101515,5,,,,,,,,,,,,,,fl:yu_ln:zeng-12,fl:yu_ln:zeng-8,fl:yu_ln:zeng-12
6768492,0,6369814-1,6369814-1,6369814-1,6369814-1,6369814-1,6369814-1,6369814-1,6369814-1,6369814-1,6369814-1,6369814-1,6369814-1,fl:a_ln:dorbie-2,fl:an_ln:dorbie-1,fl:an_ln:dorbie-2,fl:an_ln:dorbie-2
11288458,1,,,,,,,,,,,,,,,fl:xi_ln:liu-184,fl:xi_ln:liu-227
8500947,0,7310145-1,7310145-1,7858835-1,7310145-1,7310145-1,7310145-1,7310145-1,7310145-1,7310145-1,7310145-1,7310145-1,7310145-1,fl:f_ln:abuzaina-1,fl:fe_ln:abuzaina-1,fl:fe_ln:abuzaina-1,fl:fe_ln:abuzaina-1
4635275,0,4578540-1,4578540-1,4578540-1,4578540-1,4578540-1,4578540-1,4578540-1,4578540-1,4578540-1,4578540-1,4578540-1,4578540-1,fl:k_ln:borg-3,fl:ke_ln:borg-1,fl:ke_ln:borg-3,fl:ke_ln:borg-3
7821018,1,7786489-2,7786489-2,7786489-2,7786489-2,7786489-2,7786489-2,7786489-2,7786489-2,7786489-2,7786489-2,7786489-2,7821018-2,fl:t_ln:hodota-1,fl:ta_ln:hodota-1,fl:ta_ln:hodota-1,fl:ta_ln:hodota-1
7041099,2,6540742-3,6540742-3,6540742-3,6540742-3,6540742-3,6540742-3,6540742-3,6540742-3,6540742-3,6540742-3,6540742-3,6540742-3,fl:a_ln:rees-4,fl:ar_ln:rees-1,fl:ar_ln:rees-1,fl:ar_ln:rees-1
9098383,0,6647456-4,6647456-4,9098383-1,6647456-4,6647456-4,6647456-4,6647456-4,6647456-4,6647456-4,6647456-4,6647456-4,6647456-4,fl:s_ln:treichler-1,fl:se_ln:treichler-1,fl:se_ln:treichler-1,fl:se_ln:treichler-1
D667800,4,D667800-5,5780739-4,7208341-4,7208341-4,7208341-4,7208341-4,7208341-4,7208341-4,7208341-4,7208341-4,7208341-4,7208341-4,fl:s_ln:youn-24,fl:su_ln:youn-24,fl:su_ln:youn-37,fl:su_ln:youn-38
5195669,0,5195669-1,5195669-1,5195669-1,5195669-1,5195669-1,5195669-1,5195669-1,5195669-1,5195669-1,5195669-1,5195669-1,5195669-1,fl:s_ln:duemmler-1,fl:st_ln:duemmler-1,fl:st_ln:duemmler-1,fl:st_ln:duemmler-1
11266289,11,,,,,,,,,,,,,,fl:he_ln:lunz-2,fl:he_ln:lunz-1,fl:he_ln:lunz-1
11008627,6,,,,,,,,,,,,,,fl:dz_ln:ng-2,fl:dz_ln:ng-1,fl:dz_ln:ng-1
9768320,1,,5641380-2,5641380-2,5641380-2,10008587-5,5641380-2,5641380-2,5641380-2,5641380-2,5641380-2,5641380-2,5641380-2,fl:h_ln:suzawa-3,fl:hi_ln:suzawa-3,fl:hi_ln:suzawa-3,fl:hi_ln:suzawa-3
6152961,1,5609643-2,5609643-2,5609643-2,5609643-2,5609643-2,5609643-2,5609643-2,5609643-2,5609643-2,5609643-2,5609643-2,5609643-2,fl:r_ln:sommerich-1,fl:ro_ln:sommerich-1,fl:ro_ln:sommerich-1,fl:ro_ln:sommerich-1
11216536,2,,,,,,,,,,,,,,fl:ch_ln:leung-5,fl:ch_ln:leung-6,fl:ch_ln:leung-5
4159939,0,3939059-1,3939059-1,3939059-1,3939059-1,3939059-1,3939059-1,3939059-1,3939059-1,3939059-1,3939059-1,3939059-1,3939059-1,fl:g_ln:antos-1,fl:ge_ln:antos-1,fl:ge_ln:antos-1,fl:ge_ln:antos-1
6721279,1,5454015-1,5454015-1,5454015-1,5454015-1,5454015-1,5454015-1,5454015-1,5454015-1,5454015-1,5454015-1,5454015-1,5454015-1,fl:s_ln:olafsson-4,fl:sv_ln:olafsson-2,fl:sv_ln:olafsson-2,fl:sv_ln:olafsson-2
5450641,0,5450641-1,5450641-1,5450641-1,5450641-1,5450641-1,5450641-1,5450641-1,5450641-1,5450641-1,5450641-1,5450641-1,5450641-1,fl:m_ln:montgomery-8,fl:ma_ln:montgomery-10,fl:ma_ln:montgomery-7,fl:ma_ln:montgomery-7
5137820,0,3934186-2,3934186-2,3966681-1,3934186-2,10083661-1,3934186-2,3934186-2,3934186-2,3934186-2,3934186-2,3934186-2,3934186-2,fl:h_ln:maeda-26,fl:hi_ln:maeda-43,fl:hi_ln:maeda-33,fl:hi_ln:maeda-32
9144980,2,6960037-2,6960037-2,6960037-2,6960037-2,6960037-2,6960037-2,6960037-2,6960037-2,6960037-2,6960037-2,6960037-2,6960037-2,fl:k_ln:enomoto-31,fl:ka_ln:enomoto-22,fl:ka_ln:enomoto-17,fl:ka_ln:enomoto-17
5732623,2,5644983-1,5644983-1,5644983-1,5644983-1,5644983-1,5644983-1,5644983-1,5644983-1,5644983-1,5644983-1,5644983-1,5732623-3,fl:b_ln:herrmann-9,fl:be_ln:herrmann-5,fl:be_ln:herrmann-4,fl:be_ln:herrmann-4
9318884,2,9318884-3,9318884-3,9318884-3,9318884-3,9318884-3,9318884-3,9318884-3,9318884-3,9318884-3,9318884-3,9318884-3,9318884-3,fl:r_ln:lindeman-3,fl:ry_ln:lindeman-1,fl:ry_ln:lindeman-1,fl:ry_ln:lindeman-1
11255204,3,,,,,,,,,,,,,,fl:ra_ln:woodfield-2,fl:ra_ln:woodfield-1,fl:ra_ln:woodfield-1
10921213,0,,,,,,,,,,,,,,fl:ta_ln:suzuki-188,fl:ta_ln:suzuki-87,fl:ta_ln:suzuki-78
7661966,0,7661966-1,7661966-1,7661966-1,7661966-1,7661966-1,7661966-1,7661966-1,7661966-1,7661966-1,7661966-1,7661966-1,7661966-1,fl:h_ln:ohanesian-1,fl:ha_ln:ohanesian-1,fl:ha_ln:ohanesian-1,fl:ha_ln:ohanesian-1
9389574,1,5594539-1,5594539-1,5594539-1,5594539-1,5594539-1,5594539-1,5594539-1,5594539-1,5594539-1,5594539-1,5594539-1,5594539-1,fl:j_ln:murano-1,fl:ju_ln:murano-1,fl:ju_ln:murano-1,fl:ju_ln:murano-1
9511763,3,5537577-1,5537577-1,5887178-4,5537577-1,10046751-3,5537577-1,5537577-1,5537577-1,5537577-1,5537577-1,5537577-1,5537577-1,fl:t_ln:sugimura-7,fl:to_ln:sugimura-12,fl:to_ln:sugimura-3,fl:to_ln:sugimura-3
10132836,1,,,,,10032943-2,5130067-5,5130067-5,5130067-5,5130067-5,5130067-5,5130067-5,5130067-5,fl:j_ln:knickerbocker-2,fl:jo_ln:knickerbocker-7,fl:jo_ln:knickerbocker-2,fl:jo_ln:knickerbocker-2
11325980,0,,,,,,,,,,,,,,,fl:dj_ln:sussman-1,fl:dj_ln:sussman-1
10819315,2,,,,,,,,,,,,,fl:c_ln:yang-48,fl:ch_ln:yang-340,fl:ch_ln:yang-43,fl:ch_ln:yang-37
5993580,3,5674302-4,5674302-4,5674302-4,5674302-4,10024282-3,5674302-4,5674302-4,5674302-4,5674302-4,5674302-4,5674302-4,5674302-4,fl:t_ln:okazono-1,fl:te_ln:okazono-1,fl:te_ln:okazono-2,fl:te_ln:okazono-2
6296930,1,5587450-1,5587450-1,5587450-1,5587450-1,5587450-1,5587450-1,5587450-1,5587450-1,5587450-1,5587450-1,5587450-1,5587450-1,fl:k_ln:akiyoshi-2,fl:ka_ln:akiyoshi-4,fl:ka_ln:akiyoshi-2,fl:ka_ln:akiyoshi-2
10522515,2,,,,,,,,,5729049-1,5729049-1,5729049-1,5729049-1,fl:d_ln:corisis-1,fl:da_ln:corisis-1,fl:da_ln:corisis-1,fl:da_ln:corisis-1
10757149,1,,,,,,,,,,,,,,fl:yi_ln:cai-59,fl:yi_ln:cai-42,fl:yi_ln:cai-44
D362974,1,4226041-1,4226041-1,4226041-1,4226041-1,4226041-1,4226041-1,4226041-1,4226041-1,4226041-1,4226041-1,4226041-1,4226041-1,fl:w_ln:goodworth-1,fl:wi_ln:goodworth-1,fl:wi_ln:goodworth-1,fl:wi_ln:goodworth-1
D473435,0,5422686-3,5422686-3,5422686-3,5422686-3,5422686-3,5422686-3,5422686-3,5422686-3,5422686-3,5422686-3,5422686-3,5422686-3,fl:b_ln:stahl-14,fl:br_ln:stahl-5,fl:br_ln:stahl-4,fl:br_ln:stahl-4
4653392,0,4343177-2,4343177-2,4343177-2,4653392-1,4343177-2,4653392-1,4343177-2,4343177-2,4343177-2,4343177-2,4653392-1,4343177-2,fl:b_ln:gerber-6,fl:be_ln:gerber-11,fl:be_ln:gerber-8,fl:be_ln:gerber-8
10146406,1,,,,,,9733803-1,9733803-1,9733803-1,9733803-1,9733803-1,9733803-1,9733803-1,fl:v_ln:ghosh-2,fl:va_ln:ghosh-1,fl:va_ln:ghosh-1,fl:va_ln:ghosh-1
6836492,0,5570439-1,5570439-1,5570439-1,5570439-1,5570439-1,5570439-1,5570439-1,5570439-1,5570439-1,5570439-1,5570439-1,5570439-1,fl:t_ln:ido-4,fl:ta_ln:ido-8,fl:ta_ln:ido-8,fl:ta_ln:ido-8
9845938,0,,,9845938-1,9821942-1,9821942-1,D709817-1,D709817-1,D709817-1,D709817-1,D709817-1,D709817-1,D709817-1,fl:d_ln:kaye-7,fl:do_ln:kaye-2,fl:do_ln:kaye-2,fl:do_ln:kaye-2
D752516,4,D749514-5,D749514-5,D749514-5,D749514-5,D749514-5,D749514-5,D749514-5,D749514-5,D749514-5,D749514-5,D749514-5,D749514-5,fl:m_ln:loh-1,fl:me_ln:loh-1,fl:me_ln:loh-1,fl:me_ln:loh-1
10046946,0,,,,,10046946-1,10046946-1,10046946-1,10046946-1,10046946-1,10046946-1,10046946-1,10046946-1,fl:g_ln:tan-60,fl:ga_ln:tan-4,fl:ga_ln:tan-5,fl:ga_ln:tan-5
9098886,1,4299430-1,6911963-1,6911963-1,6911963-1,10073614-4,6911963-1,6911963-1,6911963-1,6911963-1,6911963-1,6911963-1,6911963-1,fl:m_ln:baba-41,fl:ma_ln:baba-25,fl:ma_ln:baba-17,fl:ma_ln:baba-17
11258269,1,,,,,,,,,,,,,,fl:ra_ln:jetley-5,fl:ra_ln:jetley-1,fl:ra_ln:jetley-1
8703249,1,5074456-2,5074456-2,5074456-2,5074456-2,10087523-2,5074456-2,5074456-2,5074456-2,5074456-2,5074456-2,5074456-2,5074456-2,fl:e_ln:lenz-3,fl:er_ln:lenz-2,fl:er_ln:lenz-3,fl:er_ln:lenz-3
11300044,2,,,,,,,,,,,,,,,fl:ji_ln:pan-152,fl:ji_ln:pan-19
7042900,0,5161152-1,5161152-1,5161152-1,5161152-1,5161152-1,5161152-1,5161152-1,5161152-1,5161152-1,5161152-1,5161152-1,5161152-1,fl:r_ln:czerwiec-1,fl:ri_ln:czerwiec-1,fl:ri_ln:czerwiec-1,fl:ri_ln:czerwiec-1
6599848,1,6071450-3,6071450-3,6071450-3,6071450-3,6071450-3,6071450-3,6071450-3,6071450-3,6071450-3,6071450-3,6071450-3,6071450-3,fl:k_ln:branham-2,fl:ke_ln:branham-3,fl:ke_ln:branham-2,fl:ke_ln:branham-2
9754079,1,,8771185-1,8771185-1,8771185-1,8771185-1,8771185-1,8771185-1,8771185-1,8771185-1,8771185-1,8771185-1,8771185-1,fl:d_ln:voien-1,fl:da_ln:voien-1,fl:da_ln:voien-1,fl:da_ln:voien-1
5151322,2,3940373-1,3940373-1,4290935-1,3940373-1,3940373-1,3940373-1,3940373-1,3940373-1,3940373-1,3940373-1,3940373-1,3940373-1,fl:t_ln:muraki-15,fl:to_ln:muraki-8,fl:to_ln:muraki-5,fl:to_ln:muraki-6
9940302,2,,,,4999815-1,4999815-1,4999815-1,4999815-1,4999815-1,4999815-1,4999815-1,4999815-1,4999815-1,fl:j_ln:barth-4,fl:jo_ln:barth-9,fl:jo_ln:barth-5,fl:jo_ln:barth-5
7249960,1,7249960-2,7249960-2,7249960-2,7249960-2,7249960-2,7249960-2,7249960-2,7249960-2,7249960-2,7249960-2,7249960-2,7249960-2,fl:h_ln:mueller-64,fl:ha_ln:mueller-18,fl:ha_ln:mueller-21,fl:ha_ln:mueller-21
11326731,0,,,,,,,,,,,,,,,fl:au_ln:furcoiu-1,fl:au_ln:furcoiu-1
8021249,1,5685785-2,5685785-2,5685785-2,5685785-2,5685785-2,5685785-2,5685785-2,5685785-2,5685785-2,5685785-2,5685785-2,5685785-2,fl:j_ln:umezawa-2,fl:ju_ln:umezawa-1,fl:ju_ln:umezawa-1,fl:ju_ln:umezawa-1
10822181,0,,,,,,,,,,,,,fl:t_ln:kuo-51,fl:ts_ln:kuo-18,fl:ts_ln:kuo-22,fl:ts_ln:kuo-22
6482917,2,6046277-4,6046277-4,6046277-4,6046277-4,6046277-4,6046277-4,6046277-4,6046277-4,6046277-4,6046277-4,6046277-4,6066334-3,fl:k_ln:zeitz-2,fl:ka_ln:zeitz-2,fl:ka_ln:zeitz-2,fl:ka_ln:zeitz-2
7268521,1,5350983-2,5350983-2,6664757-4,5350983-2,5350983-2,5350983-2,5350983-2,5350983-2,5350983-2,5350983-2,5350983-2,5350983-2,fl:v_ln:sankaran-7,fl:ve_ln:sankaran-3,fl:ve_ln:sankaran-2,fl:ve_ln:sankaran-2
11355287,2,,,,,,,,,,,,,,,fl:he_ln:yoon-18,fl:he_ln:yoon-18
10328978,5,,,,,,,7481487-3,7481487-3,7481487-3,7481487-3,7481487-3,7481487-3,fl:s_ln:morgans-1,fl:sh_ln:morgans-1,fl:sh_ln:morgans-1,fl:sh_ln:morgans-1
6126386,0,6126386-1,6126386-1,6126386-1,6126386-1,6126386-1,6126386-1,6126386-1,6126386-1,6126386-1,6126386-1,6126386-1,6126386-1,fl:k_ln:kohyama-3,fl:ka_ln:kohyama-3,fl:ka_ln:kohyama-3,fl:ka_ln:kohyama-3
10822363,1,,,,,,,,,,,,,fl:q_ln:mei-9,fl:qu_ln:mei-1,fl:qu_ln:mei-1,fl:qu_ln:mei-1
8460463,0,6365461-2,6365461-2,6365461-2,6365461-2,6365461-2,6365461-2,6365461-2,6365461-2,6365461-2,6365461-2,6365461-2,6365461-2,fl:s_ln:umeno-7,fl:sh_ln:umeno-4,fl:sh_ln:umeno-4,fl:sh_ln:umeno-4
7292654,0,4922507-1,4922507-1,4922507-1,4922507-1,4922507-1,4922507-1,4922507-1,4922507-1,4922507-1,4922507-1,4922507-1,4922507-1,fl:m_ln:simon-12,fl:ma_ln:simon-24,fl:ma_ln:simon-24,fl:ma_ln:simon-24
D510271,1,D408289-5,D408289-5,D408289-5,D408289-5,D408289-5,D408289-5,D408289-5,D408289-5,D408289-5,D408289-5,D408289-5,D408289-5,fl:a_ln:gnann-1,fl:al_ln:gnann-1,fl:al_ln:gnann-1,fl:al_ln:gnann-1
7750176,2,7057002-2,7057002-2,7057002-2,7057002-2,7057002-2,7057002-2,7057002-2,7057002-2,7057002-2,7057002-2,7057002-2,7057002-2,fl:j_ln:seon-13,fl:jo_ln:seon-10,fl:jo_ln:seon-4,fl:jo_ln:seon-4
5183039,0,4388505-1,4388505-1,4388505-1,4388505-1,4388505-1,4388505-1,4388505-1,4388505-1,4388505-1,4388505-1,4388505-1,4388505-1,fl:g_ln:sarian-1,fl:gr_ln:sarian-1,fl:gr_ln:sarian-1,fl:gr_ln:sarian-1
5744851,0,3986904-1,3986904-1,3986904-1,3986904-1,3986904-1,3986904-1,3986904-1,3986904-1,3986904-1,3986904-1,3986904-1,3986904-1,fl:j_ln:beasom-1,fl:ja_ln:beasom-1,fl:ja_ln:beasom-1,fl:ja_ln:beasom-1
4668997,0,4626928-1,4626928-1,4626928-1,4626928-1,4626928-1,4626928-1,4626928-1,4626928-1,4626928-1,4626928-1,4626928-1,4626928-1,fl:m_ln:nagano-40,fl:ma_ln:nagano-35,fl:ma_ln:nagano-25,fl:ma_ln:nagano-25
