patent_id,published_or_filed_date,filed_country,application_kind,pct_doc_number,pct_doc_type
9952522,2014-10-02,WO,A,WO2014/156521,wo_grant
8092694,2006-12-01,WO,00,PCT/FR2006/002648,pct_application
7623058,2006-07-06,WO,A,WO2006/070696,wo_grant
8100415,2007-02-13,WO,00,PCT/SE2007/050087,pct_application
6535680,2001-03-22,WO,A,WO01/19587,wo_grant
11413739,2018-10-04,WO,A,WO2018/182347,wo_grant
5964117,1996-04-25,WO,A,WO96/11757,wo_grant
9113981,2011-04-20,WO,00,PCT/JP2011/059743,pct_application
6541697,2000-11-30,WO,A,WO00/72340,wo_grant
4364022,1981-09-11,WO,00,PCT/US81/01233,pct_application
9643815,2011-07-29,WO,00,PCT/US2011/045927,pct_application
5690909,,WO,00,PCT/EP94/01377      ,pct_application
8302444,2007-05-22,WO,00,PCT/EP2007/054946,pct_application
10005795,2017-02-03,WO,00,PCT/KR2017/001161,pct_application
10950867,2017-12-11,WO,00,PCT/JP2017/044371,pct_application
9764895,2015-11-19,WO,A,WO2015/174815,wo_grant
11365313,2019-03-06,WO,00,PCT/EP2019/055468,pct_application
5909925,1996-08-15,WO,A,WO96/24274,wo_grant
8866098,2010-03-26,WO,00,PCT/JP2010/055390,pct_application
6291405,1997-03-20,WO,A,WO97/00313,wo_grant
11279159,2019-12-19,WO,A,WO2019/240807,wo_grant
8978135,2012-09-14,WO,00,PCT/US2012/055580,pct_application
7060477,2000-05-05,WO,00,PCT/FR00/01217,pct_application
11174835,2017-11-02,WO,A,WO2017/187460,wo_grant
8094036,2007-08-16,WO,00,PCT/EP2007/007231,pct_application
10703904,2016-08-23,WO,00,PCT/KR2016/009307,pct_application
8143217,2007-03-29,WO,A,WO2007/035665,wo_grant
10954947,2016-10-27,WO,A,WO2016/171136,wo_grant
9027704,2012-01-12,WO,00,PCT/FI2012/050024,pct_application
9017696,2008-04-10,WO,00,PCT/GB2008/001262,pct_application
10375992,2016-03-16,WO,00,PCT/CN2016/076542,pct_application
7151170,2000-12-14,WO,A,WO00/75330,wo_grant
9042002,2012-08-16,WO,00,PCT/JP2012/005168,pct_application
10420893,2015-03-19,WO,A,WO2015/036347,wo_grant
9866127,2015-09-11,WO,A,WO2015/133201,wo_grant
7176318,2001-07-19,WO,00,PCT/IB01/01294,pct_application
11234483,2017-06-29,WO,A,WO2017/109732,wo_grant
10744435,2015-07-30,WO,00,PCT/IB2015/055788,pct_application
11339073,2019-12-04,WO,00,PCT/CN2019/122900,pct_application
10446080,2017-11-30,WO,00,PCT/CN2017/113927,pct_application
11390057,2017-06-09,WO,00,PCT/US2017/036809,pct_application
10717892,2016-11-17,WO,A,WO2016/182176,wo_grant
11264771,2020-11-12,WO,A,WO2020/225908,wo_grant
10894559,2018-01-18,WO,A,WO2018/010907,wo_grant
9695436,2014-09-12,WO,A,WO2014/135535,wo_grant
10802823,2018-02-15,WO,A,WO2018/030940,wo_grant
6193680,1997-12-24,WO,A,WO97/48364,wo_grant
10480458,2015-12-22,WO,00,PCT/EP2015/080935,pct_application
6280023,1996-07-26,WO,00,PCT/GB96/01809,pct_application
9488298,2011-07-28,WO,A,WO2011/089425,wo_grant
7862868,2006-01-13,WO,00,PCT/EP2006/000259,pct_application
8629101,2008-10-20,WO,00,PCT/EP2008/064151,pct_application
11285252,2018-07-19,WO,A,WO2018/130417,wo_grant
10709706,2017-07-06,WO,A,WO2017/117535,wo_grant
6546987,2000-09-14,WO,A,WO00/53397,wo_grant
8137754,2006-02-23,WO,A,WO2006/020281,wo_grant
9316497,2013-03-05,WO,00,PCT/EP2013/054318,pct_application
7360396,2005-04-12,WO,00,PCT/JP2005/007061,pct_application
9068237,2013-02-21,WO,A,WO2013/024765,wo_grant
9121206,2012-10-04,WO,A,WO2012/132546,wo_grant
8525589,2011-01-27,WO,A,WO2011/010513,wo_grant
10451465,2017-07-20,WO,A,WO2017/122239,wo_grant
10565356,2016-10-20,WO,00,PCT/EP2016/075290,pct_application
11025353,2017-01-19,WO,A,WO2017/009370,wo_grant
5226135,1989-04-06,WO,A,WO89/03091,wo_grant
8555431,2007-02-16,WO,00,PCT/DK2007/000076,pct_application
8341861,2010-05-20,WO,A,WO2010/055598,wo_grant
10787865,2017-12-28,WO,A,WO2017/219792,wo_grant
10465008,2016-11-25,WO,00,PCT/KR2016/013735,pct_application
5849404,,WO,A,WO95/20012          ,wo_grant
11293650,2018-09-20,WO,A,WO2018/169187,wo_grant
7895717,2004-12-28,WO,00,PCT/EP2004/014765,pct_application
7359233,2004-11-09,WO,00,PCT/IB2004/052358,pct_application
7400753,2001-07-03,WO,00,PCT/JP01/05752,pct_application
10726724,2016-05-04,WO,00,PCT/EP2016/060040,pct_application
7243602,2003-04-02,WO,00,PCT/EP03/03423,pct_application
8690018,2010-11-11,WO,A,WO2010/129519,wo_grant
7269202,2001-12-21,WO,00,PCT/JP01/11313,pct_application
5204865,1989-09-08,WO,A,WO89/08361,wo_grant
10591629,2017-05-18,WO,A,WO2017/083073,wo_grant
10920825,2017-07-27,WO,A,WO2017/126489,wo_grant
10334245,2014-05-09,WO,00,PCT/US2014/037537,pct_application
9801731,2014-08-28,WO,A,WO2014/130224,wo_grant
9241434,2013-04-04,WO,A,WO2013/048095,wo_grant
7490679,2004-12-16,WO,A,WO2004/107891,wo_grant
11297243,2018-08-22,WO,00,PCT/KR2018/009658,pct_application
9739310,2012-09-14,WO,00,PCT/US2012/055459,pct_application
9438829,2014-07-30,WO,00,PCT/EP2014/066346,pct_application
10486249,2014-12-10,WO,00,PCT/US2014/069538,pct_application
6499220,1999-06-17,WO,A,WO99/30110,wo_grant
7065024,2001-06-15,WO,00,PCT/JP01/05136,pct_application
8049059,2003-05-01,WO,A,WO03/035125,wo_grant
11247088,2017-12-13,WO,00,PCT/SE2017/051268,pct_application
8526155,2010-07-01,WO,A,WO2010/073331,wo_grant
8824620,2010-03-25,WO,A,WO2010/031770,wo_grant
9695179,2014-10-02,WO,A,WO2014/159837,wo_grant
10349428,2015-04-02,WO,A,WO2015/046864,wo_grant
7186961,2002-04-25,WO,00,PCT/JP02/04170,pct_application
8107394,2008-04-10,WO,A,WO2008/041824,wo_grant
11255725,2019-01-10,WO,A,WO2019/007100,wo_grant
8960556,2009-07-30,WO,A,WO2009/092547,wo_grant
9079578,2011-12-21,WO,00,PCT/KR2011/009930,pct_application
10378932,2016-02-11,WO,A,WO2016/021667,wo_grant
10899313,2017-06-08,WO,00,PCT/JP2017/021373,pct_application
11390609,2019-01-03,WO,A,WO2019/001572,wo_grant
6350474,1997-12-18,WO,A,WO97/47201,wo_grant
11175240,2019-03-28,WO,A,WO2019/058627,wo_grant
11316406,2017-02-02,WO,A,WO2017/016932,wo_grant
9163763,2009-07-23,WO,A,WO2009/091328,wo_grant
10815157,2018-10-11,WO,A,WO2018/185072,wo_grant
6923486,2000-10-12,WO,00,PCT/NL00/00732,pct_application
9556453,2010-12-16,WO,00,PCT/US2010/060808,pct_application
7277930,2003-04-18,WO,00,PCT/US03/12210,pct_application
9989863,2015-08-27,WO,A,WO2015/124372,wo_grant
9111610,2013-10-24,WO,A,WO2013/157261,wo_grant
7924400,2007-03-29,WO,A,WO2007/034949,wo_grant
9284344,2013-12-05,WO,A,WO2013/179412,wo_grant
10339843,2017-04-06,WO,A,WO2017/056217,wo_grant
10853793,2018-02-20,WO,00,PCT/SE2018/050163,pct_application
8393304,2006-12-14,WO,00,PCT/FI2006/050555,pct_application
11430558,2019-01-10,WO,A,WO2019/010243,wo_grant
10979971,2018-07-06,WO,00,PCT/US2018/041142,pct_application
11047323,2018-03-15,WO,A,WO2018/046332,wo_grant
9107806,2011-11-18,WO,00,PCT/US2011/061478,pct_application
10357578,2015-05-07,WO,00,PCT/EP2015/060014,pct_application
8449670,2009-06-11,WO,A,WO2009/070854,wo_grant
7815419,2005-09-30,WO,00,PCT/JP2005/018129,pct_application
7743853,2006-12-04,WO,00,PCT/NO2006/000458,pct_application
10095033,2012-07-27,WO,00,PCT/CN2012/079286,pct_application
11236375,2018-12-13,WO,A,WO2018/226170,wo_grant
5315524,1991-03-08,WO,00,PCT/JP91/00301,pct_application
9836662,2014-09-04,WO,A,WO2014/132570,wo_grant
8160633,2008-05-02,WO,A,WO2008/050893,wo_grant
6013281,1996-02-09,WO,00,PCT/SE96/00161,pct_application
10517264,2014-12-09,WO,00,PCT/JP2014/082550,pct_application
11257957,2018-06-26,WO,00,PCT/CN2018/092834,pct_application
8768399,2009-07-16,WO,A,WO2009/088228,wo_grant
11001048,2014-12-17,WO,00,PCT/US2014/070732,pct_application
8903661,2009-10-01,WO,A,WO2009/118739,wo_grant
8964928,2009-09-07,WO,00,PCT/EP2009/061516,pct_application
6881537,1998-08-05,WO,00,PCTEP98/04945,pct_application
7432670,2005-06-23,WO,A,WO2005/057990,wo_grant
11429245,2020-02-19,WO,00,PCT/JP2020/006441,pct_application
5914211,1997-06-12,WO,A,WO97/20698,wo_grant
10908373,2017-09-28,WO,00,PCT/JP2017/035147,pct_application
8337900,2007-10-11,WO,A,WO2007/112933,wo_grant
9523387,2012-01-20,WO,00,PCT/EP2012/000257,pct_application
8642733,2010-11-04,WO,00,PCT/US2010/055505,pct_application
10705365,2017-01-19,WO,A,WO2017/008881,wo_grant
9156946,2012-09-20,WO,00,PCT/US2012/056235,pct_application
10239809,2016-04-19,WO,00,PCT/US2016/028300,pct_application
9764730,2015-08-13,WO,A,WO2015/118765,wo_grant
9060899,2010-07-22,WO,A,WO2010/082651,wo_grant
4953789,1987-05-13,WO,00,PCT/EP87/00247,pct_application
6964837,2001-11-08,WO,A,WO01/84544,wo_grant
5894070,1996-02-01,WO,A,WO96/02259,wo_grant
9360608,2012-03-02,WO,00,PCT/JP2012/055457,pct_application
8695248,2010-12-16,WO,A,WO2010/143121,wo_grant
10528634,2016-09-01,WO,A,WO2016/137102,wo_grant
11130254,2018-07-05,WO,A,WO2018/124956,wo_grant
8616579,2011-07-21,WO,A,WO2011/087026,wo_grant
7818933,2006-01-12,WO,A,WO2006/004414,wo_grant
7170534,2003-01-09,WO,A,WO03/003729,wo_grant
10711290,2015-12-25,WO,00,PCT/JP2015/086301,pct_application
8747806,2010-01-14,WO,00,PCT/GB2010/050043,pct_application
10410914,2015-12-03,WO,A,WO2015/180966,wo_grant
8568738,2008-07-28,WO,00,PCT/EP2008/006207,pct_application
10411622,2016-12-22,WO,00,PCT/JP2016/088397,pct_application
10070829,2014-03-14,WO,00,PCT/CA2014/050241,pct_application
8586003,2010-07-15,WO,A,WO2010/078871,wo_grant
8558440,2007-07-27,WO,00,PCT/EP2007/057799,pct_application
6312718,1997-02-13,WO,00,PCT/US97/02351,pct_application
6063394,1997-03-27,WO,00,PCT/EP97/01569,pct_application
11067423,2018-06-07,WO,A,WO2018/101920,wo_grant
4741889,1985-10-10,WO,A,WO85/04343,wo_grant
9433953,2012-04-03,WO,00,PCT/CH2012/000078,pct_application
8586142,2008-03-27,WO,A,WO2008/035818,wo_grant
9909175,2012-07-27,WO,00,PCT/GB2012/051837,pct_application
9468884,2012-09-28,WO,00,PCT/FR2012/000388,pct_application
8579493,2009-09-07,WO,00,PCT/JP2009/065571,pct_application
9035608,2010-06-09,WO,00,PCT/EP2010/058106,pct_application
10673026,2016-06-14,WO,00,PCT/EP2016/063641,pct_application
9249086,2014-02-06,WO,A,WO2014/020164,wo_grant
10647208,2015-05-29,WO,00,PCT/JP2015/065668,pct_application
9607495,2011-12-14,WO,00,PCT/IB2011/055665,pct_application
6676920,2000-06-22,WO,A,WO00/35808,wo_grant
9559381,2010-09-30,WO,A,WO2010/109889,wo_grant
9937375,2016-06-23,WO,A,WO2016/095862,wo_grant
10057707,2016-08-11,WO,A,WO2016/126819,wo_grant
5670049,,WO,00,PCT/EP94/03157      ,pct_application
9181889,2013-03-07,WO,A,WO2013/031027,wo_grant
9797492,2013-08-13,WO,00,PCT/CA2013/000707,pct_application
11232804,2018-07-03,WO,00,PCT/EP2018/067970,pct_application
10151007,2014-05-01,WO,A,WO2014/064193,wo_grant
6184621,1999-04-03,WO,A,WO99/10909,wo_grant
5885033,1995-08-04,WO,00,PCT/DE95/01039,pct_application
5707413,,WO,A,WO95/18074          ,wo_grant
8401485,2008-02-06,WO,00,PCT/SE2008/050148,pct_application
11355145,2017-07-27,WO,A,WO2017/125981,wo_grant
10218006,2014-10-22,WO,00,PCT/IN2014/000675,pct_application
7634723,2005-03-10,WO,A,WO2005/022400,wo_grant
8608312,2010-01-11,WO,00,PCT/IB2010/050086,pct_application
10295627,2017-04-13,WO,A,WO2017/061992,wo_grant
9612240,2011-06-29,WO,00,PCT/US2011/042290,pct_application
8030020,2007-08-06,WO,00,PCT/JP2007/065370,pct_application
7941476,2004-11-19,WO,00,PCT/JP2004/017644,pct_application
9427442,2013-09-20,WO,00,PCT/US2013/060841,pct_application
8008413,2007-11-23,WO,00,PCT/EP2007/062742,pct_application
5337541,1992-08-06,WO,A,WO92/12900,wo_grant
8955554,2009-09-04,WO,00,PCT/JP2009/065883,pct_application
11345353,2017-08-11,WO,00,PCT/US2017/046535,pct_application
9185972,2012-01-02,WO,00,PCT/IT2012/000001,pct_application
7772192,2004-06-01,WO,00,PCT/US2004/017512,pct_application
9559451,2013-06-27,WO,A,WO2013/094520,wo_grant
5474780,1991-11-14,WO,A,WO91/16869,wo_grant
10166810,2015-06-17,WO,00,PCT/EP2015/063559,pct_application
8130743,2005-09-09,WO,A,WO2005/084062,wo_grant
11352324,2019-03-01,WO,00,PCT/EP2019/055116,pct_application
6884198,2000-08-25,WO,00,PCTNL00/00594,pct_application
8463341,2008-06-23,WO,00,PCT/DK2008/000235,pct_application
6085779,1997-10-29,WO,00,PCT/SE97/01808,pct_application
10358026,2016-06-16,WO,A,WO2016/092184,wo_grant
6184555,1997-08-14,WO,A,WO97/29518,wo_grant
9604482,2015-12-30,WO,A,WO2015/198864,wo_grant
10321155,2015-06-26,WO,00,PCT/KR2015/006522,pct_application
8803411,2011-06-15,WO,00,PCT/JP2011/003394,pct_application
10294531,2015-04-16,WO,A,WO2015/054319,wo_grant
11029379,2018-02-06,WO,00,PCT/EP2018/052842,pct_application
10871502,2018-04-23,WO,00,PCT/KR2018/004677,pct_application
10416976,2016-07-21,WO,00,PCT/JP2016/003407,pct_application
5904439,1995-10-18,WO,00,PCT/GB95/02456,pct_application
10961196,2017-06-23,WO,00,PCT/EP2017/000735,pct_application
11080918,2017-11-30,WO,A,WO2017/203262,wo_grant
11167824,2018-09-20,WO,A,WO2018/165714,wo_grant
6065596,1997-11-06,WO,A,WO97/40753,wo_grant
9073975,2012-02-02,WO,A,WO2012/013709,wo_grant
5858411,1996-06-27,WO,A,WO96/19200,wo_grant
7096754,2002-09-12,WO,A,WO02/070848,wo_grant
8398910,2009-08-13,WO,A,WO2009/098088,wo_grant
8571084,2009-02-05,WO,A,WO2009/017398,wo_grant
9080663,2011-02-03,WO,A,WO2011/012123,wo_grant
10483604,2017-02-16,WO,A,WO2017/026169,wo_grant
11008268,2019-05-09,WO,A,WO2019/086816,wo_grant
10323905,2014-08-06,WO,00,PCT/KR2014/007287,pct_application
10490719,2016-10-19,WO,00,PCT/US2016/057655,pct_application
9737944,2013-05-24,WO,00,PCT/JP2013/064535,pct_application
10633891,2016-08-11,WO,00,PCT/AU2016/050733,pct_application
10612054,2016-11-17,WO,00,PCT/CN2016/106241,pct_application
11330191,2019-11-21,WO,A,WO2019/220890,wo_grant
10130503,2012-03-22,WO,A,WO2012/034193,wo_grant
8490797,2010-01-21,WO,A,WO2010/006461,wo_grant
9637599,2010-09-30,WO,A,WO2010/110998,wo_grant
11306639,2018-08-07,WO,00,PCT/US2018/045624,pct_application
11300595,2020-05-14,WO,A,WO2020/096586,wo_grant
8396068,2008-12-17,WO,00,PCT/KR2008/007471,pct_application
8485304,2009-03-26,WO,A,WO2009/037997,wo_grant
5488373,1992-10-01,WO,A,WO92/16856,wo_grant
11273104,2018-03-05,WO,00,PCT/JP2018/008396,pct_application
10757416,2015-11-05,WO,A,WO2015/167313,wo_grant
10664560,2014-12-19,WO,00,PCT/US2014/071651,pct_application
8583184,2006-12-19,WO,00,PCT/JP2006/325290,pct_application
9460453,2014-09-18,WO,A,WO2014/139098,wo_grant
9024789,2012-06-28,WO,A,WO2012/083808,wo_grant
9150973,2012-08-17,WO,00,PCT/SE2012/050884,pct_application
7514502,2003-11-06,WO,00,PCT/KR03/02363,pct_application
6635096,2001-01-04,WO,A,WO01/00886,wo_grant
10400944,2015-03-31,WO,00,PCT/CA2015/000203,pct_application
4457526,1981-10-09,WO,00,PCT/SE81/00293,pct_application
8272376,2008-04-25,WO,00,PCT/CN2008/070797,pct_application
9587102,2012-11-29,WO,A,WO2012/161134,wo_grant
10564968,2016-09-05,WO,00,PCT/GB2016/052727,pct_application
8960204,2011-12-07,WO,00,PCT/IB2011/055533,pct_application
8470404,2006-03-09,WO,A,WO2006/026734,wo_grant
9914194,2014-07-03,WO,A,WO2014/103806,wo_grant
11195464,2020-06-18,WO,A,WO2020/118833,wo_grant
10553170,2019-02-07,WO,A,WO2019/024442,wo_grant
8828663,2006-09-28,WO,A,WO2006/102264,wo_grant
8510056,2008-11-13,WO,A,WO2008/136787,wo_grant
10185165,2016-03-31,WO,00,PCT/JP2016/060595,pct_application
9511124,2012-10-26,WO,A,WO2012/144501,wo_grant
5338104,1992-08-20,WO,A,WO92/14035,wo_grant
11164383,2021-03-04,WO,A,WO2021/040107,wo_grant
11321555,2021-02-11,WO,A,WO2021/025717,wo_grant
10708948,2017-08-10,WO,A,WO2017/135421,wo_grant
9175758,2004-10-21,WO,A,WO2004/090382,wo_grant
9094846,2011-12-22,WO,A,WO2011/158730,wo_grant
10731504,2017-08-24,WO,00,PCT/FR2017/052270,pct_application
6858167,2001-11-01,WO,A,WO0181450,wo_grant
11219346,2018-01-30,WO,00,PCT/KR2018/001255,pct_application
6661762,1999-06-10,WO,A,WO99/28912,wo_grant
5810001,,WO,00,PCT/US95/00203      ,pct_application
7452968,2003-12-31,WO,00,PCT/US03/41742,pct_application
10648409,2017-08-24,WO,00,PCT/JP2017/030339,pct_application
9233130,2006-05-26,WO,A,WO2006/054135,wo_grant
10028739,2014-09-25,WO,A,WO2014/150468,wo_grant
11313770,2018-06-07,WO,A,WO2018/099775,wo_grant
10529785,2017-01-26,WO,A,WO2017/013255,wo_grant
8518167,2008-07-25,WO,00,PCT/NL2008/050514,pct_application
5471584,1991-11-18,WO,00,PCT/GB91/02034,pct_application
8845554,2008-09-18,WO,A,WO2008/112567,wo_grant
8044184,2005-11-03,WO,A,WO2005/103249,wo_grant
9445406,2013-05-30,WO,A,WO2013/077339,wo_grant
9985517,2015-03-05,WO,A,WO2015/028222,wo_grant
7262165,2003-05-19,WO,00,PCT/EP03/05224,pct_application
7744765,2006-01-23,WO,00,PCT/NO2006/000028,pct_application
5094675,1988-03-30,WO,00,PCT/EP88/00264,pct_application
7228038,2004-07-08,WO,00,PCT/JP2004/010058,pct_application
11261294,2019-03-07,WO,A,WO2019/044214,wo_grant
11093353,2018-03-16,WO,00,PCT/JP2018/010516,pct_application
