patent_id,wipo_field_sequence,wipo_field_id,wipo_sector_title,wipo_field_title
10495418,1,29.0,Mechanical engineering,Other special machines
5562186,0,31.0,Mechanical engineering,Mechanical elements
10778775,0,4.0,Electrical engineering,Digital communication
9170679,0,6.0,Electrical engineering,Computer technology
9451535,0,4.0,Electrical engineering,Digital communication
10121037,1,7.0,Electrical engineering,IT methods for management
5197089,1,8.0,Electrical engineering,Semiconductors
9336176,0,6.0,Electrical engineering,Computer technology
10193968,0,4.0,Electrical engineering,Digital communication
7925389,0,6.0,Electrical engineering,Computer technology
6481855,0,2.0,Electrical engineering,Audio-visual technology
10838239,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
10865481,2,27.0,Mechanical engineering,"Engines, pumps, turbines"
7455585,0,12.0,Instruments,Control
8496825,0,23.0,Chemistry,Chemical engineering
9347140,1,21.0,Chemistry,"Surface technology, coating"
5552855,0,9.0,Instruments,Optics
5491232,1,19.0,Chemistry,Basic materials chemistry 
11388185,0,4.0,Electrical engineering,Digital communication
9933152,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
7490692,1,32.0,Mechanical engineering,Transport
9735058,0,8.0,Electrical engineering,Semiconductors
9479520,0,4.0,Electrical engineering,Digital communication
8253703,0,6.0,Electrical engineering,Computer technology
8692974,0,9.0,Instruments,Optics
4333379,0,34.0,Other fields,Other consumer goods
6581247,0,25.0,Mechanical engineering,Handling
6357237,0,30.0,Mechanical engineering,Thermal processes and apparatus
10393172,3,6.0,Electrical engineering,Computer technology
5911794,0,25.0,Mechanical engineering,Handling
10604268,1,27.0,Mechanical engineering,"Engines, pumps, turbines"
10477881,0,18.0,Chemistry,Food chemistry
7384808,0,8.0,Electrical engineering,Semiconductors
5867809,1,12.0,Instruments,Control
6406065,0,31.0,Mechanical engineering,Mechanical elements
3999059,0,32.0,Mechanical engineering,Transport
6231194,0,9.0,Instruments,Optics
8556722,0,33.0,Other fields,"Furniture, games"
6394681,2,31.0,Mechanical engineering,Mechanical elements
6646969,0,2.0,Electrical engineering,Audio-visual technology
8744211,0,13.0,Instruments,Medical technology
9456116,0,9.0,Instruments,Optics
11308917,0,2.0,Electrical engineering,Audio-visual technology
9520537,1,2.0,Electrical engineering,Audio-visual technology
9446601,0,28.0,Mechanical engineering,Textile and paper machines
3936597,1,5.0,Electrical engineering,Basic communication processes
6172733,0,9.0,Instruments,Optics
6480053,2,12.0,Instruments,Control
7551563,0,4.0,Electrical engineering,Digital communication
10964031,0,6.0,Electrical engineering,Computer technology
8039928,0,8.0,Electrical engineering,Semiconductors
7888064,2,15.0,Chemistry,Biotechnology
10940041,0,13.0,Instruments,Medical technology
8883329,1,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
5991578,0,9.0,Instruments,Optics
9645176,0,10.0,Instruments,Measurement
9798658,0,6.0,Electrical engineering,Computer technology
8382591,0,33.0,Other fields,"Furniture, games"
10159316,2,30.0,Mechanical engineering,Thermal processes and apparatus
8059146,1,9.0,Instruments,Optics
4695203,0,35.0,Other fields,Civil engineering
10868988,1,2.0,Electrical engineering,Audio-visual technology
9508459,1,25.0,Mechanical engineering,Handling
4756773,0,20.0,Chemistry,"Materials, metallurgy"
9062796,0,31.0,Mechanical engineering,Mechanical elements
5428502,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9725273,0,25.0,Mechanical engineering,Handling
9554239,0,4.0,Electrical engineering,Digital communication
8741326,0,16.0,Chemistry,Pharmaceuticals
4828053,0,35.0,Other fields,Civil engineering
8937402,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
10696395,2,9.0,Instruments,Optics
9719109,0,15.0,Chemistry,Biotechnology
10465073,1,19.0,Chemistry,Basic materials chemistry 
5613686,0,29.0,Mechanical engineering,Other special machines
9079422,1,28.0,Mechanical engineering,Textile and paper machines
9042720,1,4.0,Electrical engineering,Digital communication
7186745,1,14.0,Chemistry,Organic fine chemistry
6212643,0,6.0,Electrical engineering,Computer technology
10910391,0,8.0,Electrical engineering,Semiconductors
9482896,1,9.0,Instruments,Optics
4911976,0,21.0,Chemistry,"Surface technology, coating"
6730291,0,18.0,Chemistry,Food chemistry
9086045,0,27.0,Mechanical engineering,"Engines, pumps, turbines"
9533057,1,15.0,Chemistry,Biotechnology
11297530,0,4.0,Electrical engineering,Digital communication
10764625,0,6.0,Electrical engineering,Computer technology
9133657,0,25.0,Mechanical engineering,Handling
9190090,0,2.0,Electrical engineering,Audio-visual technology
6190387,0,13.0,Instruments,Medical technology
9573433,1,31.0,Mechanical engineering,Mechanical elements
7856202,1,9.0,Instruments,Optics
8918870,2,7.0,Electrical engineering,IT methods for management
8088433,1,23.0,Chemistry,Chemical engineering
9222656,1,2.0,Electrical engineering,Audio-visual technology
4382625,0,35.0,Other fields,Civil engineering
8439647,0,26.0,Mechanical engineering,Machine tools
9914113,0,23.0,Chemistry,Chemical engineering
5571958,0,10.0,Instruments,Measurement
9390043,0,6.0,Electrical engineering,Computer technology
7741868,0,5.0,Electrical engineering,Basic communication processes
10089979,0,6.0,Electrical engineering,Computer technology
8602374,0,34.0,Other fields,Other consumer goods
10027330,1,6.0,Electrical engineering,Computer technology
11313257,1,27.0,Mechanical engineering,"Engines, pumps, turbines"
9706067,1,3.0,Electrical engineering,Telecommunications
7804379,0,5.0,Electrical engineering,Basic communication processes
10980363,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
10442317,0,32.0,Mechanical engineering,Transport
8792763,0,9.0,Instruments,Optics
7035546,0,3.0,Electrical engineering,Telecommunications
9124954,0,4.0,Electrical engineering,Digital communication
8944298,0,33.0,Other fields,"Furniture, games"
9917894,1,4.0,Electrical engineering,Digital communication
8800083,0,34.0,Other fields,Other consumer goods
4326308,1,35.0,Other fields,Civil engineering
10241995,1,4.0,Electrical engineering,Digital communication
7434999,0,31.0,Mechanical engineering,Mechanical elements
8583809,0,4.0,Electrical engineering,Digital communication
6388810,0,9.0,Instruments,Optics
8565736,0,4.0,Electrical engineering,Digital communication
10295807,1,2.0,Electrical engineering,Audio-visual technology
9165318,0,7.0,Electrical engineering,IT methods for management
10155606,0,25.0,Mechanical engineering,Handling
5507633,0,29.0,Mechanical engineering,Other special machines
5638492,1,27.0,Mechanical engineering,"Engines, pumps, turbines"
10349619,2,32.0,Mechanical engineering,Transport
11133703,2,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
10732160,0,10.0,Instruments,Measurement
7505524,0,4.0,Electrical engineering,Digital communication
6455632,1,19.0,Chemistry,Basic materials chemistry 
4652328,1,35.0,Other fields,Civil engineering
8082616,0,17.0,Chemistry,"Macromolecular chemistry, polymers"
6783554,0,13.0,Instruments,Medical technology
5159737,0,23.0,Chemistry,Chemical engineering
8931007,0,4.0,Electrical engineering,Digital communication
7820145,0,16.0,Chemistry,Pharmaceuticals
5444719,0,5.0,Electrical engineering,Basic communication processes
8026836,1,4.0,Electrical engineering,Digital communication
10836334,0,32.0,Mechanical engineering,Transport
7165110,0,4.0,Electrical engineering,Digital communication
8266726,0,23.0,Chemistry,Chemical engineering
8907449,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
10382795,1,6.0,Electrical engineering,Computer technology
7789076,0,27.0,Mechanical engineering,"Engines, pumps, turbines"
8010347,2,6.0,Electrical engineering,Computer technology
10115063,1,7.0,Electrical engineering,IT methods for management
9232466,0,4.0,Electrical engineering,Digital communication
5285958,0,23.0,Chemistry,Chemical engineering
8968746,1,15.0,Chemistry,Biotechnology
7930202,0,7.0,Electrical engineering,IT methods for management
4019100,0,28.0,Mechanical engineering,Textile and paper machines
10590277,1,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9609028,0,4.0,Electrical engineering,Digital communication
5213942,0,9.0,Instruments,Optics
7249618,0,25.0,Mechanical engineering,Handling
7582840,0,6.0,Electrical engineering,Computer technology
6961294,0,2.0,Electrical engineering,Audio-visual technology
8809217,0,23.0,Chemistry,Chemical engineering
9774726,1,4.0,Electrical engineering,Digital communication
10983961,0,6.0,Electrical engineering,Computer technology
9012795,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
5499751,0,13.0,Instruments,Medical technology
8315150,1,3.0,Electrical engineering,Telecommunications
8915039,1,26.0,Mechanical engineering,Machine tools
5408203,0,5.0,Electrical engineering,Basic communication processes
5515194,0,3.0,Electrical engineering,Telecommunications
7622607,0,14.0,Chemistry,Organic fine chemistry
9250464,1,22.0,Chemistry,Micro-structural and nano-technology
7853346,1,12.0,Instruments,Control
6244323,0,9.0,Instruments,Optics
6179447,1,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
10579885,0,6.0,Electrical engineering,Computer technology
11278099,0,34.0,Other fields,Other consumer goods
10377684,1,19.0,Chemistry,Basic materials chemistry 
10376875,0,24.0,Chemistry,Environmental technology
9037238,0,13.0,Instruments,Medical technology
4039410,0,21.0,Chemistry,"Surface technology, coating"
4180206,2,7.0,Electrical engineering,IT methods for management
7437383,0,6.0,Electrical engineering,Computer technology
10279014,1,16.0,Chemistry,Pharmaceuticals
5245444,0,3.0,Electrical engineering,Telecommunications
10205789,1,6.0,Electrical engineering,Computer technology
5274502,0,29.0,Mechanical engineering,Other special machines
7597517,0,31.0,Mechanical engineering,Mechanical elements
11128840,1,4.0,Electrical engineering,Digital communication
7900724,1,32.0,Mechanical engineering,Transport
7572805,1,14.0,Chemistry,Organic fine chemistry
5415974,0,9.0,Instruments,Optics
8077327,1,26.0,Mechanical engineering,Machine tools
10675412,1,27.0,Mechanical engineering,"Engines, pumps, turbines"
4635263,0,9.0,Instruments,Optics
8997743,0,13.0,Instruments,Medical technology
5795652,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
8499561,0,27.0,Mechanical engineering,"Engines, pumps, turbines"
4047852,1,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9782317,1,13.0,Instruments,Medical technology
10976694,0,9.0,Instruments,Optics
8613942,0,13.0,Instruments,Medical technology
5381669,0,10.0,Instruments,Measurement
8298057,1,30.0,Mechanical engineering,Thermal processes and apparatus
5328462,1,21.0,Chemistry,"Surface technology, coating"
9176552,1,10.0,Instruments,Measurement
11440951,1,15.0,Chemistry,Biotechnology
7939720,1,29.0,Mechanical engineering,Other special machines
6447645,0,28.0,Mechanical engineering,Textile and paper machines
8649605,0,10.0,Instruments,Measurement
9601177,0,6.0,Electrical engineering,Computer technology
7870551,0,6.0,Electrical engineering,Computer technology
7900226,0,4.0,Electrical engineering,Digital communication
9121967,0,10.0,Instruments,Measurement
8040940,1,4.0,Electrical engineering,Digital communication
6186752,1,27.0,Mechanical engineering,"Engines, pumps, turbines"
4958743,0,31.0,Mechanical engineering,Mechanical elements
5192827,1,5.0,Electrical engineering,Basic communication processes
8066624,0,33.0,Other fields,"Furniture, games"
4010492,1,5.0,Electrical engineering,Basic communication processes
7665249,1,13.0,Instruments,Medical technology
4679580,1,27.0,Mechanical engineering,"Engines, pumps, turbines"
4612011,0,13.0,Instruments,Medical technology
6548777,0,32.0,Mechanical engineering,Transport
8760431,0,6.0,Electrical engineering,Computer technology
6297348,0,14.0,Chemistry,Organic fine chemistry
7515604,0,4.0,Electrical engineering,Digital communication
10988880,0,28.0,Mechanical engineering,Textile and paper machines
10411095,0,8.0,Electrical engineering,Semiconductors
9736405,1,2.0,Electrical engineering,Audio-visual technology
8559954,0,4.0,Electrical engineering,Digital communication
4166970,0,2.0,Electrical engineering,Audio-visual technology
6898495,1,6.0,Electrical engineering,Computer technology
5310264,1,31.0,Mechanical engineering,Mechanical elements
9787421,1,3.0,Electrical engineering,Telecommunications
9267125,0,15.0,Chemistry,Biotechnology
8118927,0,20.0,Chemistry,"Materials, metallurgy"
4191950,0,13.0,Instruments,Medical technology
4207670,1,8.0,Electrical engineering,Semiconductors
4596561,0,13.0,Instruments,Medical technology
6294247,0,20.0,Chemistry,"Materials, metallurgy"
5109839,0,13.0,Instruments,Medical technology
5435553,0,33.0,Other fields,"Furniture, games"
9980276,0,4.0,Electrical engineering,Digital communication
9602258,0,4.0,Electrical engineering,Digital communication
6830040,0,27.0,Mechanical engineering,"Engines, pumps, turbines"
8929274,0,4.0,Electrical engineering,Digital communication
4686517,0,12.0,Instruments,Control
7190739,1,4.0,Electrical engineering,Digital communication
4307928,0,10.0,Instruments,Measurement
9524809,2,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
10025235,0,9.0,Instruments,Optics
5081031,0,15.0,Chemistry,Biotechnology
5821002,2,19.0,Chemistry,Basic materials chemistry 
10521793,0,4.0,Electrical engineering,Digital communication
4103549,0,32.0,Mechanical engineering,Transport
10986886,0,34.0,Other fields,Other consumer goods
6213604,0,29.0,Mechanical engineering,Other special machines
7150529,0,9.0,Instruments,Optics
10265211,0,13.0,Instruments,Medical technology
6398946,0,19.0,Chemistry,Basic materials chemistry 
9450119,1,19.0,Chemistry,Basic materials chemistry 
11169240,1,3.0,Electrical engineering,Telecommunications
4634264,0,9.0,Instruments,Optics
6801582,1,4.0,Electrical engineering,Digital communication
8736183,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
4268823,0,12.0,Instruments,Control
10909849,3,32.0,Mechanical engineering,Transport
6612379,0,29.0,Mechanical engineering,Other special machines
5171868,0,14.0,Chemistry,Organic fine chemistry
10367138,1,6.0,Electrical engineering,Computer technology
5641736,0,19.0,Chemistry,Basic materials chemistry 
6060494,1,14.0,Chemistry,Organic fine chemistry
4858968,0,31.0,Mechanical engineering,Mechanical elements
7899397,0,4.0,Electrical engineering,Digital communication
5739443,0,10.0,Instruments,Measurement
10534313,0,9.0,Instruments,Optics
11141633,0,33.0,Other fields,"Furniture, games"
6184828,0,3.0,Electrical engineering,Telecommunications
6345155,1,9.0,Instruments,Optics
6035364,1,4.0,Electrical engineering,Digital communication
6934746,0,3.0,Electrical engineering,Telecommunications
7816860,0,8.0,Electrical engineering,Semiconductors
4817318,1,35.0,Other fields,Civil engineering
11043464,0,8.0,Electrical engineering,Semiconductors
4560847,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9332209,1,4.0,Electrical engineering,Digital communication
8053183,0,16.0,Chemistry,Pharmaceuticals
10890578,1,10.0,Instruments,Measurement
7180445,0,10.0,Instruments,Measurement
9150755,0,17.0,Chemistry,"Macromolecular chemistry, polymers"
4659350,1,31.0,Mechanical engineering,Mechanical elements
10105956,0,28.0,Mechanical engineering,Textile and paper machines
8678589,0,13.0,Instruments,Medical technology
10841299,0,6.0,Electrical engineering,Computer technology
11020742,1,23.0,Chemistry,Chemical engineering
8247420,0,16.0,Chemistry,Pharmaceuticals
11027963,0,25.0,Mechanical engineering,Handling
5644839,0,2.0,Electrical engineering,Audio-visual technology
4091814,1,13.0,Instruments,Medical technology
8285301,0,10.0,Instruments,Measurement
9299136,1,6.0,Electrical engineering,Computer technology
6887144,0,21.0,Chemistry,"Surface technology, coating"
7638375,0,8.0,Electrical engineering,Semiconductors
10849314,2,29.0,Mechanical engineering,Other special machines
8035704,0,2.0,Electrical engineering,Audio-visual technology
4442946,0,25.0,Mechanical engineering,Handling
9597323,0,16.0,Chemistry,Pharmaceuticals
4378130,0,32.0,Mechanical engineering,Transport
7144539,2,2.0,Electrical engineering,Audio-visual technology
6961312,1,6.0,Electrical engineering,Computer technology
4904278,1,14.0,Chemistry,Organic fine chemistry
4585999,0,5.0,Electrical engineering,Basic communication processes
10572699,2,4.0,Electrical engineering,Digital communication
11397268,0,24.0,Chemistry,Environmental technology
6100175,0,8.0,Electrical engineering,Semiconductors
5058244,0,34.0,Other fields,Other consumer goods
8735444,2,14.0,Chemistry,Organic fine chemistry
5459276,1,11.0,Instruments,Analysis of biological materials
5445923,0,28.0,Mechanical engineering,Textile and paper machines
4112458,0,8.0,Electrical engineering,Semiconductors
6824157,0,32.0,Mechanical engineering,Transport
9052431,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9570916,1,27.0,Mechanical engineering,"Engines, pumps, turbines"
9688325,0,32.0,Mechanical engineering,Transport
7501883,0,5.0,Electrical engineering,Basic communication processes
5101436,0,6.0,Electrical engineering,Computer technology
8197887,2,9.0,Instruments,Optics
11418278,0,4.0,Electrical engineering,Digital communication
6492122,1,6.0,Electrical engineering,Computer technology
7910320,1,11.0,Instruments,Analysis of biological materials
9346312,0,34.0,Other fields,Other consumer goods
8383512,0,8.0,Electrical engineering,Semiconductors
4788177,0,14.0,Chemistry,Organic fine chemistry
6722915,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
8712790,1,7.0,Electrical engineering,IT methods for management
10138168,1,20.0,Chemistry,"Materials, metallurgy"
5278062,1,19.0,Chemistry,Basic materials chemistry 
4708436,0,8.0,Electrical engineering,Semiconductors
8202222,1,34.0,Other fields,Other consumer goods
7998826,1,9.0,Instruments,Optics
4222658,1,13.0,Instruments,Medical technology
6234718,0,29.0,Mechanical engineering,Other special machines
8454753,1,25.0,Mechanical engineering,Handling
4434875,0,25.0,Mechanical engineering,Handling
4668874,0,32.0,Mechanical engineering,Transport
4800708,0,29.0,Mechanical engineering,Other special machines
6702937,0,19.0,Chemistry,Basic materials chemistry 
11060097,1,16.0,Chemistry,Pharmaceuticals
10428014,1,23.0,Chemistry,Chemical engineering
4312544,0,32.0,Mechanical engineering,Transport
6704540,0,9.0,Instruments,Optics
9677041,0,15.0,Chemistry,Biotechnology
9423279,1,12.0,Instruments,Control
6560763,0,6.0,Electrical engineering,Computer technology
7438129,0,24.0,Chemistry,Environmental technology
7315177,0,10.0,Instruments,Measurement
9384433,1,9.0,Instruments,Optics
4819888,0,25.0,Mechanical engineering,Handling
5274968,0,35.0,Other fields,Civil engineering
4056238,0,25.0,Mechanical engineering,Handling
3960068,0,29.0,Mechanical engineering,Other special machines
9271006,1,6.0,Electrical engineering,Computer technology
10398970,0,33.0,Other fields,"Furniture, games"
7147002,1,31.0,Mechanical engineering,Mechanical elements
9623553,2,13.0,Instruments,Medical technology
9858070,0,6.0,Electrical engineering,Computer technology
7425036,0,32.0,Mechanical engineering,Transport
8780222,0,2.0,Electrical engineering,Audio-visual technology
9716220,0,9.0,Instruments,Optics
9233526,0,21.0,Chemistry,"Surface technology, coating"
5516173,0,26.0,Mechanical engineering,Machine tools
9218634,0,7.0,Electrical engineering,IT methods for management
8688224,1,13.0,Instruments,Medical technology
9685213,1,4.0,Electrical engineering,Digital communication
4980680,0,12.0,Instruments,Control
5022613,1,32.0,Mechanical engineering,Transport
6431675,0,28.0,Mechanical engineering,Textile and paper machines
9630450,1,34.0,Other fields,Other consumer goods
4454668,0,34.0,Other fields,Other consumer goods
7778534,1,10.0,Instruments,Measurement
7851269,1,8.0,Electrical engineering,Semiconductors
4256604,1,23.0,Chemistry,Chemical engineering
11356389,0,6.0,Electrical engineering,Computer technology
9946269,2,12.0,Instruments,Control
4679506,0,32.0,Mechanical engineering,Transport
7738281,0,6.0,Electrical engineering,Computer technology
6805904,0,2.0,Electrical engineering,Audio-visual technology
4148951,1,28.0,Mechanical engineering,Textile and paper machines
6303538,0,23.0,Chemistry,Chemical engineering
8514419,0,3.0,Electrical engineering,Telecommunications
6656629,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
11283823,0,4.0,Electrical engineering,Digital communication
10481540,1,3.0,Electrical engineering,Telecommunications
11401736,2,32.0,Mechanical engineering,Transport
10695234,0,13.0,Instruments,Medical technology
9011875,0,16.0,Chemistry,Pharmaceuticals
6042993,0,9.0,Instruments,Optics
8845174,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9583899,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9824797,1,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9784874,1,34.0,Other fields,Other consumer goods
5297371,0,35.0,Other fields,Civil engineering
9621521,0,4.0,Electrical engineering,Digital communication
5305934,1,9.0,Instruments,Optics
9663226,1,7.0,Electrical engineering,IT methods for management
5229432,0,17.0,Chemistry,"Macromolecular chemistry, polymers"
9503650,0,2.0,Electrical engineering,Audio-visual technology
11048709,0,6.0,Electrical engineering,Computer technology
10314185,3,34.0,Other fields,Other consumer goods
5471921,2,26.0,Mechanical engineering,Machine tools
5856462,0,15.0,Chemistry,Biotechnology
10943851,2,2.0,Electrical engineering,Audio-visual technology
4468375,0,20.0,Chemistry,"Materials, metallurgy"
9717270,0,16.0,Chemistry,Pharmaceuticals
5739573,0,8.0,Electrical engineering,Semiconductors
10688804,0,28.0,Mechanical engineering,Textile and paper machines
4015414,0,28.0,Mechanical engineering,Textile and paper machines
4619515,0,9.0,Instruments,Optics
8302143,0,4.0,Electrical engineering,Digital communication
8726034,1,4.0,Electrical engineering,Digital communication
9816639,0,30.0,Mechanical engineering,Thermal processes and apparatus
10927429,1,21.0,Chemistry,"Surface technology, coating"
10130001,0,2.0,Electrical engineering,Audio-visual technology
7617639,0,32.0,Mechanical engineering,Transport
7145606,0,6.0,Electrical engineering,Computer technology
10465501,1,35.0,Other fields,Civil engineering
9176000,0,10.0,Instruments,Measurement
6487808,0,29.0,Mechanical engineering,Other special machines
4395085,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
10137855,0,32.0,Mechanical engineering,Transport
4129621,1,23.0,Chemistry,Chemical engineering
9692279,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
4807443,0,18.0,Chemistry,Food chemistry
6717532,1,5.0,Electrical engineering,Basic communication processes
4114346,0,33.0,Other fields,"Furniture, games"
11036665,0,6.0,Electrical engineering,Computer technology
5865515,1,32.0,Mechanical engineering,Transport
8804959,0,4.0,Electrical engineering,Digital communication
9227928,0,14.0,Chemistry,Organic fine chemistry
9345234,0,29.0,Mechanical engineering,Other special machines
9157628,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
11079341,2,10.0,Instruments,Measurement
8220612,0,25.0,Mechanical engineering,Handling
6174685,1,15.0,Chemistry,Biotechnology
10856847,3,22.0,Chemistry,Micro-structural and nano-technology
6732158,0,4.0,Electrical engineering,Digital communication
7410210,0,32.0,Mechanical engineering,Transport
5217966,0,14.0,Chemistry,Organic fine chemistry
6465707,1,17.0,Chemistry,"Macromolecular chemistry, polymers"
4973650,0,17.0,Chemistry,"Macromolecular chemistry, polymers"
5214299,0,8.0,Electrical engineering,Semiconductors
5602457,1,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
4211463,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
8911841,2,17.0,Chemistry,"Macromolecular chemistry, polymers"
7576071,1,14.0,Chemistry,Organic fine chemistry
7574608,0,4.0,Electrical engineering,Digital communication
9609916,1,34.0,Other fields,Other consumer goods
7801032,0,4.0,Electrical engineering,Digital communication
6002096,0,23.0,Chemistry,Chemical engineering
6584222,0,2.0,Electrical engineering,Audio-visual technology
11225242,1,27.0,Mechanical engineering,"Engines, pumps, turbines"
4010742,0,13.0,Instruments,Medical technology
7865103,0,9.0,Instruments,Optics
5389261,0,23.0,Chemistry,Chemical engineering
7705933,0,9.0,Instruments,Optics
4135898,1,24.0,Chemistry,Environmental technology
5151695,1,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9597318,0,16.0,Chemistry,Pharmaceuticals
7838725,1,13.0,Instruments,Medical technology
9059029,0,8.0,Electrical engineering,Semiconductors
10819938,1,10.0,Instruments,Measurement
11195337,1,2.0,Electrical engineering,Audio-visual technology
10790451,1,14.0,Chemistry,Organic fine chemistry
10197601,1,10.0,Instruments,Measurement
6180081,1,20.0,Chemistry,"Materials, metallurgy"
10033456,1,3.0,Electrical engineering,Telecommunications
4664644,1,31.0,Mechanical engineering,Mechanical elements
4847527,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
6657085,0,14.0,Chemistry,Organic fine chemistry
8639690,1,7.0,Electrical engineering,IT methods for management
4380971,0,27.0,Mechanical engineering,"Engines, pumps, turbines"
6225798,0,10.0,Instruments,Measurement
4839235,1,21.0,Chemistry,"Surface technology, coating"
7966585,0,9.0,Instruments,Optics
10611791,0,14.0,Chemistry,Organic fine chemistry
10272982,0,32.0,Mechanical engineering,Transport
10065585,0,27.0,Mechanical engineering,"Engines, pumps, turbines"
8894296,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
6161974,0,34.0,Other fields,Other consumer goods
5223288,0,25.0,Mechanical engineering,Handling
8899114,0,10.0,Instruments,Measurement
7579515,0,15.0,Chemistry,Biotechnology
10962100,2,31.0,Mechanical engineering,Mechanical elements
6391281,0,16.0,Chemistry,Pharmaceuticals
4713180,0,20.0,Chemistry,"Materials, metallurgy"
5562270,0,6.0,Electrical engineering,Computer technology
6169533,0,2.0,Electrical engineering,Audio-visual technology
11447520,1,15.0,Chemistry,Biotechnology
10025407,2,3.0,Electrical engineering,Telecommunications
10132102,1,29.0,Mechanical engineering,Other special machines
7275938,0,10.0,Instruments,Measurement
9586602,0,31.0,Mechanical engineering,Mechanical elements
8722437,4,22.0,Chemistry,Micro-structural and nano-technology
10297358,2,23.0,Chemistry,Chemical engineering
9233569,1,3.0,Electrical engineering,Telecommunications
7211287,0,18.0,Chemistry,Food chemistry
4545189,0,29.0,Mechanical engineering,Other special machines
6980128,0,10.0,Instruments,Measurement
5561524,0,10.0,Instruments,Measurement
6142609,1,28.0,Mechanical engineering,Textile and paper machines
8862039,0,9.0,Instruments,Optics
9570399,0,8.0,Electrical engineering,Semiconductors
9061965,1,13.0,Instruments,Medical technology
10673375,1,9.0,Instruments,Optics
4351710,1,15.0,Chemistry,Biotechnology
8201875,0,32.0,Mechanical engineering,Transport
10404803,0,13.0,Instruments,Medical technology
5856560,0,14.0,Chemistry,Organic fine chemistry
4889537,0,19.0,Chemistry,Basic materials chemistry 
3978670,0,32.0,Mechanical engineering,Transport
10187396,0,4.0,Electrical engineering,Digital communication
10245331,1,14.0,Chemistry,Organic fine chemistry
9586374,2,28.0,Mechanical engineering,Textile and paper machines
10903331,0,8.0,Electrical engineering,Semiconductors
4567580,0,6.0,Electrical engineering,Computer technology
9643802,1,32.0,Mechanical engineering,Transport
5895846,0,32.0,Mechanical engineering,Transport
9750217,0,18.0,Chemistry,Food chemistry
5260212,1,16.0,Chemistry,Pharmaceuticals
10749874,1,6.0,Electrical engineering,Computer technology
5924236,0,29.0,Mechanical engineering,Other special machines
8825065,0,4.0,Electrical engineering,Digital communication
5108654,1,14.0,Chemistry,Organic fine chemistry
4470794,0,34.0,Other fields,Other consumer goods
10636841,0,8.0,Electrical engineering,Semiconductors
5538728,0,14.0,Chemistry,Organic fine chemistry
4295467,0,13.0,Instruments,Medical technology
9120294,1,29.0,Mechanical engineering,Other special machines
5070613,1,26.0,Mechanical engineering,Machine tools
11023631,0,5.0,Electrical engineering,Basic communication processes
5891918,0,19.0,Chemistry,Basic materials chemistry 
4250617,0,26.0,Mechanical engineering,Machine tools
6756604,0,8.0,Electrical engineering,Semiconductors
6262625,0,5.0,Electrical engineering,Basic communication processes
5305079,0,10.0,Instruments,Measurement
11168397,0,28.0,Mechanical engineering,Textile and paper machines
10203212,0,10.0,Instruments,Measurement
5243655,0,6.0,Electrical engineering,Computer technology
7980038,0,35.0,Other fields,Civil engineering
5572907,1,32.0,Mechanical engineering,Transport
5139280,0,29.0,Mechanical engineering,Other special machines
8015202,0,6.0,Electrical engineering,Computer technology
9999018,0,4.0,Electrical engineering,Digital communication
7324879,2,32.0,Mechanical engineering,Transport
9412355,1,21.0,Chemistry,"Surface technology, coating"
10257420,0,2.0,Electrical engineering,Audio-visual technology
6695637,0,2.0,Electrical engineering,Audio-visual technology
8161354,0,6.0,Electrical engineering,Computer technology
6293482,1,10.0,Instruments,Measurement
4670100,0,17.0,Chemistry,"Macromolecular chemistry, polymers"
10093502,0,25.0,Mechanical engineering,Handling
8096093,0,35.0,Other fields,Civil engineering
