patent_id,citation_sequence,citation_application_id,citation_date,citation_category,citation_country
10769217,24,2010-261803,2010-11-01,cited by applicant,JP
11338104,18,2 277 689,1994-11-01,cited by applicant,GB
6090106,118,WO 84/03829,1984-10-01,,WO
7299015,3,2002-100937,2002-04-01,cited by other,JP
8217433,8,WO-89/09283,1989-10-01,cited by other,WO
7384588,6,0 722 980,1996-07-01,cited by other,EP
9743937,39,WO 03/101350,2003-12-01,cited by applicant,WO
10506738,50,2011075819,2011-04-01,cited by applicant,JP
10979095,47,2012067622,2012-05-01,cited by applicant,WO
6927511,4,1 087 687,1960-08-01,cited by other,DE
10914566,6,2800459,2001-05-01,cited by applicant,FR
7119813,7,11076614,1999-03-01,cited by other,JP
6539999,20,2.093.060,1972-01-01,cited by examiner,FR
9543194,5,5342811,2013-11-01,cited by applicant,JP
11247044,22,WO 2016/183689,2016-11-01,cited by applicant,WO
9689365,13,63124828,1988-05-01,cited by examiner,JP
8784651,0,0 387 774,1990-09-01,cited by applicant,EP
9481967,8,10-0697032,2007-03-01,cited by applicant,KR
9422141,3,2008087914,2008-04-01,cited by applicant,JP
11104746,2,WO2014/125501,2014-08-01,cited by applicant,WO
11002131,0,2759674,2014-07-01,cited by applicant,EP
7540237,2,03/102944,2003-12-01,cited by other,WO
11232261,1,2017216137,2017-12-01,cited by applicant,WO
8425640,9,2000246542,2000-09-01,cited by applicant,JP
10999005,2,105850059,2016-08-01,cited by applicant,CN
9375566,2,10066698,2001-01-01,cited by applicant,EP
8927404,1,2004-336019,2004-11-01,cited by applicant,JP
9415108,1,2407179,2012-01-01,cited by applicant,EP
7093706,5,WO 2000/78650,2000-12-01,cited by other,WO
6609419,18,WO 96/06747,1996-03-01,cited by other,WO
5523870,0,59-122164,1984-07-01,,JP
8827954,34,WO 98/17204,1998-04-01,cited by applicant,WO
9855166,28,WO 2010/017477,2010-02-01,cited by applicant,WO
7654992,6,WO 02/094152,2002-11-01,cited by other,WO
4998747,9,2370489,1978-06-01,,FR
8961572,39,02/30307,2002-04-01,cited by applicant,WO
11007485,1,0 219 383,1987-04-01,cited by applicant,EP
8887956,7,1609604,2005-12-01,cited by applicant,EP
6822030,6,53016-741,1978-02-01,cited by other,JP
9918704,25,102188270,2011-09-01,cited by applicant,CN
11051376,2,WO 2019/049184,2019-03-01,cited by applicant,WO
11179150,436,1857057,2007-11-01,cited by applicant,EP
6241636,1,2136243,1975-01-01,,DE
6480453,1,0 518 259,1992-12-01,cited by other,EP
9988803,4,19903680,2000-08-01,cited by examiner,DE
10051243,27,2003-050112,2003-02-01,cited by applicant,JP
10130500,9,WO-2007/095031,2007-08-01,cited by applicant,WO
9468647,15,WO 02/067991,2002-09-01,cited by applicant,WO
5148703,2,653530,1979-03-01,,SU
5218497,1,50-65211,1975-06-01,,JP
10627513,1,2008-96181,2008-04-01,cited by applicant,JP
8894033,65,WO 2010/071085,2010-06-01,cited by applicant,WO
6264938,21,860303,1961-02-01,,GB
6734323,0,0 106 158,1984-04-01,cited by other,EP
9157141,5,2227201,2004-04-01,cited by applicant,RU
8717533,38,A-2000-505958,2000-05-01,cited by applicant,JP
5772996,1,0289667,1988-11-01,,EPX
9566855,4,4556921,2010-10-01,cited by applicant,JP
5360820,0,1123088,1988-08-01,,AU
10806036,119,200539406,2005-12-01,cited by applicant,TW
D921440,2,201614230,2016-08-01,cited by applicant,AU
11084014,67,WO 2004/029586,2004-04-01,cited by applicant,WO
10873677,1,2008-152122,2008-07-01,cited by applicant,JP
11173162,531,WO 2011/103441,2011-08-01,cited by applicant,WO
9546180,144,WO 2007/079164,2007-07-01,cited by applicant,WO
10230245,302,S56042365,1981-04-01,cited by applicant,JP
7906524,15,WO-01/07009,2001-02-01,cited by other,WO
7117517,1,0 596 823,1994-05-01,cited by other,EP
4687323,4,1276688,1968-09-01,,DE
10588612,58,178940,1991-01-01,cited by applicant,EP
10689648,11,2012018754,2012-02-01,cited by applicant,WO
5149396,1,0282015,1988-09-01,,EP
9806869,19,WO 2005/122458,2005-12-01,cited by applicant,WO
11040202,3,2017/100866,2017-06-01,cited by applicant,WO
8834688,111,WO 2007/123917,2007-11-01,cited by applicant,WO
RE42756,130,WO 92/08342,1992-05-01,cited by other,WO
10992238,198,1034465,2000-09-01,cited by applicant,EP
4397162,0,45-1946,1970-01-01,,JP
10299808,19,202005011496,2006-07-01,cited by applicant,DE
11358131,26,2003033550,2003-04-01,cited by applicant,WO
11289041,2,106054478,2016-10-01,cited by applicant,CN
5485252,3,5-232780,1993-09-01,,JP
10164530,9,2011/065051,2011-06-01,cited by applicant,WO
8562516,9,06-054796,1994-03-01,cited by applicant,JP
11274275,14,2014000039,2014-01-01,cited by applicant,JP
10303641,81,1530952,2005-05-01,cited by applicant,EP
7311083,1,19620883,1997-11-01,cited by other,DE
11124782,687,WO 2014/193583,2014-12-01,cited by applicant,WO
9359228,1,9-103608,1997-04-01,cited by applicant,JP
10491340,16,2012124552,2012-09-01,cited by applicant,WO
7772263,3,WO03/053940,2003-07-01,cited by other,WO
4109801,0,"960,727",1964-06-01,,GB
9288873,19,2008-159483,2008-07-01,cited by applicant,JP
9864494,60,20060019198,2006-03-01,cited by applicant,KR
8780463,1,2 090 916,2009-08-01,cited by applicant,EP
10147624,1,101460378,2009-06-01,cited by applicant,CN
6716253,10,2107472,1983-04-01,cited by other,GB
6097190,0,2 514 153,1983-04-01,,FR
10716489,1,2010105261,2010-09-01,cited by applicant,WO
11078598,5,2005-225710,2005-08-01,cited by applicant,JP
6627708,0,31 17 514,1981-02-01,cited by other,DE
8353438,52,484677,1996-06-01,cited by applicant,EP
5369964,2,0016133,1983-01-01,,JP
9561270,10,610250,1994-08-01,cited by applicant,EP
7654323,51,WO2005110942,2005-11-01,cited by other,WO
10467930,4,20-2009-0012941,2009-12-01,cited by applicant,KR
4741661,3,2044721,1980-10-01,,GB
9130823,11,WO 2010/050643,2010-05-01,cited by applicant,WO
10585321,46,490391,2002-06-01,cited by applicant,TW
8652507,98,WO-9209697,1992-06-01,cited by applicant,WO
9186677,40,2004-531360,2004-10-01,cited by applicant,JP
10393061,1,H11-229955,1999-08-01,cited by applicant,JP
8734267,21,3081404,2001-08-01,cited by applicant,JP
5081327,2,0278353,1988-11-01,,JP
7793692,0,1 533 141,2005-05-01,cited by other,EP
9482102,2,1040825,1966-09-01,cited by applicant,GB
10710017,8,1 357 997,2006-09-01,cited by applicant,EA
8721794,0,101348429,2009-01-01,cited by applicant,CN
7374891,0,WO 97/26913,1997-07-01,cited by other,WO
11196042,61,WO-2010/128310,2010-11-01,cited by applicant,WO
10318275,2,10-0883208,2009-02-01,cited by applicant,KR
9330825,16,WO-2007/081830,2007-07-01,cited by applicant,WO
11028973,15,204741593,2015-11-01,cited by applicant,CN
5572052,1,2-6335,1990-01-01,,JP
8573461,326,1752361,1992-08-01,cited by applicant,SU
10065386,11,2011-194466,2011-10-01,cited by applicant,JP
8188647,53,A 08-227276,1996-09-01,cited by other,JP
10467651,1,2106122,1994-03-01,cited by applicant,CA
7911359,24,WO 03/034570,2003-04-01,cited by other,WO
9165952,57,WO-90/13148,1990-11-01,cited by applicant,WO
4637472,4,366704,1935-02-01,,GB
8546718,0,3-106572,1991-05-01,cited by applicant,JP
9809354,1,202011080462,2013-02-01,cited by applicant,DE
8234675,14,2000-217058,2000-08-01,cited by other,JP
8983565,34,WO 2008/137604,2008-11-01,cited by applicant,WO
8052822,1,1 230 297,1968-08-01,cited by other,GB
7891383,0,268869,1988-06-01,cited by other,EP
6114819,4,3411455,1991-11-01,,DE
6331607,0,1 254 635,1967-11-01,,DE
7935351,53,WO 01/22990,2001-04-01,cited by other,WO
9885024,39,9511987,1995-05-01,cited by applicant,WO
10989263,17,H8188656,1996-07-01,cited by applicant,JP
10258616,19,1813276,2007-08-01,cited by applicant,EP
8958779,7,00/77978,2000-12-01,cited by applicant,WO
11209957,30,2016-177151,2016-10-01,cited by applicant,JP
9886914,9,2008/140308,2008-11-01,cited by applicant,WO
8968308,53,2001-128990,2001-05-01,cited by applicant,JP
8123776,31,WO 97/17914,1997-05-01,cited by other,WO
8346328,57,4174648,1992-06-01,cited by other,JP
10857138,3,2013/149121,2013-10-01,cited by applicant,WO
6613298,0,60-148068,1985-08-01,cited by other,JP
7279257,2,6-324474,1994-11-01,cited by other,JP
7620559,0,387389,1990-09-01,cited by other,EP
6978613,2,WO 00/64804,2000-11-01,cited by other,WO
9028181,2,102005015787,2006-10-01,cited by examiner,DE
5209245,7,54-50158,1979-04-01,,JP
6433138,0,125023,1984-11-01,cited by other,EP
7595513,3,0 509 389,1992-10-01,cited by other,EP
4997653,0,0158277,1985-10-01,,EP
6538538,1,04-107940,1992-04-01,cited by examiner,JP
8787449,2,2 157 799,2010-02-01,cited by applicant,EP
10777346,3,2013-149943,2013-08-01,cited by applicant,JP
11083325,3,1 864 598,2007-12-01,cited by applicant,EP
9830552,133,2000-242754,2000-09-01,cited by applicant,JP
5278612,2,1-66669,1989-03-01,,JP
8549582,13,2000-183935,2000-06-01,cited by applicant,JP
10731201,36,S62-119460,1987-05-01,cited by applicant,JP
9399789,0,5271538,1977-05-01,cited by applicant,JP
7855340,4,513 771,1930-11-01,cited by other,DE
11325537,5,WO2019029717,2019-02-01,cited by examiner,WO
8926592,75,WO 96/05873,1996-02-01,cited by applicant,WO
8072331,8,1291748,2003-03-01,cited by other,EP
4512756,0,87441,1983-05-01,,NO
10206399,7,96/07323,1996-03-01,cited by applicant,WO
10823374,45,WO-2001/053919,2001-07-01,cited by applicant,WO
7169688,17,H9022935,1997-01-01,cited by other,JP
6056721,0,WO 90/07352,1990-07-01,,WO
7562721,16,8103518,1981-12-01,cited by other,WO
10787942,7,102015005692,2016-11-01,cited by applicant,DE
7326177,3,90 04513,1990-06-01,cited by other,DE
7323288,4,1338435,2003-08-01,cited by other,EP
5437876,17,0457098,1991-11-01,,EP
9588338,1,10204249,2003-08-01,cited by applicant,DE
9140990,883,WO 2005/076323,2005-08-01,cited by applicant,WO
9966011,10,WO 2010067816,2010-06-01,cited by examiner,JP
7485288,7,11 228332,1999-08-01,cited by other,JP
5858259,7,62-7859,1987-01-01,,JP
11041954,1,10 2007 001 103,2008-07-01,cited by applicant,DE
8486243,27,0 603 954,1994-06-01,cited by applicant,EP
5808372,6,2 289 719,1995-05-01,,GBX
10784336,2,201624701,2016-07-01,cited by applicant,TW
9288681,12,2012035190,2012-03-01,cited by applicant,WO
8568088,7,2438185,2007-11-01,cited by applicant,GB
9527752,5,2011080657,2011-07-01,cited by applicant,WO
8536278,9,WO-2009005114,2009-01-01,cited by applicant,WO
9544223,3,2012-090058,2012-05-01,cited by applicant,JP
6115931,0,0120902,1984-07-01,,JP
8794374,2,2001-211499,2001-08-01,cited by applicant,JP
11134661,5,CN102986583,2013-03-01,cited by applicant,CN
10194851,4,102764133,2012-11-01,cited by applicant,CN
8486450,7,99/59544,1999-11-01,cited by applicant,WO
10305727,0,1913706,2007-02-01,cited by applicant,CN
7006636,1,03/090207 AI,2003-10-01,cited by other,WO
5210225,1,2571372,1986-04-01,,FR
11256338,38,204887419,2015-12-01,cited by applicant,CN
8603454,33,95/32739,1995-12-01,cited by applicant,WO
5952320,12,9425434,1994-11-01,,WO
8509215,3,1020030001491,2003-01-01,cited by applicant,KR
11193360,227,104727797,2015-06-01,cited by applicant,CN
9801545,44,805574,1997-11-01,cited by applicant,EP
10593458,0,40 24 496,1992-02-01,cited by applicant,DE
7823786,7,0 584 830,1994-03-01,cited by other,EP
8070778,9,101 35 771,2003-02-01,cited by other,DE
10335144,95,484677,1996-06-01,cited by applicant,EP
8969091,21,WO-2010/138136,2010-12-01,cited by applicant,WO
5997889,0,638 399,1993-06-01,,AU
10477354,4,05-087511,1993-04-01,cited by applicant,JP
11433793,3,10-2011-0029766,2011-03-01,cited by applicant,KR
6084942,0,881974,1953-07-01,,DE
8360655,0,1 396 354,2004-03-01,cited by applicant,EP
7855075,5,1 332 676,2003-08-01,cited by other,EP
7636287,7,2003-085764,2003-03-01,cited by other,JP
11064459,15,3439371,2020-11-01,cited by examiner,PL
9336355,22,WO-2008/052199,2008-05-01,cited by applicant,WO
11157872,52,10-2004-0078798,2004-09-01,cited by applicant,KR
9770435,2,93/20099,1993-10-01,cited by applicant,WO
10900982,50,2003045560,2003-06-01,cited by applicant,WO
5502048,7,0483881A1,1991-11-01,,EP
10179028,65,WO-2006/007048,2006-01-01,cited by applicant,WO
6551650,4,08337,1996-03-01,cited by examiner,WO
10633832,17,2007-120110,2017-05-01,cited by applicant,JP
10174315,20,WO 89/05358,1989-06-01,cited by applicant,WO
10706252,19,102365608,2012-02-01,cited by applicant,CN
10758234,23,085931,1983-08-01,cited by applicant,EP
10008298,9,2013-250170,2013-12-01,cited by applicant,JP
11421827,32,103939758,2014-07-01,cited by applicant,CN
8178958,1,2000-113146,2000-04-01,cited by other,JP
10287586,19,2135948,2009-12-01,cited by applicant,EP
11247597,9,2909328,2008-06-01,cited by examiner,FR
D763253,39,1042780,1986-12-01,cited by applicant,GB
8846446,5,2003-218282,2003-07-01,cited by applicant,JP
9469034,26,2001202531,2001-07-01,cited by applicant,JP
8889239,0,1283103,1972-07-01,cited by applicant,GB
6443645,1,60-16400,1985-01-01,cited by other,JP
8324182,4,WO89/07150,1989-08-01,cited by other,WO
10458042,3,9-124400,1997-05-01,cited by applicant,JP
8669299,58,WO-2010129514,2010-11-01,cited by applicant,WO
9926378,5,WO 2006/053110,2006-05-01,cited by applicant,WO
10738480,15,10120062,2002-11-01,cited by applicant,DE
8389122,43,2007/145210,2007-12-01,cited by applicant,WO
10111747,182,WO2010057262,2010-05-01,cited by applicant,WO
8852163,5,20 2004 021 949,2013-05-01,cited by applicant,DE
11224811,8,2009-005790,2009-01-01,cited by applicant,JP
11003350,5,2014-127735,2014-07-01,cited by applicant,JP
10758809,15,01/65743,2001-09-01,cited by applicant,WO
11246322,49,5501764,2014-05-01,cited by applicant,JP
5590227,6,63-271405,1988-11-01,,JP
11377206,0,356845,1931-09-01,cited by applicant,GB
9741523,4,2-144835,1990-06-01,cited by applicant,JP
5138376,3,61-103345,1986-05-01,,JP
8600211,9,WO 2006/103578,2006-10-01,cited by applicant,WO
10023533,13,1810378,1993-04-01,cited by applicant,RU
4629694,0,2952478,1981-07-01,,DE
10222791,4,2012-168799,2012-09-01,cited by applicant,JP
8143689,6,2005/029006,2005-03-01,cited by other,WO
11038989,9,H11-355302,1999-12-01,cited by applicant,JP
8733425,1,WO 2005/104244,2005-11-01,cited by applicant,WO
10881393,12,WO-99/25419,1999-05-01,cited by applicant,WO
6574565,0,0731363,1996-09-01,cited by other,EP
7853065,1,2 107 954,1997-12-01,cited by other,ES
7536834,9,WO2008/078711,2008-07-01,cited by examiner,WO
10357139,1,2124953,1992-12-01,cited by applicant,CN
10407525,11,10-2009-0024189,2009-03-01,cited by applicant,KR
11203572,9,2004052869,2004-06-01,cited by applicant,WO
9788266,1,10-2014-0097879,2014-08-01,cited by applicant,KR
8197449,101,02/11792,2002-02-01,cited by other,WO
8148555,2,03642,1979-08-01,cited by other,EP
5164448,0,1152682,1983-08-01,,CA
6341043,3,10-9813,1998-01-01,,JP
10109061,12,2007130057,2007-11-01,cited by applicant,WO
4422943,0,49-69544,1974-07-01,,JP
5977088,31,61-187866,1986-08-01,,JP
8966733,13,4235004,1993-04-01,cited by applicant,DE
11084881,59,2016054638,2016-04-01,cited by applicant,WO
10423486,10,2010079451,2010-07-01,cited by applicant,WO
6410132,4,0 035 835,1981-09-01,cited by other,EP
10403278,32,101847405,2010-09-01,cited by applicant,CN
8616503,68,10870,1996-12-01,cited by applicant,UA
9022290,0,69630997,2004-10-01,cited by applicant,DE
9663631,11,A-2006-131720,2006-05-01,cited by applicant,JP
7343495,5,11136695,2000-11-01,cited by other,JP
11442351,30,2012533087,2012-12-01,cited by applicant,JP
8621521,162,118665,2001-03-01,cited by applicant,WO
4717620,3,1501437,1978-02-01,,GB
9232254,705,WO 99/35827,1999-07-01,cited by applicant,WO
8958502,9,WO 2012/047758,2012-04-01,cited by applicant,WO
11306281,1,101486967,2009-07-01,cited by applicant,CN
7103781,31,9101358,1993-03-01,cited by other,NL
10475774,0,10-2016-0015619,2016-02-01,cited by applicant,KR
9116302,9,02-089426,1990-03-01,cited by applicant,JP
9883673,2,639569,1995-02-01,cited by applicant,EP
7819299,7,69328576,2001-01-01,cited by other,DE
10188345,2,WO 12/171032,2012-12-01,cited by applicant,WO
6108852,0,0611533,1994-08-01,,EP
10787869,1,1961912,2008-08-01,cited by applicant,EP
8969347,297,WO 2008/144720,2008-11-01,cited by applicant,WO
8025112,38,2135328,1999-08-01,cited by other,RU
7888414,1,280072,1993-01-01,cited by other,CZ
6436649,3,0 532 187,1993-03-01,cited by examiner,EP
10078899,1,1020050063991,2005-06-01,cited by applicant,KR
8267535,22,1279158,1972-06-01,cited by other,GB
9371675,1,64-736,1989-01-01,cited by applicant,JP
9142690,0,WO 2009/151274,2009-12-01,cited by applicant,WO
10665430,0,2015/064035,2015-05-01,cited by applicant,WO
8444975,27,WO2095007,2002-11-01,cited by applicant,WO
7928226,0,WO00/18761,2000-04-01,cited by other,WO
6652560,1,2 725 615,1996-04-01,cited by other,EP
7104904,5,989892,1976-05-01,cited by other,CA
10159391,105,2005084511,2005-09-01,cited by applicant,WO
7727916,1,559389,1993-09-01,cited by other,EP
7048823,3,0 481 273,1991-09-01,cited by other,EP
7401057,0,0 587 290,1994-03-01,cited by other,EP
6811599,0,0 691 381,1995-01-01,cited by other,EP
7293658,4,3-109909,1991-05-01,cited by examiner,JP
6184955,7,WO95/01439,1997-01-01,,WO
9436029,1,7-314593,1995-12-01,cited by applicant,JP
D906658,246,2603107,2013-06-01,cited by applicant,EP
7649511,61,11-065514,1999-03-01,cited by other,JP
11022598,24,WO 2014/066704,2014-05-01,cited by applicant,WO
7250637,5,08-025689,1996-01-01,cited by other,JP
10060544,3,1001384,1965-08-01,cited by examiner,GB
9103370,18,10051998,1998-02-01,cited by applicant,JP
9893957,40,WO 2017/106455,2017-06-01,cited by applicant,WO
8499667,11,5-31882,1993-04-01,cited by applicant,JP
11429545,2,5999926,2016-09-01,cited by applicant,JP
4371147,2,1095155,1954-12-01,,FR
11045396,14,WO 96/21480,1996-07-01,cited by applicant,WO
11214771,9,108064274,2018-05-01,cited by applicant,CN
5308827,1,1272551,1960-08-01,,FR
11427275,6,106347533,2017-01-01,cited by applicant,CN
7137353,65,WO 2004/030015,2004-04-01,cited by other,WO
8984588,2,WO 2010/041347,2010-04-01,cited by applicant,WO
10292741,10,101022767,2007-08-01,cited by applicant,CN
11003250,0,2011-096183,2011-05-01,cited by applicant,JP
7514411,0,312086,1989-04-01,cited by other,EP
7144977,13,33552,1969-07-01,cited by other,IL
8592053,5,2006-41103,2006-02-01,cited by applicant,JP
10864157,17,2000-086491,2000-03-01,cited by applicant,JP
8902193,66,2204126,1988-11-01,cited by applicant,GB
8636736,181,1400214,2006-09-01,cited by applicant,EP
7910175,4,WO 00/67110,2000-11-01,cited by other,WO
6312040,5,2-100819,1990-08-01,,JP
5979834,0,027425,1991-02-01,,JP
11092150,0,1354823,2002-06-01,cited by applicant,CN
6967091,8,WO 99/07736,1999-02-01,cited by other,WO
6020467,1,8322573,1996-12-01,,JP
6076184,10,5-135367,1993-12-01,,JP
10694379,408,2005015686,2005-02-01,cited by applicant,WO
8546438,38,WO-2009/115213,2009-09-01,cited by applicant,WO
6299675,3,61-59914,1986-12-01,,JP
8497242,40,WO-2004/012816,2004-02-01,cited by applicant,WO
10918796,92,WO 95/31955,1995-11-01,cited by applicant,WO
8417017,88,WO 98/12662,1998-03-01,cited by applicant,WO
11174555,3,2792702,2017-06-01,cited by applicant,EP
10418167,2,2016-006542,2016-01-01,cited by applicant,WO
8686159,0,0 175 402,1986-03-01,cited by applicant,EP
10797781,466,2013/138627,2013-09-01,cited by applicant,WO
9016828,3,2010-194748,2010-09-01,cited by applicant,JP
7365081,24,WO 01/19830,2001-03-01,cited by other,WO
6700012,8,0571253,1993-11-01,cited by other,EP
8887684,0,A-5-282079,1993-10-01,cited by applicant,JP
8792809,3,2007-065613,2007-03-01,cited by applicant,JP
8658707,15,2103283,1991-07-01,cited by applicant,RU
8282577,324,WO 2005/121759,2005-12-01,cited by other,WO
5623465,1,0249462A1,1987-12-01,,EP
6931096,1,1 057 499,2000-12-01,cited by other,EP
7745409,0,1012188,2000-06-01,cited by other,EP
8519150,4,2008 007 771,2008-01-01,cited by applicant,JP
11242373,20,WO 2012/150503,2012-11-01,cited by applicant,WO
5542982,8,1289878,1989-11-01,,JP
11230566,3,WO 2019/147878,2019-08-01,cited by applicant,WO
8894611,26,1528330,1989-12-01,cited by applicant,SU
11273011,118,WO2014/091865,2014-06-01,cited by applicant,WO
11078952,3,3 023 652,2016-05-01,cited by applicant,EP
7951787,0,2001220397,2001-08-01,cited by other,JP
10343243,7,WO-2007114895,2007-10-01,cited by applicant,WO
6924430,2,299 22 725,2001-04-01,cited by other,DE
11131306,19,H1271680,1989-10-01,cited by applicant,JP
11360371,0,103597816,2014-02-01,cited by applicant,CN
10847252,29,2002263,2014-06-01,cited by applicant,EP
5495998,1,4172678,1992-06-01,,JP
10328829,0,101128138,2008-02-01,cited by applicant,CN
9282449,4,2010142468,2010-12-01,cited by applicant,WO
6359457,0,3213239,1992-12-01,cited by other,DE
11184704,60,2015527768,2015-09-01,cited by applicant,JP
D655916,47,1 253 839,2005-07-01,cited by other,EP
11246968,9,1826649,2007-08-01,cited by applicant,EP
4916872,0,244303,1962-01-01,,AU
8865263,5,96/026997,1996-09-01,cited by applicant,WO
10285757,110,H79179,1995-01-01,cited by applicant,JP
11247667,1,92/16392,1992-10-01,cited by applicant,WO
5906392,0,482234 A1,1992-04-01,,EP
6532094,0,11-44641,1999-02-01,cited by other,JP
8445175,2,A-08-325481,1996-12-01,cited by applicant,JP
6665139,1,0 936 614,1999-08-01,cited by examiner,EP
D839837,16,WO 2014/040224,2014-03-01,cited by applicant,WO
9488920,24,A 10-303114,1998-11-01,cited by applicant,JP
8844890,4,10-297334,1998-11-01,cited by applicant,JP
9469264,9,2380782,2011-10-01,cited by applicant,EP
8308212,2,2006067889,2006-06-01,cited by other,WO
9458110,67,WO 2005/040110,2005-05-01,cited by applicant,WO
7943143,5,WO 2009/158395,2009-12-01,cited by other,WO
6084490,4,0569079,1993-11-01,,EP
9929307,10,2002/025705,2002-03-01,cited by applicant,WO
10202530,11,2014092400,2014-06-01,cited by applicant,WO
11013792,26,2006042177,2006-04-01,cited by applicant,WO
7353531,3,0 825 511,1998-02-01,cited by other,EP
9755842,15,101080055,2007-11-01,cited by applicant,CN
7152068,0,0 592 921,1993-10-01,cited by other,EP
8687023,17,20100010072,2010-02-01,cited by applicant,KR
9795383,1113,WO 2011/127137,2011-10-01,cited by applicant,WO
9925587,15,63104773,1988-05-01,cited by applicant,JP
6365462,1,63-296282,1988-02-01,cited by other,JP
8134117,100,09-266078,1997-10-01,cited by other,JP
11154296,419,WO-03094747,2003-11-01,cited by applicant,WO
9197997,1,2010/077002,2010-07-01,cited by applicant,WO
9754953,7,2010225946,2010-10-01,cited by applicant,JP
9249145,149,WO 2010/001169,2010-01-01,cited by applicant,WO
D801058,4,002738377-0035,2017-06-01,cited by applicant,EM
10050129,2,2010-0134418,2010-12-01,cited by applicant,KR
8992099,176,2009120280,2009-10-01,cited by applicant,WO
8846076,13,S59-62050,1984-09-01,cited by applicant,JP
7989139,5,03-268994,1991-11-01,cited by other,JP
8796622,3,2003 0092893,2003-12-01,cited by applicant,KR
6402382,2,3200676,1983-07-01,cited by other,DE
7811829,0,61-86644,1986-05-01,cited by other,JP
8700102,10,2003-229958,2003-08-01,cited by applicant,JP
9283193,123,2004/033010,2004-04-01,cited by applicant,WO
9956645,0,2626524,2013-08-01,cited by applicant,EP
9611026,0,2584762,1987-01-01,cited by examiner,FR
9857072,4,1645823,2006-04-01,cited by applicant,EP
9618953,10,2002-44867,2002-02-01,cited by applicant,JP
11035608,21,2001-12847,2001-01-01,cited by applicant,JP
4853805,12,60-131669,1985-07-01,,JP
8138525,2,2860920,2005-04-01,cited by other,FR
5273910,2,63-003454,1988-06-01,,JP
9639721,0,2385386,2000-06-01,cited by applicant,CN
9795564,257,02/062324,2002-08-01,cited by applicant,WO
9525171,4,2007-273448,2007-10-01,cited by applicant,JP
8311931,5,2003-281369,2003-10-01,cited by other,JP
9696322,3,102791885,2012-11-01,cited by applicant,CN
9507965,13,I65642,1991-08-01,cited by applicant,TW
7129303,21,59145206,1984-08-01,cited by other,JP
8415177,35,WO-2010/047804,2010-04-01,cited by applicant,WO
7951397,17,266890,1988-05-01,cited by other,EP
10130081,149,WO-2013/061078,2013-05-01,cited by applicant,WO
9486507,23,WO-9823289,1998-06-01,cited by applicant,WO
8409671,4,2004-280927,2004-10-01,cited by applicant,JP
11262874,2,10-2011-0087004,2011-08-01,cited by applicant,KR
8628861,18,4-72091,1992-03-01,cited by examiner,JP
10692845,1,2003-31847,2003-01-01,cited by applicant,JP
11322816,10,106257748,2016-12-01,cited by applicant,CN
5900121,0,1133791,1982-10-01,,CA
10605093,2,1152125,2001-11-01,cited by applicant,EP
8209111,1,0 361 057,1990-04-01,cited by other,EP
4137029,1,627650,1961-09-01,,CA
D947630,21,4320253,1994-12-01,cited by applicant,DE
6074980,3,2154764,1972-05-01,,DE
11139084,137,2005121367,2005-12-01,cited by applicant,WO
11020699,35,WO 2006/012386,2006-02-01,cited by applicant,WO
11352442,123,WO-2012/018687,2012-02-01,cited by applicant,WO
8598017,2,2004 273817,2004-09-01,cited by applicant,JP
10500783,0,2005-524984,2005-08-01,cited by applicant,JP
8451424,100,WO 2004/105107,2004-12-01,cited by applicant,WO
10396173,26,2 249 886,2010-11-01,cited by applicant,EP
9655840,1,WO 2005/123057,2005-12-01,cited by applicant,WO
9536461,5,2004215163,2004-07-01,cited by applicant,JP
5635836,2,403262912,1991-11-01,,JP
6406280,1,39 34 992,1991-05-01,cited by other,DE
7211508,6,2000-178735,2000-04-01,cited by other,JP
9040650,1,480778,1992-04-01,cited by applicant,EP
7262292,0,103899-A/10,1999-04-01,cited by other,JP
10792874,13,96/31792,1996-10-01,cited by applicant,WO
7245941,4,WO 95/25397,1995-09-01,cited by other,WO
4990882,4,2123765,1972-05-01,,DE
10976586,7,107689345,2018-02-01,cited by applicant,CN
8198728,2,2005-197491,2005-07-01,cited by other,JP
8425903,15,WO 2004/091383,2004-10-01,cited by applicant,WO
9938290,29,WO-2017/029518,2017-02-01,cited by applicant,WO
11345698,10,WO-2003/035649,2003-05-01,cited by applicant,WO
4712115,1,57-21471,1982-05-01,,JP
6599682,7,8-37140,1996-02-01,cited by other,JP
10184513,1,2014091206,2014-06-01,cited by applicant,WO
9315458,31,2015/028483,2015-03-01,cited by applicant,WO
6837758,0,42 06 720,1992-09-01,cited by other,DE
9326716,207,WO-97/42888,1997-11-01,cited by applicant,WO
9916510,6,H6107096,1994-04-01,cited by applicant,JP
8063301,2,61-81165,1986-05-01,cited by examiner,JP
11137391,16,101128738,2008-02-01,cited by applicant,CN
9913642,54,19509116,1996-09-01,cited by applicant,DE
10457652,74,WO-2011/106632,2011-09-01,cited by applicant,WO
3964748,0,"1,383,479",1964-11-01,,FR
9492517,25,WO 00/33870,2000-06-01,cited by applicant,WO
9521693,0,101043256,2007-09-01,cited by applicant,CN
9903782,115,59087307,1984-05-01,cited by applicant,JP
10398698,9,519738,1992-12-01,cited by applicant,EP
7376586,9,WO 99/00758,1999-01-01,cited by other,WO
6641649,1,10306235,1998-11-01,cited by other,JP
10262587,25,1601594,2005-03-01,cited by applicant,CN
