patent_id,citation_sequence,citation_application_id,citation_date,citation_category,citation_country
9764699,16,2007-039922,2007-02-01,cited by applicant,JP
11025985,36,2013166456,2013-11-01,cited by applicant,WO
9534124,27,2004111106,2004-04-01,cited by applicant,JP
10668241,47,103 38 169,2005-03-01,cited by applicant,DE
9458094,0,675103,1995-10-01,cited by applicant,EP
8440753,6,2003226805,2003-08-01,cited by applicant,JP
7368469,28,0 671 172,1995-09-01,cited by other,EP
7371497,15,2000-75572,2000-03-01,cited by other,JP
6913647,10,0 890 662,1999-01-01,cited by other,EP
10669339,101,WO 2017/136562,2017-08-01,cited by applicant,WO
8644292,31,1383631,2002-12-01,cited by applicant,CN
9917341,456,2013035110,2013-03-01,cited by applicant,WO
9834735,22,2009085967,2009-07-01,cited by applicant,WO
D835502,0,022622120001,2013-07-01,cited by applicant,EP
11130995,6,1998/14275,1998-04-01,cited by applicant,WO
10682465,8,10-2011-0059637,2011-06-01,cited by applicant,KR
9868599,6,05-281806,1993-10-01,cited by applicant,JP
5643448,0,346692,1989-12-01,,EP
11202759,45,WO-2002/092054,2002-11-01,cited by applicant,WO
5839148,1,2040222,1992-09-01,,CAX
6250681,1,63-297143,1987-05-01,,JP
3932720,0,"1,483,830",1967-05-01,,FR
7871827,8,0 426 488,1991-05-01,cited by other,EP
7740997,4,2 254 441,1975-07-01,cited by other,FR
11156853,105,2010054255,2010-05-01,cited by applicant,WO
7781143,0,1 262 828,2002-12-01,cited by other,EP
6886209,32,P 94 01177,1996-12-01,cited by other,HU
7134152,2,678438,1991-09-01,cited by other,SE
6776796,17,0 566 807,1992-04-01,cited by other,FR
9183623,151,WO 2010/046669 AI,2010-04-01,cited by applicant,WO
8935826,27,2 422 094,2006-07-01,cited by applicant,GB
8440296,67,WO 2008/057273,2008-05-01,cited by applicant,WO
11020115,207,S5367286,1978-06-01,cited by applicant,JP
7822454,16,263948,1992-02-01,cited by other,EP
8693494,39,WO-2004045171,2004-05-01,cited by applicant,WO
9597176,27,WO 2015/044235,2015-04-01,cited by applicant,WO
8554313,1,655260,1995-05-01,cited by applicant,EP
10460924,12,2006001117,2008-04-01,cited by applicant,WO
11234765,27,245790,2002-06-01,cited by applicant,WO
9153176,2,10-2010-0030978,2010-03-01,cited by applicant,KR
8448025,3,11-355276,1999-12-01,cited by applicant,JP
5879833,5,2 081 000 A,1982-02-01,,GB
10353633,1,2011085024,2011-07-01,cited by applicant,WO
6977779,0,2002-517773,2002-06-01,cited by other,JP
10936775,2,2669807,2013-12-01,cited by applicant,EP
8945602,12,9909996.2,1999-05-01,cited by applicant,GB
D963519,5,2224950,1990-05-01,cited by examiner,GB
7030215,5,WO 96/11267,1996-04-01,cited by other,WO
9330328,8,2264669,2010-12-01,cited by applicant,EP
9673564,1,69428636,2002-05-01,cited by applicant,DE
6348109,1,59-064748,1984-04-01,cited by examiner,JP
8748376,4,699687,1995-08-01,cited by applicant,EP
10429234,1,2003-279404,2003-10-01,cited by applicant,JP
10919947,1,3275895,2018-01-01,cited by applicant,EP
7257323,6,9-331363,1997-12-01,cited by other,JP
6586055,3,2000-144434,2000-05-01,cited by other,JP
11405050,21,3349360,2018-07-01,cited by applicant,EP
10422454,1,2958459,2011-10-01,cited by examiner,FR
5986984,1,0470807,1992-02-01,,EP
7992418,19,2350377,2000-11-01,cited by other,GB
8529600,35,545029,1993-06-01,cited by applicant,EP
10377897,3,WO 2004/111127,2004-12-01,cited by applicant,WO
10130525,73,875224,1998-11-01,cited by applicant,EP
6459059,4,38 02 184,1989-08-01,cited by other,DE
10062457,77,WO 2010/124016,2010-10-01,cited by applicant,WO
10238828,0,101396576,2009-04-01,cited by applicant,CN
6037303,1,0520543,1992-12-01,,EP
5516503,6,8900052,1989-01-01,,WO
9910236,11,4030301,1992-03-01,cited by applicant,DE
5800619,4,8-83695,1996-03-01,,JPX
8500546,3,07-308439,1995-11-01,cited by applicant,JP
8980864,481,2013138343,2013-09-01,cited by applicant,WO
8816241,0,1334170,2002-02-01,cited by applicant,CN
9516068,22,WO 01/82678,2001-11-01,cited by applicant,WO
7413567,5,0 761 257,2003-03-01,cited by other,EP
8946702,47,2012-160679,2012-08-01,cited by applicant,JP
5294119,4,2146906A,1985-05-01,,GB
9949812,57,WO 02/38217,2002-05-01,cited by applicant,WO
5668873,2,8502293,1985-05-01,,WO
RE48895,4,10-2012-0001406,2012-01-01,cited by applicant,KR
9209840,9,10-1222726,2013-01-01,cited by applicant,KR
11388280,10,101827363,2010-09-01,cited by applicant,CN
10989487,1,2017122832,2017-07-01,cited by applicant,WO
4062227,0,"2,321,606",1974-11-01,,DT
7729226,4,2001-318231,2001-11-01,cited by other,JP
9828030,9,2005 271872,2005-10-01,cited by applicant,JP
D947754,0,302483257,2013-01-01,cited by applicant,CN
10757525,1,2017171095,2017-09-01,cited by examiner,JP
11107718,24,2007/102484,2007-09-01,cited by applicant,WO
10026453,1,M258391,2005-03-01,cited by applicant,TW
7775007,103,2243381,1991-10-01,cited by other,GB
11433581,0,208538407,2019-02-01,cited by applicant,CN
10688246,7,WO 2014/166926,2014-10-01,cited by applicant,WO
8917702,4,WO 2009/123512,2009-10-01,cited by applicant,WO
6444214,8,0 355 254,1990-02-01,cited by other,EP
10966744,66,H647048,1994-02-01,cited by applicant,JP
8895329,2,2004-153089,2004-05-01,cited by applicant,JP
11202685,10,00/39576,2000-07-01,cited by applicant,WO
8126101,4,2006101128,2006-04-01,cited by other,JP
6503362,16,WO92/10301,1992-06-01,cited by other,WO
10227064,20,2478423,2011-09-01,cited by applicant,GB
9892013,0,101295244,2008-10-01,cited by applicant,CN
11185369,16,2 053 580,2009-04-01,cited by applicant,EP
6164370,7,260792,1992-09-01,,JP
8172804,55,WO 2006/072416,2006-07-01,cited by other,WO
10154883,70,WO 03/081529,2003-10-01,cited by applicant,WO
D692246,0,102008038346,2009-03-01,cited by applicant,DE
8447072,2,2005-063105,2005-10-01,cited by examiner,JP
9592600,5,1138442,2001-10-01,cited by applicant,EP
9619030,40,2011087816,2011-07-01,cited by applicant,WO
6444478,0,0 474 140,1992-03-01,cited by other,EP
8027020,20,A 2000-21742,2000-01-01,cited by other,JP
7643937,9,9-330089,1997-12-01,cited by other,JP
10954443,8,H1152131,1999-02-01,cited by applicant,JP
10495386,0,429188,1991-05-01,cited by applicant,EP
8025678,7,9918877,1999-04-01,cited by other,WO
9676760,20,2003277384,2003-10-01,cited by applicant,JP
D678067,3,WO 99/48391,1999-09-01,cited by applicant,WO
10921847,1,2011-182459,2011-09-01,cited by applicant,JP
9541113,47,102803753,2012-11-01,cited by applicant,CN
10278697,372,1815950,2007-08-01,cited by applicant,EP
10201501,6,0 134 936,1985-03-01,cited by examiner,EP
5215896,7,8403103,1984-08-01,,WO
11152557,1,2044703,1989-09-01,cited by applicant,CN
7803887,11,4016854,1992-01-01,cited by other,JP
9791987,0,2013-117816,2013-06-01,cited by applicant,JP
4982861,0,1148334,1983-06-01,,CA
6796672,0,1058466,1967-02-01,cited by other,GB
9265629,22,1739990,1992-06-01,cited by applicant,SU
9717763,66,WO 03/104442,2003-12-01,cited by applicant,WO
9170253,34,WO-03/004596,2003-01-01,cited by applicant,WO
9618213,1,S55 17023,1980-02-01,cited by applicant,JP
5076274,0,182621,1986-06-01,,EP
9307987,720,WO 99/15086,1999-04-01,cited by applicant,WO
7871308,2,1128195,2003-11-01,cited by other,CN
10560986,46,2012001523,2012-01-01,cited by applicant,WO
8685218,20,WO079131,2000-12-01,cited by applicant,WO
7494904,71,2001-053069,2001-02-01,cited by other,JP
10499767,510,108652431,2018-10-01,cited by applicant,CN
10783723,14,2014542,2009-01-01,cited by applicant,EP
8173062,32,WO 98/04415,1998-02-01,cited by other,WO
6497474,1,671882,1994-03-01,cited by other,JP
D963964,2,301061776,2020-06-01,cited by examiner,KR
10143541,8,376873,1990-07-01,cited by applicant,EP
9643202,0,92/03250,1992-03-01,cited by applicant,WO
7362457,3,07-013721,1995-01-01,cited by other,JP
11090048,142,996378,2004-06-01,cited by applicant,EP
7718289,5,2000-315515,2000-11-01,cited by other,JP
8790419,6,2008-179903,2008-08-01,cited by applicant,JP
10098737,56,06/105084,2006-10-01,cited by applicant,WO
10337582,0,1565670,2005-08-01,cited by applicant,EP
6385918,3,3039035,1982-04-01,cited by other,DE
10063104,50,WO 92/17929,1992-10-01,cited by applicant,WO
10081163,5,1329979,1973-09-01,cited by applicant,GB
8552870,65,08-180160,1996-07-01,cited by applicant,JP
10470767,7,1 256 317,2002-11-01,cited by applicant,EP
7179580,10,2-282746,1990-11-01,cited by other,JP
4123257,5,"420,670",1972-02-01,,SU
7328175,7,2001-250037,2001-09-01,cited by other,JP
8585482,13,2 222 712,1990-03-01,cited by applicant,GB
8997720,2,1020110133649,2011-12-01,cited by applicant,KR
10724772,24,1 703 231,2006-09-01,cited by applicant,EP
5985464,5,2 032 310,1980-05-01,,GB
9988429,57,WO-2011/094337,2011-08-01,cited by applicant,WO
10552876,2,102792698,2012-11-01,cited by applicant,CN
8679387,2,2004 174595,2004-06-01,cited by applicant,JP
11384016,2,108751780,2018-11-01,cited by examiner,CN
11088472,8,2013-033656,2013-02-01,cited by applicant,JP
10674168,5,63-210024,1988-08-01,cited by applicant,JP
4900524,4,3312388,1983-10-01,,DE
8245900,69,571948,1975-04-01,cited by other,SU
10571718,5,1818692,2007-08-01,cited by examiner,EP
11292310,4,112008003044,2010-10-01,cited by applicant,DE
7777044,6,WO078745,2000-12-01,cited by other,WO
9580423,246,WO 2007/058626,2007-05-01,cited by applicant,WO
7683262,0,1 124 235,2001-08-01,cited by examiner,EP
9012810,1,0 895 276,1999-02-01,cited by applicant,EP
10813773,29,WO2011008864,2011-01-01,cited by applicant,WO
10236739,2,2006-148999,2006-06-01,cited by applicant,JP
9983616,5,2006/069215,2006-06-01,cited by applicant,WO
11142245,7,WO2005080100,2005-09-01,cited by applicant,WO
11127305,14,2016094087,2016-06-01,cited by applicant,WO
7146702,443,WO04/009950,2004-01-01,cited by other,WO
9067950,10,2001055388,2001-02-01,cited by examiner,JP
5448891,3,3275113,1991-12-01,,JP
5477475,4,2180382,1987-03-01,,GB
10239016,113,7113852,1972-08-01,cited by applicant,NL
8568090,0,1744018,2007-01-01,cited by applicant,EP
8740180,1,2756034,1998-05-01,cited by examiner,FR
9693788,2,466659,1992-01-01,cited by applicant,EP
10572942,4,1217564,2002-06-01,cited by applicant,EP
9017929,3,8-504515,1996-05-01,cited by applicant,JP
6217563,2,0 567 792 A1,1993-11-01,,EP
9782181,44,9902090,1999-01-01,cited by applicant,WO
11110198,39,2010/063630,2010-06-01,cited by applicant,WO
9149329,34,WO2013/159066,2013-10-01,cited by applicant,WO
10311718,12,2016-107777,2016-06-01,cited by applicant,JP
7793668,13,7-41737,1995-02-01,cited by other,JP
11286881,0,102007023685,2008-10-01,cited by applicant,DE
8329675,26,2344817,2000-06-01,cited by other,GB
8326244,8,2004-235797,2004-08-01,cited by other,JP
9726172,2,3630528,1988-03-01,cited by applicant,DE
6305500,1,1074815,1998-03-01,,JP
9566720,32,WO 0181058,2001-11-01,cited by examiner,WO
6646001,2,WO 9208465,1992-05-01,cited by other,WO
8919133,3,1 396 611,2004-03-01,cited by applicant,EP
5284539,4,63-230870,1988-09-01,,JP
10342688,46,WO 2000/064506,2000-11-01,cited by applicant,WO
9853292,29,02-209492,1990-08-01,cited by applicant,JP
6737681,0,10-112557,1998-04-01,cited by other,JP
11254672,63,WO 2017/024319,2017-02-01,cited by applicant,WO
4506662,2,2484242,1981-12-01,,FR
8871542,289,10-1193186,2012-10-01,cited by applicant,KR
11310399,1,2479993,2012-07-01,cited by applicant,EP
7586410,0,2 822 594,2002-09-01,cited by other,FR
11058186,10,H11-509106,1999-08-01,cited by applicant,JP
6660098,1,60-137016,1985-07-01,cited by other,JP
RE35392,40,1579838,1980-11-01,,GB
7828935,6,WO 99/19773,1999-04-01,cited by other,WO
8145832,0,03-259460,1991-11-01,cited by other,JP
4009676,0,"1,155,686",1963-10-01,,DT
10018891,23,A H09-507206,1997-07-01,cited by applicant,JP
10918380,11,2488482,2002-05-01,cited by applicant,CN
9387750,5,102008006344,2009-04-01,cited by applicant,DE
9627819,5,69417224,1999-09-01,cited by applicant,DE
7117075,27,98/37432,1998-08-01,cited by other,WO
10052110,145,WO-2011041398,2011-04-01,cited by applicant,WO
9736435,444,2002211428,2002-07-01,cited by applicant,JP
10676000,3,4219656,1992-12-01,cited by applicant,DE
11341235,0,2942919,2015-11-01,cited by applicant,EP
6001884,6,0015505,1980-09-01,,EP
10657961,645,2017/044629,2017-03-01,cited by applicant,WO
10428301,31,2010/151705,2010-12-01,cited by applicant,WO
8062349,24,WO 99/37242,1999-07-01,cited by other,WO
7014353,8,63-291632,1988-11-01,cited by other,JP
10452174,4,61-075981,1986-04-01,cited by applicant,JP
7999136,1,1 770 085,2007-04-01,cited by other,EP
10726381,1,105438472,2016-03-01,cited by applicant,CN
8716182,7,160182,1985-11-01,cited by applicant,EP
11093045,7,2009-123018,2009-06-01,cited by applicant,JP
11030859,8,2000137063,2000-05-01,cited by applicant,JP
8598759,2,A-62-147949,1987-07-01,cited by applicant,JP
8557798,0,0 682 025,1995-11-01,cited by applicant,EP
10525054,9,WO 2010/033195,2010-03-01,cited by applicant,WO
8637631,7,2010-241876,2010-10-01,cited by applicant,JP
9332691,3,2009-106199,2009-05-01,cited by applicant,JP
10069053,7,2010-225960,2010-10-01,cited by applicant,JP
9688154,8,2009-112150,2009-05-01,cited by applicant,JP
9155118,6,WO3032604,2003-04-01,cited by applicant,WO
11385382,70,2016502470,2016-01-01,cited by applicant,JP
6723108,2,A1 WO 99/23954,1999-05-01,cited by other,WO
10487131,9,2005072053,2005-08-01,cited by applicant,WO
7756778,4,WO-99/48036,1999-09-01,cited by other,WO
11446917,7,10-282065,1998-10-01,cited by applicant,JP
6700016,5,29 43 707,1980-05-01,cited by other,DE
10463204,0,1132716,1996-10-01,cited by applicant,CN
9435647,7,2007255890,2007-10-01,cited by applicant,JP
10905048,14,PI201867,2002-05-01,cited by applicant,BR
9235195,7,09-62207,1997-03-01,cited by applicant,JP
11135150,94,2975900,2012-12-01,cited by applicant,FR
8458070,12,2005-242976,2005-09-01,cited by applicant,JP
8156995,8,102005010380,2006-09-01,cited by other,DE
11382626,192,2668910,2013-12-01,cited by applicant,EP
4981531,2,110735,1980-08-01,,JP
7992884,2,134004,1985-03-01,cited by other,EP
10580015,36,2002073677,2002-03-01,cited by applicant,JP
9533931,8,2010/141780,2010-12-01,cited by applicant,WO
9787412,163,2640115,2013-09-01,cited by applicant,EP
8936804,1,96/36333,1996-11-01,cited by applicant,WO
5304963,3,207210,1988-08-01,,JP
8805696,20,2000-501846,2000-02-01,cited by applicant,JP
9806990,2,2256995,2010-12-01,cited by applicant,EP
6991988,1,649174,1995-04-01,cited by other,EP
9201013,4,WO 92/17781,1992-10-01,cited by applicant,WO
10211586,688,H79622,1995-02-01,cited by applicant,JP
7971850,1,59-126689,1984-07-01,cited by other,EP
7602819,2,661888,1995-07-01,cited by examiner,EP
9662900,0,2013163789,2013-11-01,cited by applicant,WO
8115945,27,2003178023,2003-06-01,cited by other,JP
8585758,25,2146791,1985-04-01,cited by applicant,GB
6929637,47,02/32333,2002-04-01,cited by other,WO
8166665,1,3424335,1986-01-01,cited by examiner,DE
5163190,0,587777,1925-04-01,,FR
10468370,45,2013-232693,2013-11-01,cited by applicant,JP
8001058,1,WO 02073356,2002-09-01,cited by other,WO
9576169,12,0 472 299,1992-02-01,cited by applicant,EP
D780908,13,2009-39455,2009-02-01,cited by applicant,JP
7452702,5,1 094 116,2001-04-01,cited by other,EP
7912324,65,2002-247580,2002-08-01,cited by other,JP
8829005,11,WO-2006102494,2006-09-01,cited by applicant,WO
9896719,37,WO 2013185081,2013-12-01,cited by applicant,WO
11129087,2,102594513,2015-01-01,cited by applicant,CN
10441380,4,2006-026344,2006-02-01,cited by applicant,JP
10973705,60,WO 95/17867,1995-07-01,cited by applicant,WO
9361839,5,2011-43623,2011-03-01,cited by applicant,JP
5399233,6,2-257629,1990-10-01,,JP
10805522,12,2004-260433,2004-09-01,cited by applicant,JP
10345671,35,WO2012/138281,2012-10-01,cited by applicant,WO
8542182,13,10-2007/0080399,2007-08-01,cited by applicant,KR
10957864,7,2013531617,2013-08-01,cited by applicant,JP
7094912,2,0 349 063,1990-01-01,cited by other,EP
7014647,22,WO 88/09683,1988-12-01,cited by other,WO
7001642,2,4020316,1992-01-01,cited by other,DE
8601598,2,1564622,2005-08-01,cited by applicant,EP
10512298,63,102004005288,2005-08-01,cited by applicant,DE
8584762,3,2011095512,2011-08-01,cited by applicant,WO
10968221,246,WO 2014/084298,2014-06-01,cited by applicant,WO
6468550,3,0 624 553,1994-11-01,cited by examiner,EP
10160788,7,2007/024941,2007-03-01,cited by applicant,WO
RE37885,8,A 48323/97,1998-06-01,cited by other,AU
10306840,2,72008144,1968-08-01,cited by examiner,JP
5211527,8,1035896,1966-07-01,,GB
8377016,35,641061,1950-08-01,cited by applicant,GB
11138333,0,2784710,2018-06-01,cited by applicant,EP
11124328,55,2014005030,2014-01-01,cited by applicant,WO
10775086,15,10029999,2002-01-01,cited by applicant,DE
8175417,2,2002-101296,2002-04-01,cited by other,JP
D779021,3,2012097317,2012-07-01,cited by applicant,WO
8090157,122,WO 98/08439,1998-03-01,cited by other,WO
10266518,19,98/13354,1998-04-01,cited by applicant,WO
10492331,3,2 053 911,2009-04-01,cited by applicant,EP
10640586,33,WO-2011/106497,2011-09-01,cited by examiner,WO
11453126,168,2010/062798,2010-06-01,cited by applicant,WO
5119531,0,0035652,1981-09-01,,EP
8652222,0,966660,1975-04-01,cited by applicant,CA
11191177,6,103209560,2013-07-01,cited by applicant,CN
11329201,16,WO-2013/076896,2013-05-01,cited by applicant,WO
8734547,113,WO 2009/111331,2009-09-01,cited by applicant,WO
4895788,6,497146,1938-12-01,,GB
11431215,2,3 139 470,2017-03-01,cited by applicant,EP
6243300,0,2 157 489,1985-10-01,,GB
9452765,1,743098,1956-01-01,cited by applicant,GB
10541289,1,2005-197011,2005-07-01,cited by applicant,JP
5439951,3,92198007,1992-07-01,,JP
10231768,135,1279626,1986-12-01,cited by applicant,SU
11384249,3,62-253667,1987-11-01,cited by examiner,JP
11254489,16,2008133531,2008-11-01,cited by applicant,WO
9051501,1,0 538 881,1993-04-01,cited by applicant,EP
4419964,5,705447,1954-03-01,,GB
10658975,1,102132362,2011-07-01,cited by applicant,CN
7073578,28,95/12743,1995-05-01,cited by other,WO
8583183,0,0 352 787,1989-07-01,cited by applicant,EP
6737676,60,64-068728,1989-03-01,cited by other,JP
8247524,28,WO-2007/072000,2007-06-01,cited by other,WO
7348373,0,0 337 412,1989-10-01,cited by other,EP
9136629,0,1895625,2008-03-01,cited by applicant,EP
7768379,17,2000-1109,2000-01-01,cited by other,JP
11244237,2,102663556,2012-09-01,cited by applicant,CN
7709850,1,11-281997,1999-10-01,cited by other,JP
11341964,27,WO 2014/064531,2014-05-01,cited by applicant,WO
7291680,1,2070023,1981-09-01,cited by other,GB
10472419,148,2010117057,2010-10-01,cited by applicant,WO
10052605,136,WO-2007/081385,2007-07-01,cited by applicant,WO
7693394,59,11-259985,1999-09-01,cited by other,JP
9318250,1,2005-108976,2005-04-01,cited by applicant,JP
9942474,16,2336816,2011-06-01,cited by applicant,EP
9072806,28,WO 95/05445,1995-02-01,cited by applicant,WO
9453794,195,WO-2014105521,2014-07-01,cited by applicant,WO
10421480,2,102009048091,2011-04-01,cited by applicant,DE
8649789,47,3107112,2003-12-01,cited by applicant,WO
10960061,6,WO 00/10598,2000-03-01,cited by applicant,WO
10654844,43,2003/064397,2003-08-01,cited by applicant,WO
10220771,4,10 2009 009473,2010-08-01,cited by examiner,DE
9271915,57,9948465,1999-09-01,cited by applicant,WO
9878540,0,2011-177920,2011-09-01,cited by applicant,JP
10288057,5,1640028,2006-03-01,cited by applicant,EP
