paper_id,FoS_list,research_area
11087255,"2777973936,40700,47143671,21547014,3018528590,164624739,86336370,133462117,27795528,162324750,97026474",Economics:0.49_Business:0.21_Engineering:0.16_Sociology:0.05_Mathematics:0.05_Political science:0.03
11088402,"144024400,10144844,107993555",Sociology:0.75_Economics:0.17_Political science:0.08
11125041,"148704626,4666530,24326235,120665830,94915269,34445779,62646347,206550106,183680338,121332964,137209882",Physics:0.44_Engineering:0.32_Chemistry:0.13_Computer science:0.09_Mathematics:0.02
11171182,"2986689508,163175372,159176650,137127113,107464732,158622935,94766913,41008148,65244806,172205157",Mathematics:0.35_Engineering:0.23_Physics:0.16_Computer science:0.12_Medicine:0.05_Biology:0.05_Economics:0.03
11204783,"142362112,2779317419,15708023",Art:0.61_Philosophy:0.28_Geography:0.11
11312822,"185592680,29456083",Chemistry:0.5_Medicine:0.5
11322134,3018945416,
11423992,"2778334475,71924100,1862650",Medicine:0.81_Biology:0.14_Psychology:0.05
11431623,"2776855358,513193947,140793950,2779370140,2776908094,106191032,86803240,2776544680,2776794176,6557445,2780138947",Biology:0.79_Chemistry:0.08_Medicine:0.07_Philosophy:0.02_Art:0.02_Economics:0.02
11518301,"144133560,166957645,199539241,2779010840",Political science:0.38_Business:0.25_History:0.12_Geography:0.12_Sociology:0.06_Economics:0.06
11630913,"2779018934,28294206,2991809805,41008148,33332235,96488702,41365986,99844830,102999125,112234599",Computer science:0.38_Physics:0.37_Mathematics:0.1_Philosophy:0.07_Psychology:0.03_Political science:0.03_Engineering:0.03
11726945,"2910001868,162324750,95691615,199539241",Political science:0.5_Economics:0.44_Sociology:0.06
11742975,"2991961654,133731056,17500928,127413603",Engineering:0.88_Mathematics:0.12
11744591,"42475967,2777655017,179787759,127413603,201995342",Engineering:0.65_Mathematics:0.1_Computer science:0.1_Physics:0.05_Geography:0.05_Materials science:0.05
11749802,"81299745,185592680,548081761",Engineering:0.58_Chemistry:0.33_Mathematics:0.08
11857293,15744967,Psychology:1.0
11881621,"2778449503,512170562,171906077,142362112,53001019,206836424,148592440,2779234423,2780903317,124952713",Art:0.31_Political science:0.25_Sociology:0.09_Economics:0.07_Psychology:0.07_Medicine:0.05_Biology:0.05_Philosophy:0.05_Computer science:0.03_Business:0.03
11920411,"58445606,3018489312,2776812703,185592680,544153396,107872376,2776053758,150394285,2779371384,184651966",Chemistry:0.52_Biology:0.2_Materials science:0.17_Engineering:0.12
11925831,15708023,Philosophy:0.5_Art:0.5
11955672,"144024400,73484699,15708023",Sociology:0.5_Psychology:0.17_Philosophy:0.17_Art:0.17
12081373,"90806461,178481205,41112130,132525143,41008148,118311129,126794175,123745756,81409106",Mathematics:0.39_Computer science:0.31_Engineering:0.23_Physics:0.05_Materials science:0.03
12119315,"62520636,9259290,33332235,84114770,125277925,9376300,121332964,191486275,2780864316",Physics:0.77_Mathematics:0.15_Chemistry:0.06_Biology:0.03
12124004,"3019934208,2984588014,143409427,142724271,2776164576,71924100,121403801,3020687532,2777910003,2780550940",Medicine:0.69_Biology:0.31
12132965,"144027150,2780560099,39432304,6557445,32198211",Biology:0.8_Environmental science:0.2
12281661,"2779939884,90080823,86803240,174618031,162100973,559758991,128905523,59822182,87555872,2909049721",Biology:0.9_Chemistry:0.05_Medicine:0.05
12326231,"39389867,144133560,39549134,121955636",Political science:0.42_Business:0.38_Economics:0.21
12567503,15708023,Philosophy:0.5_Art:0.5
12624365,"131721965,192562407,78519656,136525101,191897082,135581772",Materials science:0.44_Engineering:0.39_Medicine:0.17
12635502,"190538878,53361980,74650414,2779099160,11683690,182310444,107706756,84655787,203311528,121332964",Physics:0.27_Psychology:0.23_Mathematics:0.23_Engineering:0.2_Political science:0.07
12728541,"73836528,24326235,53016008,9692595,112118009,45393284,159333733,34800285,119599485,165801399,127413603",Engineering:0.51_Computer science:0.22_Biology:0.08_Medicine:0.05_Materials science:0.05_Physics:0.05_Political science:0.03_Mathematics:0.02
12802214,"95457728,74916050",History:0.75_Art:0.25
12817365,"52119013,138885662",Philosophy:0.5_History:0.25_Art:0.25
12837073,"71924100,141071460",Medicine:1.0
12954991,"126322002,2781382860,46699223,29456083,134018914,2778562196,71924100",Medicine:0.71_Biology:0.29
13047831,"62520636,15708023,121332964",Physics:0.67_Philosophy:0.17_Art:0.17
13104222,"207467116,90842384,77553402,33923547,72434380,185142706,55439883,126255220,167928553,29406490",Mathematics:0.72_Computer science:0.14_Philosophy:0.05_Physics:0.05_Economics:0.03_Engineering:0.02
13105583,"33923547,134306372,83979697,134530390,126794175,49209780,78045399,101225446,90119067,86243350,2781349735",Mathematics:0.85_Physics:0.08_Engineering:0.06
13193502,"27258493,167391731,166957645,114793014,127313418,82586738",Geology:0.58_Geography:0.21_History:0.17_Biology:0.04
13232522,"138885662,15708023",Philosophy:0.75_Art:0.25
13238134,"142362112,27206212",Art:0.5_Philosophy:0.5
13334874,15708023,Philosophy:0.5_Art:0.5
13480262,"101468663,99148416,67236022,78519656,199639397,2985969128,193987312,127413603",Engineering:0.56_Materials science:0.14_Geology:0.09_Computer science:0.08_Philosophy:0.03_Art:0.03_Medicine:0.03_Physics:0.03
13511103,"75165309,23123220,41008148",Computer science:1.0
13552243,"15708023,138885662",Philosophy:0.75_Art:0.25
13563111,"81698637,169081014,111472728,114799590,138885662",Philosophy:0.77_Art:0.15_Sociology:0.04_History:0.04
13615293,"3769998,87717796,153823671,92311004,175605778,169685871,205649164,551020850,42090638,124584101,2992504026",Engineering:0.3_Economics:0.28_Environmental science:0.09_Biology:0.09_Geography:0.09_Computer science:0.09_Political science:0.03_Geology:0.02
13624052,"144024400,558565934,107038049,124952713",Art:0.56_Sociology:0.25_Philosophy:0.19
13756322,"61434518,126322002,71924100,555293320",Medicine:0.88_Biology:0.12
13760453,"140793950,2983363897,37037264,205649164,2994104677",Biology:0.33_Geology:0.32_Geography:0.25_Physics:0.1
13818073,"524765639,132651083,88862950,37037264,2778163872,205649164",Geology:0.26_Geography:0.22_Environmental science:0.21_Biology:0.15_Philosophy:0.06_Art:0.06_Economics:0.04
13823033,"26022165,49774154,41008148,101722063,2777601683,74672266,33857546,2988821698,2781422113,168395055",Computer science:0.6_Philosophy:0.12_Engineering:0.12_Psychology:0.08_Mathematics:0.06_Sociology:0.02
13842992,"994546,2779019381,155202549,21547014,45237549,33842695,34447519,162324750,2988460067,3018122192,2779627474,2993201623",Economics:0.74_Computer science:0.09_Business:0.07_Engineering:0.07_Political science:0.03
13931104,"192562407,161790260,178790620,166940927,521977710,188027245,174499055,46094051,153914509,44228677,2780547246",Chemistry:0.41_Materials science:0.35_Engineering:0.24
13953383,"41008148,166957645,49774154,180198813",Computer science:0.58_History:0.13_Geography:0.13_Engineering:0.08_Political science:0.08
13959721,"136449434,2780104201,86803240,55493867,54355233,2776460866,2776998849,2779032433,2778944004,524204448,60987743",Biology:0.73_Medicine:0.14_Chemistry:0.14
13975703,"2780724011,194828623,2992083352,2777736543,3019464320,2779639602,71924100,30036603,518460624,150966472",Medicine:0.6_Biology:0.33_Psychology:0.07
14139871,"2780778865,2780164438,3019203984,2780047204,142724271,2780427987,71924100,2910332505,141071460,2776625026,2911106691",Medicine:0.64_Biology:0.36
14253035,"2185349,190883126,199360897,199879729,41008148,199305712,176783269,128838566,124246873,42383842",Computer science:0.65_Mathematics:0.28_Philosophy:0.07
14274403,"138885662,29456083",Philosophy:0.5_Medicine:0.5
14331642,"15708023,2549261,138885662",Philosophy:0.5_Art:0.17_History:0.17_Sociology:0.17
14419454,"33923547,74650414,134306372,2988173416,131707115,135889238",Mathematics:0.39_Physics:0.39_Chemistry:0.18_Biology:0.04
14484031,"48902493,203513110,33923547,134306372,189903471,112468886,199479865,27783845,35861355,111993293",Mathematics:1.0
14569263,"41008148,148612746,189783530,2991697181,173608175,3020089516,80444323,55526617,161824985,89600930",Computer science:0.84_Mathematics:0.16
14582823,"142362112,558565934,58640448,15708023,2992827570,3018583689,2993931450,124086623,553614217,2781446837,193307473",Art:0.55_Philosophy:0.24_Geography:0.15_Psychology:0.02_Sociology:0.02_History:0.01_Mathematics:0.01
14605183,"2987274399,2986587452,65257409,3019358178,191628500,169735623,56739046,17744445,27574286,2776604539",Computer science:0.44_Economics:0.16_Political science:0.15_Business:0.12_Engineering:0.08_Mathematics:0.06
14637043,"100001284,549774020,48580701,162324750",Economics:0.75_Philosophy:0.12_Art:0.06_Sociology:0.06
14711715,"33923547,2992198021,33577790,28826006,182310444,2776885722",Mathematics:0.83_Physics:0.17
14787923,"144027150,556039675,2778543611,121332964",Biology:0.44_Medicine:0.25_Physics:0.25_Chemistry:0.06
14924723,"177973122,812465,50644808,138331895,41008148,108583219,97650784,154945302,175202392,147168706",Computer science:0.72_Mathematics:0.17_Engineering:0.07_Chemistry:0.03
15030812,15708023,Philosophy:0.5_Art:0.5
15044252,"41008148,167196314,162572395,2991788779,94375191",Mathematics:0.6_Computer science:0.2_Engineering:0.2
15066991,"2777390192,71924100,141071460",Medicine:0.83_Biology:0.17
15110051,"172707124,31258907,41008148,79403827,201638289,2987081305,25810664,24590314,154945302,94487597,119857082,2983381036,111185680",Computer science:0.74_Engineering:0.12_Mathematics:0.04_Biology:0.04_Philosophy:0.03_Chemistry:0.01_Medicine:0.01_Psychology:0.01
15133661,"39353612,188027245,185592680,2988790527,19067145,203036418,4839761,115704247",Chemistry:0.55_Materials science:0.25_Physics:0.16_Engineering:0.04
15160141,"138885662,27206212,2778763528",Philosophy:0.92_Art:0.08
15384414,"138885662,15708023",Philosophy:0.75_Art:0.25
15423075,"66938386,102500504,131157278,65244806,113027937,127413603,2992728852,127934551",Engineering:0.6_Physics:0.2_Mathematics:0.16_Materials science:0.04
15454312,"144024400,129400051,508889258,148834064,199539241,124952713",Political science:0.42_Sociology:0.19_Philosophy:0.17_Art:0.17_Economics:0.06
15494983,"82776694,192562407,44280652,120456961,38398224,29234059,2779851234,111330293,115704247,2780471494",Chemistry:0.47_Engineering:0.25_Materials science:0.13_Physics:0.1_Philosophy:0.05
15534264,"2778802812,49774154,41008148,182430985",Computer science:0.67_Art:0.15_Philosophy:0.14_Psychology:0.02_Sociology:0.02
15572902,"2776460402,86803240,147273371,197321923,2993273313,6557445",Biology:1.0
15585904,"2994592520,185592680,55493867,3020660282",Chemistry:0.6_Biology:0.31_Materials science:0.04_Physics:0.02_Engineering:0.02
15599433,"76835800,202444582,203192437,93361540,33923547,134306372,189658257,106947605,153635880,57767098,100087112",Mathematics:0.78_Computer science:0.11_Physics:0.1
15681503,"58640448,15708023,205649164",Geography:0.67_Philosophy:0.17_Art:0.17
15738534,"3018603563,90924648,2778885795,126322002,519063684,71924100,526805850,3017735555,124490489",Medicine:0.59_Biology:0.31_Chemistry:0.11
15765023,"159110408,113616995,71924100,26760741",Medicine:0.75_Philosophy:0.08_Psychology:0.08_Biology:0.08
15825091,"41008148,171146098,167123822",Engineering:0.56_Computer science:0.33_Political science:0.11
15875714,"142362112,53553401,15708023,4445939",Art:0.44_Philosophy:0.31_History:0.25
15943105,"3116431,100521375,187736073,205649164",Political science:0.25_Economics:0.25_Geography:0.25_Philosophy:0.05_Art:0.05_Psychology:0.05_Sociology:0.05_Medicine:0.05
16007751,"2776941364,185618831,148803439,205300905,55958113,160735492,50522688,49545453,113807197,127413603,99454951",Medicine:0.34_Economics:0.22_Biology:0.18_Engineering:0.14_Environmental science:0.06_Geography:0.04_Art:0.01_History:0.01
16012413,"150122244,191935318,29979489,2776748203,77595967,2777831296,157892014,204217086,147176958,127413603,122156500",Engineering:0.71_Materials science:0.09_Political science:0.09_History:0.03_Geography:0.03_Physics:0.03_Geology:0.02
16139691,"199639397,19252792,136560751,135628077,41008148",Engineering:0.6_Materials science:0.2_Computer science:0.2
16150254,15708023,Philosophy:0.5_Art:0.5
16156284,"509550671,17744445,19417346",Medicine:0.33_Political science:0.33_Psychology:0.17_Sociology:0.17
16208264,"71924100,2909179532,141071460",Medicine:0.92_Biology:0.08
16261971,"2993572115,3020528001,42407357,81603835,71924100",Medicine:0.65_Biology:0.35
16364463,"2991822383,166275286,120665830,205649164,2776026716",Computer science:0.25_Medicine:0.25_Physics:0.25_Geography:0.25
16405202,"185592680,2778221352,2777728882,178790620,2781203734,2777410354,2777550763,2780858201,31241831,2780194770",Chemistry:0.6_Biology:0.35_Medicine:0.05
16421494,"164705383,2776006263,126322002,2780578515,71924100,50440223,555293320,511355011",Medicine:0.69_Biology:0.31
16431002,"183529106,71924100,2779637338,16005928",Medicine:0.8_Biology:0.15_Psychology:0.05
16440574,"41008148,2780693439,134537474,28490314",Computer science:0.58_Engineering:0.17_Physics:0.17_Political science:0.08
16496043,"52119013,142362112,124086623",Art:0.61_History:0.17_Philosophy:0.11_Geography:0.11
16496491,"2780550144,151730666,127313418",Geology:0.5_Economics:0.17_Political science:0.17_Biology:0.17
16548013,"15744967,77805123,21711469,138496976,2779885105",Psychology:0.82_Sociology:0.07_Political science:0.07_Medicine:0.05
16625041,"145420912,19417346,71924100",Psychology:0.33_Medicine:0.33_Mathematics:0.17_Sociology:0.17
16736794,"159985019,2778417280,127413603,206391251,129531949",Engineering:0.67_Materials science:0.2_Political science:0.13
16759165,15708023,Philosophy:0.5_Art:0.5
16802292,"154945302,127413603,15708023",Computer science:0.33_Engineering:0.33_Philosophy:0.17_Art:0.17
16871641,"2989276935,158379750,156996364,41008148,31258907,160858838,22592002",Computer science:0.76_Engineering:0.19_Mathematics:0.05
16883113,"199002037,521977710,126348684,149792144,192562407",Materials science:0.5_Chemistry:0.23_Engineering:0.2_Physics:0.07
17081903,"107053488,3020610715,2992139193,56529433,127413603,2984653562,29985473",Engineering:0.6_Physics:0.13_Materials science:0.07_Biology:0.05_Environmental science:0.05_Economics:0.05_Political science:0.05
17148832,"2983635472,71924100,3017707963,555293320,3018284874,27415008,2983120118,84393581,3019856765,194828623,1862650",Medicine:0.62_Biology:0.23_Sociology:0.09_Economics:0.03_Psychology:0.03
17193861,"64339825,114614502,36038622,80444323,196887881,22149727,18819970,128115575,41008148,203776342,17169500",Mathematics:0.64_Computer science:0.36
17231702,"30992042,189542057,80642116,27911776,2780919596,22802001,59822182,197248824,28781525,185592680",Biology:0.56_Chemistry:0.33_Geology:0.06_Physics:0.05
17247345,"19417346,17744445,540791928,668760,509550671",Medicine:0.28_Psychology:0.26_Political science:0.2_Sociology:0.18_Mathematics:0.08
17249742,"3017582312,2779978724,558461103,2776060345,70410870,3019858935,15744967,118552586",Psychology:0.59_Medicine:0.34_Biology:0.06
17250923,"136764020,41008148,163339463",Computer science:1.0
17259435,"15708023,142362112",Art:0.75_Philosophy:0.25
17321162,"119857082,52001869,189119545,104317236,154945302,177769412,185207860,207201462,33923547,193524817,124101348,2781376004",Computer science:0.69_Mathematics:0.27_Economics:0.04
17334151,"48482513,2777512617,2780031656,50416739,93518851,144133560,9476365,201932085,77088390,135572916",Computer science:0.53_Business:0.13_Medicine:0.1_Economics:0.07_History:0.07_Philosophy:0.03_Art:0.03_Geography:0.03
17405074,"121332964,8010536",Physics:0.5_Chemistry:0.5
17418641,"85345410,29143872,127413603,2776574205,207505557,94184115,56739046,110354214,2777489824,189076506,2767350",Engineering:0.34_Computer science:0.33_Economics:0.17_Business:0.14_Political science:0.02
17438214,"2778449503,2776862595,136576888,199539241,17744445",Political science:0.8_Sociology:0.1_Economics:0.1
17478361,3018945416,
17541094,"22212356,127413603,85345410,68189081,86275758,195094911",Engineering:0.57_Business:0.17_Economics:0.09_Computer science:0.09_Geology:0.04_Chemistry:0.04
17545654,"75971821,15708023,205649164",Philosophy:0.33_Geography:0.33_Art:0.25_Economics:0.08
17619655,"153911025,121332964",Biology:0.5_Physics:0.5
17654904,"66461080,15152581,519063684,190062978,75385678,62231903,79879829,12554922,185592680,28859421",Biology:0.5_Chemistry:0.26_Medicine:0.14_Computer science:0.1
